estate name,detail link,photo links
164 Yu Chau Street,https://www.28hse.com/en/estate/detail/164-yu-chau-street-23806,https://i1.28hse.com/2022/09/202209081228053411866_large.jpg
Cheong Hei Mansion,https://www.28hse.com/en/estate/detail/cheong-hei-mansion-26303,https://i1.28hse.com/2022/09/202209081223372071770_large.jpg
Tin Sam Villa,https://www.28hse.com/en/estate/detail/tin-sam-villa-5661,https://i1.28hse.com/2022/09/202209081245485080637_large.jpg
Kwong Wing House,https://www.28hse.com/en/estate/detail/kwong-wing-house-25872,https://i1.28hse.com/2022/09/202209081218405208339_large.jpg
Fung Fuk House,https://www.28hse.com/en/estate/detail/fung-fuk-house-8061,https://i1.28hse.com/2022/09/202209081301038915760_large.jpg
St. Joan Court,https://www.28hse.com/en/estate/detail/st-joan-court-809,https://i1.28hse.com/2022/09/202209081301178563240_large.jpg
Tai Yue Mansion,https://www.28hse.com/en/estate/detail/tai-yue-mansion-5992,https://i1.28hse.com/2022/09/202209081248088109510_large.jpg
Yah Yick Mansion,https://www.28hse.com/en/estate/detail/yah-yick-mansion-25545,https://i1.28hse.com/2022/09/202209081301511721169_large.jpg
Lung Kee Building,https://www.28hse.com/en/estate/detail/lung-kee-building-5995,https://i1.28hse.com/2022/09/202209081248091201010_large.jpg
Tai Hang Tung Estate,https://www.28hse.com/en/estate/detail/tai-hang-tung-estate-25336,https://i1.28hse.com/2022/09/202209081256304860582_large.jpg
Four Pearls Building,https://www.28hse.com/en/estate/detail/four-pearls-building-4483,https://i1.28hse.com/2022/09/20220908123949497486_large.jpg
Joy Take Court,https://www.28hse.com/en/estate/detail/joy-take-court-3087,https://i1.28hse.com/2022/09/20220908123514309476_large.jpg
Moon Wah House,https://www.28hse.com/en/estate/detail/moon-wah-house-5028,https://i1.28hse.com/2022/09/202209081241356482830_large.jpg
Karly Court,https://www.28hse.com/en/estate/detail/karly-court-26465,https://i1.28hse.com/2022/09/202209081224577857330_large.jpg
33 Wong Chuk Street,https://www.28hse.com/en/estate/detail/33-wong-chuk-street-26668,https://i1.28hse.com/2022/09/20220908122632272822_large.jpg
1 SHIU FAI TERRACE,https://www.28hse.com/en/estate/detail/1-shiu-fai-terrace-23903,https://i1.28hse.com/2022/09/20220908122843241845_large.jpg
Sai Yeung Building,https://www.28hse.com/en/estate/detail/sai-yeung-building-22238,https://i1.28hse.com/2022/09/202209081215236771727_large.jpg
Wah Sun Building,https://www.28hse.com/en/estate/detail/wah-sun-building-5242,https://i1.28hse.com/2022/09/202209081243013010813_large.jpg
Shu Tak Building,https://www.28hse.com/en/estate/detail/shu-tak-building-7040,https://i1.28hse.com/2022/09/202209081254456529283_large.jpg
Greenview Garden,https://www.28hse.com/en/estate/detail/greenview-garden-25159,https://i1.28hse.com/2022/09/202209081255154383126_large.jpg
Golden Court,https://www.28hse.com/en/estate/detail/golden-court-8083,https://i1.28hse.com/2022/09/202209081301143956569_large.jpg
Wing Fu Building,https://www.28hse.com/en/estate/detail/wing-fu-building-6950,https://i1.28hse.com/2022/09/202209081254295272537_large.jpg
Golden Building,https://www.28hse.com/en/estate/detail/golden-building-6589,https://i1.28hse.com/2022/09/20220908125216264847_large.jpg
34 Temple Street,https://www.28hse.com/en/estate/detail/34-temple-street-26834,https://i1.28hse.com/2022/09/202209081229214987456_large.jpg
Johnston Court,https://www.28hse.com/en/estate/detail/johnston-court-8790,https://i1.28hse.com/2022/09/202209081306216342323_large.jpg
Happy Garden,https://www.28hse.com/en/estate/detail/happy-garden-8795,https://i1.28hse.com/2022/09/20220908130623505928_large.jpg
Po On Building,https://www.28hse.com/en/estate/detail/po-on-building-22339,https://i1.28hse.com/2022/09/202209081215538841899_large.jpg
The Elgin,https://www.28hse.com/en/estate/detail/the-elgin-22860,https://i1.28hse.com/2022/09/202209081218183767688_large.jpg
Peace Tower,https://www.28hse.com/en/estate/detail/peace-tower-2751,https://i1.28hse.com/2022/09/202209081233236399711_large.jpg
Kar Fat Building,https://www.28hse.com/en/estate/detail/kar-fat-building-26760,https://i1.28hse.com/2022/09/202209081227124747016_large.jpg
Sun Lee Building,https://www.28hse.com/en/estate/detail/sun-lee-building-26802,https://i1.28hse.com/2022/09/202209081227318532559_large.jpg
Ava Court,https://www.28hse.com/en/estate/detail/ava-court-2169,https://i1.28hse.com/2022/09/202209081214371703080_large.jpg
Heya Green,https://www.28hse.com/en/estate/detail/heya-green-6798,https://i1.28hse.com/2022/09/202209081253421184085_large.jpg
Jade Court,https://www.28hse.com/en/estate/detail/jade-court-6409,https://i1.28hse.com/2022/09/202209081250554092807_large.jpg
Portfield Building,https://www.28hse.com/en/estate/detail/portfield-building-952,https://i1.28hse.com/2022/09/202209081308015611285_large.jpg
Hop Foon Building,https://www.28hse.com/en/estate/detail/hop-foon-building-7534,https://i1.28hse.com/2022/09/202209081257207180532_large.jpg
Grand Promenade,https://www.28hse.com/en/estate/detail/grand-promenade-1170,https://i1.28hse.com/2023/01/202301271111536699315_large.jpg
Grand Promenade,https://www.28hse.com/en/estate/detail/grand-promenade-1170,https://i1.28hse.com/2023/01/202301271111575503706_large.jpg
Grand Promenade,https://www.28hse.com/en/estate/detail/grand-promenade-1170,https://i1.28hse.com/2023/01/202301271112007489944_large.jpg
Grand Promenade,https://www.28hse.com/en/estate/detail/grand-promenade-1170,https://i1.28hse.com/2023/01/202301271112037988102_large.jpg
Grand Promenade,https://www.28hse.com/en/estate/detail/grand-promenade-1170,https://i1.28hse.com/2023/01/202301271112077175370_large.jpg
Grand Promenade,https://www.28hse.com/en/estate/detail/grand-promenade-1170,https://i1.28hse.com/2023/01/202301271112115960452_large.jpg
Grand Promenade,https://www.28hse.com/en/estate/detail/grand-promenade-1170,https://i1.28hse.com/2023/01/202301271112151154718_large.jpg
Fa Yuen Mansion,https://www.28hse.com/en/estate/detail/fa-yuen-mansion-22130,https://i1.28hse.com/2022/09/202209081215062120242_large.jpg
Cheong Wai Building,https://www.28hse.com/en/estate/detail/cheong-wai-building-5902,https://i1.28hse.com/2022/09/202209081247242280392_large.jpg
Wing Kee Mansion,https://www.28hse.com/en/estate/detail/wing-kee-mansion-8382,https://i1.28hse.com/2022/09/202209081303197597995_large.jpg
Wah Fung Mansion,https://www.28hse.com/en/estate/detail/wah-fung-mansion-1017,https://i1.28hse.com/2022/09/202209081212104717957_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/20230216103649102473_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161036534252471_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161036595350450_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161037022304869_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161037061826981_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/20230216103710559305_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161037144362668_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161037187008572_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161037226971538_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/20230216103725215336_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161037296405238_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161037335533690_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161037388879426_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/20230216103739712922_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161037421843723_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161037488816174_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161037546385644_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161037583190798_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161038011173881_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161038046331451_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161038094671115_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161038115345332_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161038143577906_large.jpg
Laguna City,https://www.28hse.com/en/estate/detail/laguna-city-2000,https://i1.28hse.com/2023/02/202302161038181363338_large.jpg
Pak Tung Building,https://www.28hse.com/en/estate/detail/pak-tung-building-24666,https://i1.28hse.com/2022/09/202209081246364699603_large.jpg
Tanner Court,https://www.28hse.com/en/estate/detail/tanner-court-7592,https://i1.28hse.com/2022/09/202209081257446060293_large.jpg
Hong Lok Square,https://www.28hse.com/en/estate/detail/hong-lok-square-4278,https://i1.28hse.com/2022/09/202209081238214297304_large.jpg
Hing Hon Building,https://www.28hse.com/en/estate/detail/hing-hon-building-1082,https://i1.28hse.com/2022/09/202209081212271005789_large.jpg
Johnson Mansion,https://www.28hse.com/en/estate/detail/johnson-mansion-6673,https://i1.28hse.com/2022/09/202209081252526102643_large.jpg
The Regalis,https://www.28hse.com/en/estate/detail/the-regalis-250,https://i1.28hse.com/2022/09/202209081230311069526_large.jpg
Yoho Town,https://www.28hse.com/en/estate/detail/yoho-town-4250,https://i1.28hse.com/2022/09/202209081238076190708_large.jpg
Yoho Town,https://www.28hse.com/en/estate/detail/yoho-town-4250,https://i1.28hse.com/2022/09/202209081238082751361_large.jpg
Wing Fook Building,https://www.28hse.com/en/estate/detail/wing-fook-building-23555,https://i1.28hse.com/2022/09/202209081221524843838_large.jpg
Colonnades,https://www.28hse.com/en/estate/detail/colonnades-25640,https://i1.28hse.com/2022/09/202209081305398463466_large.jpg
Tai Chii House,https://www.28hse.com/en/estate/detail/tai-chii-house-22698,https://i1.28hse.com/2022/09/202209081217331458126_large.jpg
Joy Wise Mansion,https://www.28hse.com/en/estate/detail/joy-wise-mansion-2416,https://i1.28hse.com/2022/09/202209081225112362115_large.jpg
Luen Fat Mansion,https://www.28hse.com/en/estate/detail/luen-fat-mansion-22088,https://i1.28hse.com/2022/09/202209081214551997023_large.jpg
Windsor Castle,https://www.28hse.com/en/estate/detail/windsor-castle-6849,https://i1.28hse.com/2022/09/202209081254035724652_large.jpg
Lap Tak House,https://www.28hse.com/en/estate/detail/lap-tak-house-5301,https://i1.28hse.com/2022/09/202209081243188719631_large.jpg
Cape Court,https://www.28hse.com/en/estate/detail/cape-court-26510,https://i1.28hse.com/2022/09/202209081225208368131_large.jpg
8 LaSalle,https://www.28hse.com/en/estate/detail/8-lasalle-8451,https://i1.28hse.com/2022/09/202209081303517605786_large.jpg
Kiu Hay Mansion,https://www.28hse.com/en/estate/detail/kiu-hay-mansion-22316,https://i1.28hse.com/2022/09/202209081215465955185_large.jpg
Kam Sing Building,https://www.28hse.com/en/estate/detail/kam-sing-building-8430,https://i1.28hse.com/2022/09/202209081303422216614_large.jpg
The Urban Edition,https://www.28hse.com/en/estate/detail/the-urban-edition-22631,https://i1.28hse.com/2022/09/202209081217152784697_large.jpg
Nos.164-166 Tung Lo Wan Road,https://www.28hse.com/en/estate/detail/nos-164-166-tung-lo-wan-road-6765,https://i1.28hse.com/2022/09/20220908125330533646_large.jpg
Hang Lok Building,https://www.28hse.com/en/estate/detail/hang-lok-building-5284,https://i1.28hse.com/2022/09/202209081243144332363_large.jpg
Wing Lung Villas,https://www.28hse.com/en/estate/detail/wing-lung-villas-24959,https://i1.28hse.com/2022/09/202209081254342540874_large.jpg
Yau Tak Building,https://www.28hse.com/en/estate/detail/yau-tak-building-8575,https://i1.28hse.com/2022/09/202209081304473772596_large.jpg
Mayfair Mansion,https://www.28hse.com/en/estate/detail/mayfair-mansion-6381,https://i1.28hse.com/2022/09/202209081250448939138_large.jpg
Fok Kwan Building,https://www.28hse.com/en/estate/detail/fok-kwan-building-22647,https://i1.28hse.com/2022/09/202209081217203215595_large.jpg
No.48 Lion Rock Road,https://www.28hse.com/en/estate/detail/no-48-lion-rock-road-26179,https://i1.28hse.com/2022/09/202209081222338050502_large.jpg
Cheung Hong Estate,https://www.28hse.com/en/estate/detail/cheung-hong-estate-25296,https://i1.28hse.com/2022/09/202209081256143951457_large.jpg
Kwong Ming Court,https://www.28hse.com/en/estate/detail/kwong-ming-court-7642,https://i1.28hse.com/2022/09/20220908125804816541_large.jpg
The Avery,https://www.28hse.com/en/estate/detail/the-avery-7931,https://i1.28hse.com/2022/09/202209081300081621538_large.jpg
Greenland Garden,https://www.28hse.com/en/estate/detail/greenland-garden-7336,https://i1.28hse.com/2022/09/202209081256017548166_large.jpg
On Fook Building,https://www.28hse.com/en/estate/detail/on-fook-building-23849,https://i1.28hse.com/2022/09/202209081228258125605_large.jpg
King's Centre,https://www.28hse.com/en/estate/detail/king-s-centre-1110,https://i1.28hse.com/2022/09/202209081212397657400_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201107083579257_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201107124230060_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201107165852394_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201107214480112_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201107255487315_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201107306538734_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201107342018636_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201107395095831_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201107432786302_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201107474445229_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201107526550733_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201107565469700_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201108012830994_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201108062845271_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201108105548741_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/20220720110815360435_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201108195582564_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/20220720110823203034_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201108278851042_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/20220720110833784563_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201108392772880_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201108443692563_large.jpg
Chi Fu Fa Yuen,https://www.28hse.com/en/estate/detail/chi-fu-fa-yuen-240,https://i1.28hse.com/2022/07/202207201108487378388_large.jpg
Hai Xin Mansion,https://www.28hse.com/en/estate/detail/hai-xin-mansion-3026,https://i1.28hse.com/2022/09/202209081234501965008_large.jpg
Lai On Estate,https://www.28hse.com/en/estate/detail/lai-on-estate-25332,https://i1.28hse.com/2022/09/202209081256294095692_large.jpg
4 Shing Ping Street,https://www.28hse.com/en/estate/detail/4-shing-ping-street-26765,https://i1.28hse.com/2022/09/202209081227142695325_large.jpg
Lee Cheong Building,https://www.28hse.com/en/estate/detail/lee-cheong-building-8965,https://i1.28hse.com/2022/09/202209081307382867942_large.jpg
Reach Summit,https://www.28hse.com/en/estate/detail/sereno-verde-4251,https://i1.28hse.com/2022/09/202209081238085065081_large.jpg
Cheong Kat Mansion,https://www.28hse.com/en/estate/detail/cheong-kat-mansion-616,https://i1.28hse.com/2022/09/20220908124916766530_large.jpg
60 Conduit Road,https://www.28hse.com/en/estate/detail/60-conduit-road-24137,https://i1.28hse.com/2022/09/202209081243513232184_large.jpg
Shing Tai Building,https://www.28hse.com/en/estate/detail/shing-tai-building-8181,https://i1.28hse.com/2022/09/202209081301564200451_large.jpg
Good Luck Mansion,https://www.28hse.com/en/estate/detail/good-luck-mansion-6638,https://i1.28hse.com/2022/09/20220908125238995613_large.jpg
Orchid House,https://www.28hse.com/en/estate/detail/orchid-house-6509,https://i1.28hse.com/2022/09/202209081251395954208_large.jpg
Beverley Heights,https://www.28hse.com/en/estate/detail/beverley-heights-2171,https://i1.28hse.com/2022/09/202209081214387148865_large.jpg
Hong King Garden,https://www.28hse.com/en/estate/detail/hong-king-garden-4463,https://i1.28hse.com/2022/09/202209081239403525638_large.jpg
Zenith Mansion,https://www.28hse.com/en/estate/detail/zenith-mansion-26967,https://i1.28hse.com/2022/09/202209081230483457433_large.jpg
1 Prince's Terrace,https://www.28hse.com/en/estate/detail/1-prince-s-terrace-26661,https://i1.28hse.com/2022/09/202209081226286825768_large.jpg
Wan Chui Yuen,https://www.28hse.com/en/estate/detail/wan-chui-yuen-26588,https://i1.28hse.com/2022/09/202209081225595165713_large.jpg
Pierhead Garden,https://www.28hse.com/en/estate/detail/pierhead-garden-4429,https://i1.28hse.com/2022/09/202209081239247834345_large.jpg
Caribbean Villa,https://www.28hse.com/en/estate/detail/caribbean-villa-25060,https://i1.28hse.com/2022/09/20220908125456740105_large.jpg
Kam Do Mansion,https://www.28hse.com/en/estate/detail/kam-do-mansion-23069,https://i1.28hse.com/2022/09/202209081219212786832_large.jpg
68-70 Queen's Road East,https://www.28hse.com/en/estate/detail/68-70-queen-s-road-east-24013,https://i1.28hse.com/2022/09/202209081229308991078_large.jpg
Tai Sang Building,https://www.28hse.com/en/estate/detail/tai-sang-building-6666,https://i1.28hse.com/2022/09/202209081252494993482_large.jpg
Kweilin Mansion,https://www.28hse.com/en/estate/detail/kweilin-mansion-7877,https://i1.28hse.com/2022/09/20220908125943843764_large.jpg
Cheong Shing Building,https://www.28hse.com/en/estate/detail/cheong-shing-building-6125,https://i1.28hse.com/2022/09/202209081249006332578_large.jpg
Tse King House Stage 1,https://www.28hse.com/en/estate/detail/tse-king-house-stage-1-5821,https://i1.28hse.com/2022/09/202209081246532459930_large.jpg
Tin Lee Court,https://www.28hse.com/en/estate/detail/tin-lee-court-25660,https://i1.28hse.com/2022/09/202209081306231011786_large.jpg
Tai On Court,https://www.28hse.com/en/estate/detail/tai-on-court-22103,https://i1.28hse.com/2022/09/202209081214593106124_large.jpg
Man Yue Court,https://www.28hse.com/en/estate/detail/man-yue-court-2306,https://i1.28hse.com/2022/09/202209081219188578089_large.jpg
88 Plaza,https://www.28hse.com/en/estate/detail/88-plaza-26317,https://i1.28hse.com/2022/09/202209081223438459240_large.jpg
The City Culture,https://www.28hse.com/en/estate/detail/the-city-culture-22479,https://i1.28hse.com/2022/09/202209081216362303336_large.jpg
233 Jaffe Road,https://www.28hse.com/en/estate/detail/233-jaffe-road-26570,https://i1.28hse.com/2022/09/202209081225483669345_large.jpg
Treasure Court,https://www.28hse.com/en/estate/detail/treasure-court-4395,https://i1.28hse.com/2022/09/202209081239106799496_large.jpg
Wing Fat Mansion,https://www.28hse.com/en/estate/detail/wing-fat-mansion-2907,https://i1.28hse.com/2022/09/202209081234015142260_large.jpg
Shing Hing Building,https://www.28hse.com/en/estate/detail/shing-hing-building-7787,https://i1.28hse.com/2022/09/202209081259053579388_large.jpg
Sun And Moon Building,https://www.28hse.com/en/estate/detail/sun-and-moon-building-26601,https://i1.28hse.com/2022/09/202209081226053831265_large.jpg
29 Cameron Road,https://www.28hse.com/en/estate/detail/29-cameron-road-26828,https://i1.28hse.com/2022/09/202209081227437551436_large.jpg
Hopewell House,https://www.28hse.com/en/estate/detail/hopewell-house-6132,https://i1.28hse.com/2022/09/202209081249031209934_large.jpg
Chelsea Court,https://www.28hse.com/en/estate/detail/chelsea-court-2482,https://i1.28hse.com/2022/09/202209081229276722144_large.jpg
I-Feng Mansions,https://www.28hse.com/en/estate/detail/i-feng-mansions-3077,https://i1.28hse.com/2022/09/202209081235105892751_large.jpg
Kalam Court,https://www.28hse.com/en/estate/detail/kalam-court-2209,https://i1.28hse.com/2022/09/202209081214556229190_large.jpg
Wah Lok Mansion,https://www.28hse.com/en/estate/detail/wah-lok-mansion-4461,https://i1.28hse.com/2022/09/202209081239406830020_large.jpg
Hung Wan Building,https://www.28hse.com/en/estate/detail/hung-wan-building-22347,https://i1.28hse.com/2022/09/20220908121556745799_large.jpg
Winland Building,https://www.28hse.com/en/estate/detail/winland-building-6346,https://i1.28hse.com/2022/09/202209081250305530935_large.jpg
Wellcome Mansion,https://www.28hse.com/en/estate/detail/wellcome-mansion-8315,https://i1.28hse.com/2022/09/20220908130249266950_large.jpg
Nam Cheong Building,https://www.28hse.com/en/estate/detail/nam-cheong-building-621,https://i1.28hse.com/2022/09/202209081249344354970_large.jpg
Wah Fu Estate,https://www.28hse.com/en/estate/detail/wah-fu-estate-25300,https://i1.28hse.com/2022/09/202209081256165870473_large.jpg
Yin Tak Building,https://www.28hse.com/en/estate/detail/yin-tak-building-22266,https://i1.28hse.com/2022/09/202209081215307317527_large.jpg
No.67 Argyle Street,https://www.28hse.com/en/estate/detail/no-67-argyle-street-25912,https://i1.28hse.com/2022/09/202209081219286970804_large.jpg
Frebong Building,https://www.28hse.com/en/estate/detail/frebong-building-8210,https://i1.28hse.com/2022/09/202209081302071187854_large.jpg
Flora Villa,https://www.28hse.com/en/estate/detail/flora-villa-3107,https://i1.28hse.com/2022/09/202209081235264944261_large.jpg
1-3 Ching Lin Terrace,https://www.28hse.com/en/estate/detail/1-3-ching-lin-terrace-24784,https://i1.28hse.com/2022/09/20220908125200503979_large.jpg
Trafalgar Gardens,https://www.28hse.com/en/estate/detail/trafalgar-gardens-25830,https://i1.28hse.com/2022/09/202209081216573635594_large.jpg
Monterey Villas,https://www.28hse.com/en/estate/detail/monterey-villas-4802,https://i1.28hse.com/2022/09/202209081241194624881_large.jpg
No. 254 Ki Lung Street,https://www.28hse.com/en/estate/detail/no-254-ki-lung-street-7543,https://i1.28hse.com/2022/09/202209081257245304626_large.jpg
ROCKFORD MANSION,https://www.28hse.com/en/estate/detail/rockford-mansion-2185,https://i1.28hse.com/2022/09/202209081214445281598_large.jpg
Passkon Court,https://www.28hse.com/en/estate/detail/passkon-court-2960,https://i1.28hse.com/2022/09/202209081234188354579_large.jpg
Hau Tak Building,https://www.28hse.com/en/estate/detail/hau-tak-building-22810,https://i1.28hse.com/2022/09/202209081218047189710_large.jpg
The Austin,https://www.28hse.com/en/estate/detail/the-austin-8199,https://i1.28hse.com/2022/09/202209081302033434956_large.jpg
Ming Yuet Building,https://www.28hse.com/en/estate/detail/ming-yuet-building-8870,https://i1.28hse.com/2022/09/202209081306557017660_large.jpg
Nos.12-13 Shepherd Street,https://www.28hse.com/en/estate/detail/nos-12-13-shepherd-street-24849,https://i1.28hse.com/2022/09/202209081253418767880_large.jpg
Villa Sunshine,https://www.28hse.com/en/estate/detail/villa-sunshine-7293,https://i1.28hse.com/2022/09/202209081255457125423_large.jpg
Tai On House,https://www.28hse.com/en/estate/detail/tai-on-house-25951,https://i1.28hse.com/2022/09/202209081219587364516_large.jpg
Hoc Tam Garden,https://www.28hse.com/en/estate/detail/hoc-tam-garden-23514,https://i1.28hse.com/2022/09/202209081221415991646_large.jpg
Chin Hung Building,https://www.28hse.com/en/estate/detail/chin-hung-building-968,https://i1.28hse.com/2022/09/202209081308071143508_large.jpg
Peninsula Heights,https://www.28hse.com/en/estate/detail/peninsula-heights-2154,https://i1.28hse.com/2022/09/202209081214294898567_large.jpg
Tim Wah Building,https://www.28hse.com/en/estate/detail/tim-wah-building-26131,https://i1.28hse.com/2022/09/202209081222024851787_large.jpg
Tai Wah Building,https://www.28hse.com/en/estate/detail/tai-wah-building-7933,https://i1.28hse.com/2022/09/202209081300091513513_large.jpg
The Oakhill,https://www.28hse.com/en/estate/detail/the-oakhill-5858,https://i1.28hse.com/2022/09/202209081247085636014_large.jpg
L Harmonie,https://www.28hse.com/en/estate/detail/l-harmonie-25950,https://i1.28hse.com/2022/09/202209081219576180821_large.jpg
K. Summit,https://www.28hse.com/en/estate/detail/k-summit-23618,https://i1.28hse.com/2022/09/202209081220043161129_large.jpg
One New York,https://www.28hse.com/en/estate/detail/one-new-york-2507,https://i1.28hse.com/2022/09/20220908123057662502_large.jpg
On Yip Lau,https://www.28hse.com/en/estate/detail/on-yip-lau-26866,https://i1.28hse.com/2022/09/202209081230124080823_large.jpg
Hung Kei Mansion,https://www.28hse.com/en/estate/detail/hung-kei-mansion-26718,https://i1.28hse.com/2022/09/202209081226563873960_large.jpg
Tak Hing Building,https://www.28hse.com/en/estate/detail/tak-hing-building-22413,https://i1.28hse.com/2022/09/202209081216177275824_large.jpg
Wo Tai House,https://www.28hse.com/en/estate/detail/wo-tai-house-23197,https://i1.28hse.com/2022/09/202209081220015169844_large.jpg
Elegance House,https://www.28hse.com/en/estate/detail/elegance-house-7900,https://i1.28hse.com/2022/09/202209081259541749966_large.jpg
Westlands Gardens,https://www.28hse.com/en/estate/detail/westlands-gardens-5257,https://i1.28hse.com/2022/09/202209081243044777481_large.jpg
21-23 Sing Woo Road,https://www.28hse.com/en/estate/detail/21-23-sing-woo-road-27188,https://i1.28hse.com/2022/09/202209231003596845255_large.jpg
Fok Sing Building,https://www.28hse.com/en/estate/detail/fok-sing-building-5989,https://i1.28hse.com/2022/09/202209081248067666105_large.jpg
