Name,Estate,Photo
Dragon Court,https://www.28hse.com/en/estate/hk/tin-hau/1081_dragon-court,https://i1.28hse.com/2022/09/202209081225378317924_large.jpg
Wai Wah Court,https://www.28hse.com/en/estate/hk/kennedy-town/567_wai-wah-court,https://i1.28hse.com/2022/09/202209081245554544686_large.jpg
Markfield Building,https://www.28hse.com/en/estate/hk/kennedy-town/625_markfield-building,https://i1.28hse.com/2022/09/202209081249523491555_large.jpg
Starlight Garden,https://www.28hse.com/en/estate/hk/wan-chai/846_starlight-garden,https://i1.28hse.com/2022/09/202209081303553882832_large.jpg
Kingsland Court,https://www.28hse.com/en/estate/hk/western-mid-levels/487_kingsland-court,https://i1.28hse.com/2022/09/202209081241226816481_large.jpg
Tanner Court,https://www.28hse.com/en/estate/hk/north-point/7592_tanner-court,https://i1.28hse.com/2022/09/202209081257446060293_large.jpg
Chun King Court,https://www.28hse.com/en/estate/hk/sai-ying-pun/579_chun-king-court,https://i1.28hse.com/2022/09/202209081246405527190_large.jpg
Everwin Mansion,https://www.28hse.com/en/estate/hk/wan-chai/5511_everwin-mansion,https://i1.28hse.com/2022/09/202209081244434843497_large.jpg
Fully Building,https://www.28hse.com/en/estate/hk/wan-chai/6281_fully-building,https://i1.28hse.com/2022/09/20220908125005265663_large.jpg
Java Mansion,https://www.28hse.com/en/estate/hk/north-point/8149_java-mansion,https://i1.28hse.com/2022/09/202209081301432933731_large.jpg
Clovelly Court,https://www.28hse.com/en/estate/hk/mid-levels/791_clovelly-court,https://i1.28hse.com/2022/09/202209081259587229088_large.jpg
Celeste Court,https://www.28hse.com/en/estate/hk/happy-valley/937_celeste-court,https://i1.28hse.com/2022/09/202209081307555673888_large.jpg
Marvel Building,https://www.28hse.com/en/estate/hk/north-point/1154_marvel-building,
Pat Leung Building,https://www.28hse.com/en/estate/hk/ap-lei-chau/22503_pat-leung-building,https://i1.28hse.com/2022/09/202209081216436326004_large.jpg
King Tsui Court,https://www.28hse.com/en/estate/hk/chai-wan/1265_king-tsui-court,https://i1.28hse.com/2022/09/202209081213328929582_large.jpg
Gold King Mansion,https://www.28hse.com/en/estate/hk/tai-hang/7566_gold-king-mansion,https://i1.28hse.com/2022/09/20220908125733599518_large.jpg
Elegant Garden,https://www.28hse.com/en/estate/hk/western-mid-levels/506_elegant-garden,https://i1.28hse.com/2022/09/202209081240568304899_large.jpg
Sai Wan Building,https://www.28hse.com/en/estate/hk/shaukeiwan/8428_sai-wan-building,https://i1.28hse.com/2022/09/202209081303417361303_large.jpg
Kin On House,https://www.28hse.com/en/estate/hk/wan-chai/22697_kin-on-house,https://i1.28hse.com/2022/09/202209081217331438801_large.jpg
SkyView Cliff,https://www.28hse.com/en/estate/hk/western-mid-levels/394_skyview-cliff,https://i1.28hse.com/2022/09/202209081235587485936_large.jpg
Kenthill Mansion,https://www.28hse.com/en/estate/hk/north-point/1113_kenthill-mansion,https://i1.28hse.com/2022/09/202209081212407235458_large.jpg
King Tao Building,https://www.28hse.com/en/estate/hk/wan-chai/7574_king-tao-building,https://i1.28hse.com/2022/09/202209081257377301863_large.jpg
Wah Kwai Estate,https://www.28hse.com/en/estate/hk/aberdeen/5063_wah-kwai-estate,https://i1.28hse.com/2022/09/202209081241514229572_large.jpg
Wah Tong Building,https://www.28hse.com/en/estate/hk/shaukeiwan/1215_wah-tong-building,https://i1.28hse.com/2022/09/202209081213183749178_large.jpg
Hang Shun Mansion,https://www.28hse.com/en/estate/hk/wan-chai/933_hang-shun-mansion,https://i1.28hse.com/2022/09/202209081223597882688_large.jpg
Shing Loong Court,https://www.28hse.com/en/estate/hk/tin-hau/1089_shing-loong-court,
GrandView Garden,https://www.28hse.com/en/estate/hk/wong-chuk-hang/291_grandview-garden,https://i1.28hse.com/2022/09/202209081235134506538_large.jpg
Fu King Court,https://www.28hse.com/en/estate/hk/north-point/5375_fu-king-court,https://i1.28hse.com/2022/09/202209081243495674726_large.jpg
Green View Court,https://www.28hse.com/en/estate/hk/shek-tong-tsui/22268_green-view-court,https://i1.28hse.com/2022/09/202209081215314491694_large.jpg
Villa claire,https://www.28hse.com/en/estate/hk/north-point/1099_villa-claire,https://i1.28hse.com/2022/09/202209081212347628465_large.jpg
Oceanic Building,https://www.28hse.com/en/estate/hk/quarry-bay/7694_oceanic-building,https://i1.28hse.com/2022/09/202209081258241026765_large.jpg
Hill Court,https://www.28hse.com/en/estate/hk/kennedy-town/5140_hill-court,https://i1.28hse.com/2022/09/202209081242208138261_large.jpg
Sky Horizon,https://www.28hse.com/en/estate/hk/north-point-mid/1044_sky-horizon,https://i1.28hse.com/2022/09/20220908121217604961_large.jpg
Ka Yee Court,https://www.28hse.com/en/estate/hk/western-mid-levels/434_ka-yee-court,https://i1.28hse.com/2022/09/202209081238493318781_large.jpg
Cherry Crest,https://www.28hse.com/en/estate/hk/mid-levels/784_cherry-crest,https://i1.28hse.com/2022/09/202209081259282687750_large.jpg
Universal Building,https://www.28hse.com/en/estate/hk/sheung-wan/723_universal-building,https://i1.28hse.com/2022/09/202209081231195708302_large.jpg
Mayflower Mansion,https://www.28hse.com/en/estate/hk/tai-hang/7280_mayflower-mansion,
Lai Yin Court,https://www.28hse.com/en/estate/hk/sai-ying-pun/608_lai-yin-court,https://i1.28hse.com/2022/09/202209081248406789405_large.jpg
Fortune Villa,https://www.28hse.com/en/estate/hk/kennedy-town/672_fortune-villa,https://i1.28hse.com/2022/09/202209081224385033700_large.jpg
Harmony Place,https://www.28hse.com/en/estate/hk/shaukeiwan/8257_harmony-place,https://i1.28hse.com/2022/09/202209081302274822599_large.jpg
Tung Po Mansion,https://www.28hse.com/en/estate/hk/shaukeiwan/1217_tung-po-mansion,https://i1.28hse.com/2022/09/202209081213194474911_large.jpg
Yee Fat Mansion,https://www.28hse.com/en/estate/hk/happy-valley/22620_yee-fat-mansion,https://i1.28hse.com/2022/09/20220908121712876761_large.jpg
Sunshine Mansion,https://www.28hse.com/en/estate/hk/north-point/5911_sunshine-mansion,
Liang Ga Building,https://www.28hse.com/en/estate/hk/sai-ying-pun/6609_liang-ga-building,https://i1.28hse.com/2022/09/20220908125226989832_large.jpg
Ruby Court,https://www.28hse.com/en/estate/hk/repulse-bay/205_ruby-court,https://i1.28hse.com/2022/09/202209081213512315924_large.jpg
The Hemispheres,https://www.28hse.com/en/estate/hk/tin-hau/8246_the-hemispheres,https://i1.28hse.com/2022/09/202209081302221984435_large.jpg
Carnation Court,https://www.28hse.com/en/estate/hk/tai-hang/1023_carnation-court,https://i1.28hse.com/2022/09/202209081212124805630_large.jpg
Supernova Stand,https://www.28hse.com/en/estate/hk/tin-hau/6297_supernova-stand,https://i1.28hse.com/2022/09/202209081250105599786_large.jpg
Wah Sing Building,https://www.28hse.com/en/estate/hk/shaukeiwan/5019_wah-sing-building,https://i1.28hse.com/2022/09/202209081241328052743_large.jpg
Tsui King Court,https://www.28hse.com/en/estate/hk/sai-ying-pun/5652_tsui-king-court,https://i1.28hse.com/2022/09/202209081245426794376_large.jpg
Lung Cheung Garden,https://www.28hse.com/en/estate/hk/kennedy-town/573_lung-cheung-garden,https://i1.28hse.com/2022/09/202209081246204170855_large.jpg
Lok Sing Centre,https://www.28hse.com/en/estate/hk/causeway-bay/904_lok-sing-centre,https://i1.28hse.com/2022/09/202209081307437678260_large.jpg
Toho Court,https://www.28hse.com/en/estate/hk/ap-lei-chau/338_toho-court,https://i1.28hse.com/2022/09/202209081235424550652_large.jpg
Tai Hong Building,https://www.28hse.com/en/estate/hk/kennedy-town/6088_tai-hong-building,https://i1.28hse.com/2022/09/202209081248438915710_large.jpg
Kingsway Garden,https://www.28hse.com/en/estate/hk/fortress-hill/6680_kingsway-garden,https://i1.28hse.com/2022/09/202209081252573925596_large.jpg
CharmView Court,https://www.28hse.com/en/estate/hk/kennedy-town/568_charmview-court,https://i1.28hse.com/2022/09/20220908124600162607_large.jpg
Yen Dack Building,https://www.28hse.com/en/estate/hk/north-point/1112_yen-dack-building,https://i1.28hse.com/2022/09/20220908121240654863_large.jpg
Greenway Terrace,https://www.28hse.com/en/estate/hk/happy-valley/5240_greenway-terrace,https://i1.28hse.com/2022/09/202209081243004053788_large.jpg
Kwan Yick Building Phase 1,https://www.28hse.com/en/estate/hk/shek-tong-tsui/5453_kwan-yick-building-phase-1,https://i1.28hse.com/2022/09/202209081244233754511_large.jpg
CNT Bisney,https://www.28hse.com/en/estate/hk/pok-fu-lam/243_cnt-bisney,https://i1.28hse.com/2022/09/202209081226062289376_large.jpg
JadeStone Court,https://www.28hse.com/en/estate/hk/western-mid-levels/448_jadestone-court,https://i1.28hse.com/2022/09/202209081239486081831_large.jpg
Po Lung Building,https://www.28hse.com/en/estate/hk/sheung-wan/22294_po-lung-building,https://i1.28hse.com/2022/09/202209081303111119624_large.jpg
Fu Kar Building,https://www.28hse.com/en/estate/hk/wan-chai/859_fu-kar-building,https://i1.28hse.com/2022/09/202209081304531116999_large.jpg
Golden Pavilion,https://www.28hse.com/en/estate/hk/western-mid-levels/537_golden-pavilion,https://i1.28hse.com/2022/09/202209081243467752632_large.jpg
Tai Hing Building,https://www.28hse.com/en/estate/hk/western-mid-levels/7764_tai-hing-building,https://i1.28hse.com/2022/09/202209081300324716390_large.jpg
Bowen Mansion,https://www.28hse.com/en/estate/hk/mid-levels/8905_bowen-mansion,https://i1.28hse.com/2022/09/202209081307103179180_large.jpg
South View Garden,https://www.28hse.com/en/estate/hk/aberdeen/321_south-view-garden,https://i1.28hse.com/2022/09/202209081235351258284_large.jpg
Cleveland Mansion,https://www.28hse.com/en/estate/hk/causeway-bay/8940_cleveland-mansion,https://i1.28hse.com/2022/09/20220908130726312775_large.jpg
Chung Hing Mansion,https://www.28hse.com/en/estate/hk/quarry-bay/5682_chung-hing-mansion,https://i1.28hse.com/2022/09/202209081246016405582_large.jpg
Luen Tak Apartments,https://www.28hse.com/en/estate/hk/kennedy-town/6756_luen-tak-apartments,https://i1.28hse.com/2022/09/202209081253254185026_large.jpg
Charming Court,https://www.28hse.com/en/estate/hk/sai-ying-pun/6670_charming-court,https://i1.28hse.com/2022/09/202209081252517827464_large.jpg
Casio Mansion,https://www.28hse.com/en/estate/hk/shaukeiwan/1227_casio-mansion,https://i1.28hse.com/2022/09/202209081213232218426_large.jpg
GreenLand House,https://www.28hse.com/en/estate/hk/wan-chai/849_greenland-house,
Malibu Garden,https://www.28hse.com/en/estate/hk/happy-valley/5754_malibu-garden,https://i1.28hse.com/2022/09/202209081246291429075_large.jpg
Serenade,https://www.28hse.com/en/estate/hk/tai-hang/5523_serenade,https://i1.28hse.com/2022/09/202209081244478002348_large.jpg
Kwai Cheong Building,https://www.28hse.com/en/estate/hk/sai-ying-pun/8641_kwai-cheong-building,https://i1.28hse.com/2022/09/202209081305154364915_large.jpg
Smithfield court,https://www.28hse.com/en/estate/hk/kennedy-town/562_smithfield-court,https://i1.28hse.com/2022/09/202209081245282295035_large.jpg
Shun Fai building,https://www.28hse.com/en/estate/hk/kennedy-town/606_shun-fai-building,https://i1.28hse.com/2022/09/202209081248331005365_large.jpg
Shing On Building,https://www.28hse.com/en/estate/hk/sai-wan-ho/22514_shing-on-building,https://i1.28hse.com/2022/09/202209081228237840335_large.jpg
Diamond Mansion,https://www.28hse.com/en/estate/hk/causeway-bay/8326_diamond-mansion,https://i1.28hse.com/2022/09/202209081302537528452_large.jpg
Kensington Hill,https://www.28hse.com/en/estate/hk/sai-ying-pun/8494_kensington-hill,https://i1.28hse.com/2022/09/202209081304131710194_large.jpg
Hillsborough Court,https://www.28hse.com/en/estate/hk/mid-levels/782_hillsborough-court,https://i1.28hse.com/2022/09/202209081259187064527_large.jpg
The Rednaxela,https://www.28hse.com/en/estate/hk/western-mid-levels/432_the-rednaxela,https://i1.28hse.com/2022/09/202209081238407809887_large.jpg
Bisney Terrace,https://www.28hse.com/en/estate/hk/pok-fu-lam/255_bisney-terrace,https://i1.28hse.com/2022/09/202209081232117083063_large.jpg
Yuet Chui Court,https://www.28hse.com/en/estate/hk/chai-wan/1268_yuet-chui-court,https://i1.28hse.com/2022/09/202209081213334461026_large.jpg
Echo Peak Tower,https://www.28hse.com/en/estate/hk/north-point/7579_echo-peak-tower,https://i1.28hse.com/2022/09/202209081257391878398_large.jpg
Millennium Court,https://www.28hse.com/en/estate/hk/sai-wan-ho/5967_millennium-court,https://i1.28hse.com/2022/09/202209081247562236284_large.jpg
Yalford Building,https://www.28hse.com/en/estate/hk/north-point/5095_yalford-building,https://i1.28hse.com/2022/09/202209081242022439788_large.jpg
Wunsha Court,https://www.28hse.com/en/estate/hk/tai-hang/5415_wunsha-court,https://i1.28hse.com/2022/09/20220908124408896707_large.jpg
Village Court,https://www.28hse.com/en/estate/hk/happy-valley/7425_village-court,
Garley Building,https://www.28hse.com/en/estate/hk/sheung-wan/5432_garley-building,https://i1.28hse.com/2022/09/202209081244155279618_large.jpg
Hung Fuk Court,https://www.28hse.com/en/estate/hk/aberdeen/303_hung-fuk-court,https://i1.28hse.com/2022/09/202209081234505537794_large.jpg
Po Wing Building,https://www.28hse.com/en/estate/hk/tin-hau/8562_po-wing-building,https://i1.28hse.com/2022/09/202209081302147230906_large.jpg
Jade Lotus Garden,https://www.28hse.com/en/estate/hk/kennedy-town/603_jade-lotus-garden,https://i1.28hse.com/2022/09/202209081248228097737_large.jpg
Keswick Court,https://www.28hse.com/en/estate/hk/causeway-bay/8153_keswick-court,https://i1.28hse.com/2022/09/202209081301451810653_large.jpg
High House,https://www.28hse.com/en/estate/hk/sai-ying-pun/23097_high-house,https://i1.28hse.com/2022/09/202209081219295516951_large.jpg
Jumbo Court,https://www.28hse.com/en/estate/hk/wong-chuk-hang/319_jumbo-court,https://i1.28hse.com/2022/09/202209081214487499354_large.jpg
Yukon Heights,https://www.28hse.com/en/estate/hk/tai-hang/23054_yukon-heights,https://i1.28hse.com/2022/09/202209081219168685086_large.jpg
Tai Kut House,https://www.28hse.com/en/estate/hk/quarry-bay/5410_tai-kut-house,https://i1.28hse.com/2022/09/20220908124405274331_large.jpg
No. 31 Robinson Road,https://www.28hse.com/en/estate/hk/western-mid-levels/7486_no-31-robinson-road,https://i1.28hse.com/2022/09/202209081256588055681_large.jpg
Horace Court,https://www.28hse.com/en/estate/hk/happy-valley/967_horace-court,https://i1.28hse.com/2022/09/202209081308076077758_large.jpg
Artview Court,https://www.28hse.com/en/estate/hk/chai-wan/6048_artview-court,https://i1.28hse.com/2022/09/202209081248282939252_large.jpg
Wealthy Mansion,https://www.28hse.com/en/estate/hk/wan-chai/7661_wealthy-mansion,https://i1.28hse.com/2022/09/202209081258133903713_large.jpg
Elgar Mansion,https://www.28hse.com/en/estate/hk/north-point/1118_elgar-mansion,
Kin Liong Mansion,https://www.28hse.com/en/estate/hk/kennedy-town/7797_kin-liong-mansion,https://i1.28hse.com/2022/09/202209081259087239922_large.jpg
Port Centre,https://www.28hse.com/en/estate/hk/aberdeen/310_port-centre,https://i1.28hse.com/2022/09/202209081235223483298_large.jpg
PoTek House,https://www.28hse.com/en/estate/hk/tin-hau/5374_potek-house,https://i1.28hse.com/2022/09/202209081243487357913_large.jpg
Delightful Mansion,https://www.28hse.com/en/estate/hk/north-point/8489_delightful-mansion,
Fortress Heights,https://www.28hse.com/en/estate/hk/north-point/6840_fortress-heights,
Grace Mansion,https://www.28hse.com/en/estate/hk/shek-tong-tsui/5827_grace-mansion,https://i1.28hse.com/2022/09/202209081222015873919_large.jpg
Hoi Hing Building,https://www.28hse.com/en/estate/hk/tin-hau/7945_hoi-hing-building,https://i1.28hse.com/2022/09/202209081242551969400_large.jpg
Robinson Heights,https://www.28hse.com/en/estate/hk/western-mid-levels/385_robinson-heights,https://i1.28hse.com/2022/09/202209081235554724682_large.jpg
Repulse Bay Garden,https://www.28hse.com/en/estate/hk/repulse-bay/201_repulse-bay-garden,https://i1.28hse.com/2022/09/202209081213375648889_large.jpg
DIVA,https://www.28hse.com/en/estate/hk/tin-hau/8286_diva,https://i1.28hse.com/2022/09/202209081302385853098_large.jpg
Po Hing Mansion,https://www.28hse.com/en/estate/hk/sheung-wan/8196_po-hing-mansion,https://i1.28hse.com/2022/09/202209081222141775808_large.jpg
Wah Fung Mansion,https://www.28hse.com/en/estate/hk/tai-hang/1017_wah-fung-mansion,https://i1.28hse.com/2022/09/202209081212104717957_large.jpg
Summit Court,https://www.28hse.com/en/estate/hk/north-point-mid/5594_summit-court,https://i1.28hse.com/2022/09/202209081245174773933_large.jpg
Fortuna Court,https://www.28hse.com/en/estate/hk/happy-valley/8730_fortuna-court,https://i1.28hse.com/2022/09/2022090813055613772_large.jpg
Tung On Building,https://www.28hse.com/en/estate/hk/shaukeiwan/6470_tung-on-building,https://i1.28hse.com/2022/09/202209081251227448243_large.jpg
Hing Tai Building,https://www.28hse.com/en/estate/hk/sai-ying-pun/6073_hing-tai-building,https://i1.28hse.com/2022/09/202209081248381162008_large.jpg
Tung Shing Court,https://www.28hse.com/en/estate/hk/shaukeiwan/5163_tung-shing-court,https://i1.28hse.com/2022/09/202209081242303171783_large.jpg
Billion Court,https://www.28hse.com/en/estate/hk/ap-lei-chau/8626_billion-court,https://i1.28hse.com/2022/09/202209081306078994611_large.jpg
Yee Shun Mansion,https://www.28hse.com/en/estate/hk/sai-ying-pun/646_yee-shun-mansion,https://i1.28hse.com/2022/09/202209081251176043396_large.jpg
Princeton Tower,https://www.28hse.com/en/estate/hk/sheung-wan/701_princeton-tower,https://i1.28hse.com/2022/09/202209081254404323911_large.jpg
Chee On Building,https://www.28hse.com/en/estate/hk/causeway-bay/910_chee-on-building,https://i1.28hse.com/2022/09/202209081244328862760_large.jpg
Victoria Tower,https://www.28hse.com/en/estate/hk/tin-hau/1101_victoria-tower,https://i1.28hse.com/2022/09/20220908121235472195_large.jpg
Galaxy Plaza,https://www.28hse.com/en/estate/hk/shaukeiwan/1186_galaxy-plaza,https://i1.28hse.com/2022/09/202209081213061504598_large.jpg
The Harbourside,https://www.28hse.com/en/estate/hk/north-point/1098_the-harbourside,https://i1.28hse.com/2022/09/202209081212343688338_large.jpg
Village Tower,https://www.28hse.com/en/estate/hk/happy-valley/959_village-tower,https://i1.28hse.com/2022/09/202209081308038750048_large.jpg
Sea Breeze Court,https://www.28hse.com/en/estate/hk/fortress-hill/8463_sea-breeze-court,https://i1.28hse.com/2022/09/202209081303576176415_large.jpg
Sun Tak House,https://www.28hse.com/en/estate/hk/chai-wan/5496_sun-tak-house,https://i1.28hse.com/2022/09/202209081244378574405_large.jpg
Primrose Court,https://www.28hse.com/en/estate/hk/western-mid-levels/409_primrose-court,https://i1.28hse.com/2022/09/202209081236461059500_large.jpg
Metro Hermitage,https://www.28hse.com/en/estate/hk/shaukeiwan/5707_metro-hermitage,https://i1.28hse.com/2022/09/202209081246128206739_large.jpg
Vincent Mansion,https://www.28hse.com/en/estate/hk/wan-chai/6332_vincent-mansion,https://i1.28hse.com/2022/09/202209081250242315712_large.jpg
Yee Tsui Court,https://www.28hse.com/en/estate/hk/chai-wan/1267_yee-tsui-court,https://i1.28hse.com/2022/09/202209081213327841243_large.jpg
Peaksville,https://www.28hse.com/en/estate/hk/western-mid-levels/439_peaksville,https://i1.28hse.com/2022/09/202209081239077734078_large.jpg
Way Man Court,https://www.28hse.com/en/estate/hk/happy-valley/6391_way-man-court,https://i1.28hse.com/2022/09/202209081250472736927_large.jpg
Lee Wing Building,https://www.28hse.com/en/estate/hk/wan-chai/5308_lee-wing-building,https://i1.28hse.com/2022/09/202209081235133993048_large.jpg
Happy View Building,https://www.28hse.com/en/estate/hk/ap-lei-chau/8290_happy-view-building,https://i1.28hse.com/2022/09/202209081302393544741_large.jpg
Victoria Park Mansion,https://www.28hse.com/en/estate/hk/causeway-bay/6709_victoria-park-mansion,https://i1.28hse.com/2022/09/202209081253067328811_large.jpg
Huncliff Court,https://www.28hse.com/en/estate/hk/kennedy-town/5206_huncliff-court,https://i1.28hse.com/2022/09/202209081242471257166_large.jpg
Belgravia,https://www.28hse.com/en/estate/hk/repulse-bay/23510_belgravia,https://i1.28hse.com/2022/09/202209081221408887056_large.jpg
Belmont Court,https://www.28hse.com/en/estate/hk/western-mid-levels/507_belmont-court,https://i1.28hse.com/2022/09/202209081241534801781_large.jpg
Seymour,https://www.28hse.com/en/estate/hk/western-mid-levels/5399_seymour,https://i1.28hse.com/2022/09/202209081256582555429_large.jpg
Yee Fung Court,https://www.28hse.com/en/estate/hk/sai-ying-pun/647_yee-fung-court,https://i1.28hse.com/2022/09/20220908125122209180_large.jpg
King Kwong Mansion,https://www.28hse.com/en/estate/hk/happy-valley/7763_king-kwong-mansion,https://i1.28hse.com/2022/09/202209081258541919428_large.jpg
Kai Tsui Court,https://www.28hse.com/en/estate/hk/chai-wan/1264_kai-tsui-court,https://i1.28hse.com/2022/09/202209081213318529049_large.jpg
All Fit Garden,https://www.28hse.com/en/estate/hk/western-mid-levels/447_all-fit-garden,https://i1.28hse.com/2022/09/202209081239443222023_large.jpg
Cheerful Court,https://www.28hse.com/en/estate/hk/happy-valley/6250_cheerful-court,https://i1.28hse.com/2022/09/202209081249523885774_large.jpg
Kam Hing Building,https://www.28hse.com/en/estate/hk/kennedy-town/8143_kam-hing-building,https://i1.28hse.com/2022/09/202209081301402936115_large.jpg
Golden Lodge,https://www.28hse.com/en/estate/hk/western-mid-levels/718_golden-lodge,https://i1.28hse.com/2022/09/202209081255146907432_large.jpg
Fu Shing Court,https://www.28hse.com/en/estate/hk/chai-wan/5359_fu-shing-court,https://i1.28hse.com/2022/09/202209081243426155725_large.jpg
Suncliffe Place,https://www.28hse.com/en/estate/hk/north-point-mid/1051_suncliffe-place,https://i1.28hse.com/2022/09/202209081212197166733_large.jpg
Silver Mansion,https://www.28hse.com/en/estate/hk/aberdeen/320_silver-mansion,https://i1.28hse.com/2022/09/202209081235356083918_large.jpg
Flora Garden,https://www.28hse.com/en/estate/hk/north-point-mid/5894_flora-garden,https://i1.28hse.com/2022/09/202209081251198697848_large.jpg
Merlin Garden,https://www.28hse.com/en/estate/hk/north-point/5196_merlin-garden,https://i1.28hse.com/2022/09/202209081242433351340_large.jpg
Kar On House,https://www.28hse.com/en/estate/hk/north-point/22321_kar-on-house,https://i1.28hse.com/2022/09/202209081215475248644_large.jpg
Prosperity Building,https://www.28hse.com/en/estate/hk/north-point/8929_prosperity-building,https://i1.28hse.com/2022/09/202209081233434075389_large.jpg
York Place,https://www.28hse.com/en/estate/hk/wan-chai/5100_york-place,https://i1.28hse.com/2022/09/202209081242054526922_large.jpg
Luen Wo Building,https://www.28hse.com/en/estate/hk/wan-chai/7748_luen-wo-building,https://i1.28hse.com/2022/09/202209081300123652577_large.jpg
Wah Tai Mansion,https://www.28hse.com/en/estate/hk/chai-wan/1270_wah-tai-mansion,https://i1.28hse.com/2022/09/202209081213333908942_large.jpg
Hip Sing Mansion,https://www.28hse.com/en/estate/hk/aberdeen/307_hip-sing-mansion,https://i1.28hse.com/2022/09/202209081235051998779_large.jpg
Hoi Sun Building,https://www.28hse.com/en/estate/hk/tin-hau/1107_hoi-sun-building,https://i1.28hse.com/2022/09/202209081212371329695_large.jpg
Valverde,https://www.28hse.com/en/estate/hk/mid-levels/792_valverde,https://i1.28hse.com/2022/09/20220908130002422999_large.jpg
Kian Nan Mansion,https://www.28hse.com/en/estate/hk/sheung-wan/732_kian-nan-mansion,https://i1.28hse.com/2022/09/202209081255547155668_large.jpg
Ying Fai Court,https://www.28hse.com/en/estate/hk/western-mid-levels/516_ying-fai-court,https://i1.28hse.com/2022/09/202209081242286956495_large.jpg
Royal Court,https://www.28hse.com/en/estate/hk/tai-hang/1019_royal-court,https://i1.28hse.com/2022/09/202209081258434839414_large.jpg
Lai Wan Building,https://www.28hse.com/en/estate/hk/sai-wan-ho/5846_lai-wan-building,https://i1.28hse.com/2022/09/202209081247036334015_large.jpg
Cheung Fai Building,https://www.28hse.com/en/estate/hk/central/7941_cheung-fai-building,https://i1.28hse.com/2022/09/202209081228012171108_large.jpg
Hung Yan Building,https://www.28hse.com/en/estate/hk/sai-wan-ho/1211_hung-yan-building,https://i1.28hse.com/2022/09/20220908121316750720_large.jpg
Wilmont Court,https://www.28hse.com/en/estate/hk/north-point/8345_wilmont-court,https://i1.28hse.com/2022/09/202209081303025841772_large.jpg
Kam Key Mansion,https://www.28hse.com/en/estate/hk/shaukeiwan/1231_kam-key-mansion,https://i1.28hse.com/2022/09/202209081213248142946_large.jpg
Cheong Fai Building,https://www.28hse.com/en/estate/hk/kennedy-town/8125_cheong-fai-building,https://i1.28hse.com/2022/09/202209081301321235740_large.jpg
Wah Hong Mansion,https://www.28hse.com/en/estate/hk/north-point/22814_wah-hong-mansion,https://i1.28hse.com/2022/09/202209081218051116120_large.jpg
Cheong Shing Mansion,https://www.28hse.com/en/estate/hk/tin-hau/7224_cheong-shing-mansion,
Cartwright Gardens,https://www.28hse.com/en/estate/hk/sheung-wan/711_cartwright-gardens,https://i1.28hse.com/2022/09/202209081255031879086_large.jpg
Shan Kwong Tower,https://www.28hse.com/en/estate/hk/happy-valley/5959_shan-kwong-tower,https://i1.28hse.com/2022/09/202209081247524431332_large.jpg
Arezzo,https://www.28hse.com/en/estate/hk/western-mid-levels/8477_arezzo,https://i1.28hse.com/2022/09/202209081304052139453_large.jpg
Jupiter Terrace,https://www.28hse.com/en/estate/hk/north-point/1091_jupiter-terrace,https://i1.28hse.com/2022/09/202209081212302524634_large.jpg
Viking Garden,https://www.28hse.com/en/estate/hk/tin-hau/1074_viking-garden,https://i1.28hse.com/2022/09/202209081212248507301_large.jpg
YanVille,https://www.28hse.com/en/estate/hk/wan-chai/843_yanville,https://i1.28hse.com/2022/09/202209081303422468323_large.jpg
Po Fung Building,https://www.28hse.com/en/estate/hk/north-point/6604_po-fung-building,https://i1.28hse.com/2022/09/202209081245446523447_large.jpg
Hydepark Mansion,https://www.28hse.com/en/estate/hk/causeway-bay/6598_hydepark-mansion,
Wah Hoi Mansion,https://www.28hse.com/en/estate/hk/north-point/5155_wah-hoi-mansion,https://i1.28hse.com/2022/09/202209081242262906635_large.jpg
Ning Fung Mansion,https://www.28hse.com/en/estate/hk/ap-lei-chau/327_ning-fung-mansion,https://i1.28hse.com/2022/09/20220908123538411144_large.jpg
Elegance Tower,https://www.28hse.com/en/estate/hk/happy-valley/969_elegance-tower,https://i1.28hse.com/2022/09/202209081308077559887_large.jpg
Yen Shun Mansion,https://www.28hse.com/en/estate/hk/sai-ying-pun/644_yen-shun-mansion,https://i1.28hse.com/2022/09/202209081251097385522_large.jpg
Green Field Court,https://www.28hse.com/en/estate/hk/western-mid-levels/492_green-field-court,https://i1.28hse.com/2022/09/202209081241247677141_large.jpg
Hoi Shun Building,https://www.28hse.com/en/estate/hk/sai-wan-ho/1225_hoi-shun-building,https://i1.28hse.com/2022/09/202209081213222877684_large.jpg
Dukes Place,https://www.28hse.com/en/estate/hk/jardine/22980_dukes-place,https://i1.28hse.com/2022/09/20220908121853168659_large.jpg
1 Tai Hang Road,https://www.28hse.com/en/estate/hk/tai-hang/1013_1-tai-hang-road,https://i1.28hse.com/2022/09/202209081212082619569_large.jpg
Yuk Sing Building,https://www.28hse.com/en/estate/hk/happy-valley/961_yuk-sing-building,https://i1.28hse.com/2022/09/202209081216531308463_large.jpg
Shiu King Court,https://www.28hse.com/en/estate/hk/western-mid-levels/522_shiu-king-court,https://i1.28hse.com/2022/09/202209081242535985851_large.jpg
Goldwin Heights,https://www.28hse.com/en/estate/hk/western-mid-levels/383_goldwin-heights,https://i1.28hse.com/2022/09/202209081235542883762_large.jpg
Good View Court,https://www.28hse.com/en/estate/hk/western-mid-levels/433_good-view-court,https://i1.28hse.com/2022/09/202209081238447116752_large.jpg
