Date,District,Estate,Price,Unit Address,Floor,Block,Room,Area,CNAME,CNAME_S,ENAME,REGION
29/12/2021,Wan Chai,Convention Plaza,28.3,2#/F Room 17,2,,17,1315,灣仔區,湾仔区,WAN CHAI,HK
29/12/2021,Quarry Bay,Kornhill,9,BLOCK A 2#/F Room 7,2,BLOCK A,7,600,東區,东区,EASTERN,HK
29/12/2021,Pok Fu Lam,Chi Fu Fa Yuen,7,BLOCK H-1 2#/F Room E,2,BLOCK H-1,E,518,南區,南区,SOUTHERN,HK
29/12/2021,Sai Wan Ho,Grand Promenade,16.38,TOWER 2 2#/F Room B,2,TOWER 2,B,922,東區,东区,EASTERN,HK
29/12/2021,Taikoo Shing,TaiKoo Shing,19,WISTERIA 1#/F Room C,1,WISTERIA,C,983,東區,东区,EASTERN,HK
29/12/2021,Taikoo Shing,TaiKoo Shing,12.9,HENG TIEN 2#/F Room F,2,HENG TIEN,F,684,東區,东区,EASTERN,HK
29/12/2021,Sai Wan Ho,Wing Hing Court,5.72,8/F Room C,8,,C,440,東區,东区,EASTERN,HK
29/12/2021,Quarry Bay,WestLands Court,7.38,TSUI LAN MANSION 2#/F Room D,2,TSUI LAN MANSION,D,523,東區,东区,EASTERN,HK
29/12/2021,Wong Chuk Hang,Marinella,30,TOWER 8 2#/F Room C,2,TOWER 8,C,1149,南區,南区,SOUTHERN,HK
29/12/2021,Quarry Bay,Kornhill Garden,5.73,BLOCK 6 1#/F Room E,1,BLOCK 6,E,521,東區,东区,EASTERN,HK
29/12/2021,Taikoo Shing,TaiKoo Shing,14.1,HOI SING 1#/F Room B,1,HOI SING,B,757,東區,东区,EASTERN,HK
29/12/2021,Quarry Bay,Hoi Kwong Court,8.18,BLOCK II 2#/F Room B,2,BLOCK II,B,597,東區,东区,EASTERN,HK
29/12/2021,South Horizons,South Horizons,13.98,TOWER 9 3#/F Room B,3,TOWER 9,B,918,南區,南区,SOUTHERN,HK
29/12/2021,Wan Chai,Southorn Garden,10.5,3#/F Room 4,3,,4,790,灣仔區,湾仔区,WAN CHAI,HK
29/12/2021,Ap Lei Chau,Coble Court,6.06,6/F Room B,6,,B,429,南區,南区,SOUTHERN,HK
29/12/2021,North Point,Ming Fai Building,2,BLOCK B 2#/F Room 1,2,BLOCK B,1,339,東區,东区,EASTERN,HK
29/12/2021,Heng Fa Chuen,Heng Fa Chuen,9.88,BLOCK 5 1#/F Room 2,1,BLOCK 5,2,732,東區,东区,EASTERN,HK
29/12/2021,Happy Valley,Silverwood,9.15,1#/F Room B,1,,B,503,灣仔區,湾仔区,WAN CHAI,HK
29/12/2021,Happy Valley,Silverwood,19.5,2#/F Room A,2,,A,1045,灣仔區,湾仔区,WAN CHAI,HK
29/12/2021,Kennedy Town,Manhattan Heights,13.65,5#/F Room G,5,,G,699,荃灣區,荃湾区,TSUEN WAN,NTW
29/12/2021,Ap Lei Chau,The Upper South,5.06,1#/F Room C,1,,C,183,中西區,中西区,CENTRAL & WESTERN,HK
29/12/2021,North Point,Harbour Heights,12.28,SUNG FUNG COURT 3#/F Room D,3,SUNG FUNG COURT,D,725,東區,东区,EASTERN,HK
29/12/2021,Wan Chai,Kwong Sang Hong Building,4.8,BLOCK B 4/F Room G,4,BLOCK B,G,553,灣仔區,湾仔区,WAN CHAI,HK
29/12/2021,Happy Valley,The Broadville,27.3,2#/F Room B,2,,B,1490,灣仔區,湾仔区,WAN CHAI,HK
29/12/2021,Western mid-levels,Wellesley,33,6/F Room C,6,,C,1179,中西區,中西区,CENTRAL & WESTERN,HK
29/12/2021,Sai Wan Ho,Grand Promenade,10.4,TOWER 6 3#/F Room H,3,TOWER 6,H,688,東區,东区,EASTERN,HK
29/12/2021,Fortress Hill,Hang Ying House,6.35,1#/F Room 3,1,,3,705,油尖旺區,油尖旺区,YAU TSIM MONG,KL
29/12/2021,North Point,Island Place,11,THREE ISLAND PLACE 3#/F Room C,3,THREE ISLAND PLACE,C,672,東區,东区,EASTERN,HK
29/12/2021,Baguio Villa,Baguio Villa,29.5,BLOCK 32 2#/F,2,BLOCK 32,BLOCK 32 2#/F,1590,南區,南区,SOUTHERN,HK
29/12/2021,Shek Tong Tsui,Mei Sun Lau,5.78,BLOCK B 1#/F Room A,1,BLOCK B,A,443,中西區,中西区,CENTRAL & WESTERN,HK
29/12/2021,Western mid-levels,Villa Serene,7.8,2#/F Room A,2,,A,541,中西區,中西区,CENTRAL & WESTERN,HK
29/12/2021,Shaukeiwan,Shui Hing Court,3.08,1#/F Room B,1,,B,350,東區,东区,EASTERN,HK
29/12/2021,Chai Wan,Island Resort,9.19,TOWER 6 2#/F Room F,2,TOWER 6,F,727,東區,东区,EASTERN,HK
29/12/2021,Mid-Levels,Regence Royale,94,TOWER 2 2#/F Room B,2,TOWER 2,B,2522,中西區,中西区,CENTRAL & WESTERN,HK
29/12/2021,Tin Hau,Park Towers,31,TOWER I 4#/F Room D,4,TOWER I,D,1276,東區,东区,EASTERN,HK
29/12/2021,Tin Hau,Park Towers,39,TOWER I 4#/F Room C,4,TOWER I,C,1276,東區,东区,EASTERN,HK
29/12/2021,Quarry Bay,Kornhill Garden,8,BLOCK 2 3#/F Room F,3,BLOCK 2,F,717,東區,东区,EASTERN,HK
28/12/2021,Sai Ying Pun,Cheong King Court,6.38,1#/F Room B,1,,B,401,中西區,中西区,CENTRAL & WESTERN,HK
28/12/2021,Pok Fu Lam,Chi Fu Fa Yuen,6.68,BLOCK H-18 8/F Room H,8,BLOCK H-18,H,518,南區,南区,SOUTHERN,HK
28/12/2021,Sai Ying Pun,Goodwill Garden,6.2,1#/F Room C,1,,C,515,中西區,中西区,CENTRAL & WESTERN,HK
28/12/2021,South Horizons,South Horizons,14.37,TOWER 25 2#/F Room G,2,TOWER 25,G,947,南區,南区,SOUTHERN,HK
28/12/2021,Happy Valley,Villa Lotto,29.8,7/F Room 07,7,,7,1225,屯門區,屯门区,TUEN MUN,NTW
28/12/2021,Chai Wan,Island Resort,8.7,TOWER 9 5#/F Room E,5,TOWER 9,E,721,東區,东区,EASTERN,HK
28/12/2021,North Point,City Garden,14.68,BLOCK 13 2#/F Room E,2,BLOCK 13,E,972,東區,东区,EASTERN,HK
28/12/2021,Mid-Levels,Tregunter,94.8,TOWER 3 3#/F Room C,3,TOWER 3,C,3887,中西區,中西区,CENTRAL & WESTERN,HK
28/12/2021,Kennedy Town,The Merton,14.5,BLOCK 3 2#/F Room B,2,BLOCK 3,B,802,中西區,中西区,CENTRAL & WESTERN,HK
28/12/2021,Western mid-levels,Robinson Place,26.7,TOWER 2 4#/F Room B,4,TOWER 2,B,1367,中西區,中西区,CENTRAL & WESTERN,HK
28/12/2021,Sheung Wan,Macro Garden,6.08,2#/F Room C,2,,C,512,中西區,中西区,CENTRAL & WESTERN,HK
28/12/2021,North Point,Island Lodge,27.6,2#/F Room C,2,,C,1306,東區,东区,EASTERN,HK
28/12/2021,North Point Mid,Wilshire Towers,36.75,TOWER B 1#/F Room 2,1,TOWER B,2,2145,東區,东区,EASTERN,HK
28/12/2021,Happy Valley,Jade Terrace,8.5,7/F Room B,7,,B,590,灣仔區,湾仔区,WAN CHAI,HK
28/12/2021,Fortress Hill,Fu Lee Loy Mansion,4.09,BLOCK C 1#/F Room 1,1,BLOCK C,1,314,東區,东区,EASTERN,HK
28/12/2021,Wan Chai,Kin Lee Building,5,BLOCK A 6/F Room A2,6,BLOCK A,A2,441,灣仔區,湾仔区,WAN CHAI,HK
28/12/2021,Chai Wan,Yan Tsui Court,5.85,BLOCK A 1#/F Room 1,1,BLOCK A,1,676,東區,东区,EASTERN,HK
28/12/2021,Sai Ying Pun,Two Artlane,6.79,9/F Room D,9,,D,250,中西區,中西区,CENTRAL & WESTERN,HK
28/12/2021,Sai Ying Pun,Two Artlane,6.84,1#/F Room E,1,,E,252,中西區,中西区,CENTRAL & WESTERN,HK
28/12/2021,Sai Ying Pun,Two Artlane,7.68,9/F Room F,9,,F,282,中西區,中西区,CENTRAL & WESTERN,HK
28/12/2021,ParkView,Hong Kong ParkView,30,PARKVIEW COURT TOWER 3 2#/F Room 21,2,PARKVIEW COURT TOWER 3,21,1304,屯門區,屯门区,TUEN MUN,NTW
28/12/2021,Sai Ying Pun,Two Artlane,7.16,1#/F Room D,1,,D,250,中西區,中西区,CENTRAL & WESTERN,HK
28/12/2021,Sai Ying Pun,Two Artlane,7.23,1#/F Room C,1,,C,253,中西區,中西区,CENTRAL & WESTERN,HK
28/12/2021,Quarry Bay,Kornhill Garden,7.17,BLOCK 5 7/F Room G,7,BLOCK 5,G,717,東區,东区,EASTERN,HK
24/12/2021,Aberdeen,Yue Fai Court,0.9,BLOCK C 1#/F Room 1,1,BLOCK C,1,502,南區,南区,SOUTHERN,HK
24/12/2021,Sheung Wan,Kingearn Building,6.08,1#/F Room B,1,,B,521,中西區,中西区,CENTRAL & WESTERN,HK
24/12/2021,Quarry Bay,Westlands Gardens,13.8,BLOCK B 1#/F Room 1,1,BLOCK B,1,980,東區,东区,EASTERN,HK
24/12/2021,Shaukeiwan,Tung Fai Building,5.8,1#/F Room D,1,,D,420,東區,东区,EASTERN,HK
24/12/2021,Western mid-levels,SceneCliff,14.35,BLOCK 1 3#/F Room D,3,BLOCK 1,D,694,中西區,中西区,CENTRAL & WESTERN,HK
24/12/2021,North Point,Ming Court,6.3,9/F Room A,9,,A,563,灣仔區,湾仔区,WAN CHAI,HK
24/12/2021,Ap Lei Chau,Yue On Court,6.6,BLOCK B 6/F Room 5,6,BLOCK B,5,604,南區,南区,SOUTHERN,HK
24/12/2021,Western mid-levels,Beaudry Tower,12,3#/F Room A,3,,A,836,中西區,中西区,CENTRAL & WESTERN,HK
24/12/2021,Causeway Bay,Tak Fai Building,7.6,5/F Room A,5,,A,586,灣仔區,湾仔区,WAN CHAI,HK
24/12/2021,Wan Chai,Mountain View Mansion,5.2,1#/F Room C,1,,C,342,灣仔區,湾仔区,WAN CHAI,HK
24/12/2021,Sai Ying Pun,Two Artlane,7.06,1#/F Room B,1,,B,254,中西區,中西区,CENTRAL & WESTERN,HK
24/12/2021,North Point,La Place De Victoria,9.98,2#/F Room D,2,,D,586,東區,东区,EASTERN,HK
24/12/2021,Quarry Bay,Wah Shun Gardens,11,2#/F Room E,2,,E,768,東區,东区,EASTERN,HK
24/12/2021,Kennedy Town,The Belcher's,34.5,TOWER 5 6#/F Room H,6,TOWER 5,H,1409,中西區,中西区,CENTRAL & WESTERN,HK
24/12/2021,Causeway Bay,Elizabeth House,14,BLOCK C 2#/F Room C3,2,BLOCK C,C3,802,灣仔區,湾仔区,WAN CHAI,HK
24/12/2021,Taikoo Shing,TaiKoo Shing,15.6,KING TIEN 1#/F Room D,1,KING TIEN,D,831,東區,东区,EASTERN,HK
24/12/2021,Sai Ying Pun,Two Artlane,7.04,1#/F Room B,1,,B,254,中西區,中西区,CENTRAL & WESTERN,HK
24/12/2021,Heng Fa Chuen,Heng Fa Chuen,10.2,BLOCK 24 1#/F Room 1,1,BLOCK 24,1,739,東區,东区,EASTERN,HK
24/12/2021,Aberdeen,Aberdeen Centre,6.7,BLOCK F 5/F Room 1,5,BLOCK F,1,551,南區,南区,SOUTHERN,HK
24/12/2021,Kennedy Town,DragonFair Garden,1.59,BLOCK 1 3#/F Room D,3,BLOCK 1,D,650,中西區,中西区,CENTRAL & WESTERN,HK
24/12/2021,Sheung Wan,Queen's Terrace,10.58,TOWER 3 1#/F Room B,1,TOWER 3,B,717,中西區,中西区,CENTRAL & WESTERN,HK
24/12/2021,Quarry Bay,WestLands Court,7.5,TSUI LAN MANSION 2#/F Room B,2,TSUI LAN MANSION,B,506,東區,东区,EASTERN,HK
24/12/2021,Sheung Wan,Midland Centre,7,BLOCK B 2#/F Room 7,2,BLOCK B,7,478,中西區,中西区,CENTRAL & WESTERN,HK
24/12/2021,Heng Fa Chuen,Heng Fa Chuen,8.41,BLOCK 36 1#/F Room 7,1,BLOCK 36,7,598,東區,东区,EASTERN,HK
24/12/2021,Sai Ying Pun,Island Crest,21.2,TOWER 1 2#/F Room A,2,TOWER 1,A,1186,中西區,中西区,CENTRAL & WESTERN,HK
24/12/2021,Kennedy Town,Hee Wong Terrace,6.85,BLOCK 7 1/F Room D,1,BLOCK 7,D,500,中西區,中西区,CENTRAL & WESTERN,HK
24/12/2021,Kennedy Town,The Sail at Victoria,12,2#/F Room A,2,,A,714,中西區,中西区,CENTRAL & WESTERN,HK
24/12/2021,Sheung Wan,Queen's Terrace,8.57,TOWER 1 2#/F Room E,2,TOWER 1,E,564,中西區,中西区,CENTRAL & WESTERN,HK
24/12/2021,Heng Fa Chuen,Heng Fa Chuen,7.5,BLOCK 15 1#/F Room 1,1,BLOCK 15,1,583,東區,东区,EASTERN,HK
24/12/2021,Fortress Hill,Hang Ying House,5.07,1#/F Room 1,1,,1,500,油尖旺區,油尖旺区,YAU TSIM MONG,KL
24/12/2021,Happy Valley,Happy Court,6.78,2#/F Room A,2,,A,530,九龍城區,九龙城区,KOWLOON CITY,KL
24/12/2021,North Point,Ka Wai Building,4.8,BLOCK A 1#/F Room A1,1,BLOCK A,A1,365,東區,东区,EASTERN,HK
24/12/2021,Chai Wan,Harmony Garden,5.8,BLOCK 2 2#/F Room C,2,BLOCK 2,C,693,東區,东区,EASTERN,HK
24/12/2021,Ap Lei Chau,The Upper South,6.38,9/F Room A,9,,A,242,中西區,中西区,CENTRAL & WESTERN,HK
24/12/2021,Causeway Bay,Elizabeth House,11.6,BLOCK C 1#/F Room C4,1,BLOCK C,C4,802,灣仔區,湾仔区,WAN CHAI,HK
24/12/2021,Baguio Villa,Baguio Villa,17.8,BLOCK 19 1#/F Room A,1,BLOCK 19,A,1020,南區,南区,SOUTHERN,HK
24/12/2021,Taikoo Shing,TaiKoo Shing,22.38,TUNG HOI 2#/F Room B,2,TUNG HOI,B,835,東區,东区,EASTERN,HK
24/12/2021,Kennedy Town,Hee Wong Terrace,6,BLOCK 8 3/F Room C,3,BLOCK 8,C,518,中西區,中西区,CENTRAL & WESTERN,HK
23/12/2021,North Point Mid,Kingsfield Garden,18.8,2/F Room C,2,,C,1175,東區,东区,EASTERN,HK
23/12/2021,Causeway Bay,yoo Residence,11.7,2#/F Room C,2,,C,732,灣仔區,湾仔区,WAN CHAI,HK
23/12/2021,Taikoo Shing,TaiKoo Shing,12,WAH SHAN 2#/F Room H,2,WAH SHAN,H,788,東區,东区,EASTERN,HK
23/12/2021,Taikoo Shing,TaiKoo Shing,15,PAK HOI 1#/F Room E,1,PAK HOI,E,825,東區,东区,EASTERN,HK
23/12/2021,Wan Chai,Man On House,7.1,BLOCK B 7/F Room 1,7,BLOCK B,1,579,灣仔區,湾仔区,WAN CHAI,HK
23/12/2021,Sheung Wan,Hang Cheong Tai Building,4.85,2#/F Room B,2,,B,546,中西區,中西区,CENTRAL & WESTERN,HK
23/12/2021,Southern District,Sham Wan Towers,12.48,TOWER 3 4#/F Room A,4,TOWER 3,A,655,南區,南区,SOUTHERN,HK
23/12/2021,Shaukeiwan,Tung Tao Court,8.28,BLOCK D 2#/F Room 5,2,BLOCK D,5,952,東區,东区,EASTERN,HK
23/12/2021,Western mid-levels,Park Height,9.42,6/F Room B,6,,B,641,中西區,中西区,CENTRAL & WESTERN,HK
23/12/2021,Wan Chai,Lee Loy Building,3.9,2#/F Room D,2,,D,302,灣仔區,湾仔区,WAN CHAI,HK
23/12/2021,Sai Ying Pun,Yuet Sum Mansion,6,6/F Room 2A,6,,2A,546,中西區,中西区,CENTRAL & WESTERN,HK
23/12/2021,Kennedy Town,Smithfield Terrace,4.48,BLOCK A 9/F Room A5,9,BLOCK A,A5,297,中西區,中西区,CENTRAL & WESTERN,HK
23/12/2021,Western mid-levels,Blessings Garden,21.8,PHASE 2 2#/F Room C,2,PHASE 2,C,1063,中西區,中西区,CENTRAL & WESTERN,HK
23/12/2021,Kennedy Town,Jade Court,5.96,BLOCK B 2/F Room 5,2,BLOCK B,5,468,九龍城區,九龙城区,KOWLOON CITY,KL
23/12/2021,Kennedy Town,Mount Davis,21.68,3#/F Room A,3,,A,1090,中西區,中西区,CENTRAL & WESTERN,HK
23/12/2021,Shaukeiwan,Island Garden,29.5,TOWER 3 2#/F Room A,2,TOWER 3,A,1175,東區,东区,EASTERN,HK
23/12/2021,South Horizons,South Horizons,10.38,TOWER 18 3/F Room F,3,TOWER 18,F,794,南區,南区,SOUTHERN,HK
23/12/2021,Sai Ying Pun,High West,9.98,3#/F Room B,3,,B,670,中西區,中西区,CENTRAL & WESTERN,HK
23/12/2021,Southern District,Residence Bel-Air,74.8,BEL-AIR ON THE PEAK TOWER 5 3#/F Room B,3,BEL-AIR ON THE PEAK TOWER 5,B,2463,南區,南区,SOUTHERN,HK
23/12/2021,Kennedy Town,Hoi Tao Building,4.59,BLOCK C 3/F Room 1,3,BLOCK C,1,800,中西區,中西区,CENTRAL & WESTERN,HK
23/12/2021,Sai Ying Pun,Two Artlane,7.16,1#/F Room B,1,,B,254,中西區,中西区,CENTRAL & WESTERN,HK
23/12/2021,Sai Ying Pun,Two Artlane,7.61,2#/F Room D,2,,D,250,中西區,中西区,CENTRAL & WESTERN,HK
23/12/2021,Sai Ying Pun,Two Artlane,7.13,1#/F Room C,1,,C,253,中西區,中西区,CENTRAL & WESTERN,HK
23/12/2021,Kennedy Town,The Belcher's,25,TOWER 5 2#/F Room C,2,TOWER 5,C,1339,中西區,中西区,CENTRAL & WESTERN,HK
23/12/2021,Sheung Wan,Elite's Place,13,2#/F Room B,2,,B,893,中西區,中西区,CENTRAL & WESTERN,HK
23/12/2021,Taikoo Shing,TaiKoo Shing,3.4,KAM SHAN 6/F Room D,6,KAM SHAN,D,691,東區,东区,EASTERN,HK
23/12/2021,Kennedy Town,May Sun Building,5,1#/F Room I,1,,I,580,中西區,中西区,CENTRAL & WESTERN,HK
23/12/2021,Kennedy Town,Lungga Mansion,4.1,9/F Room A1,9,,A1,380,中西區,中西区,CENTRAL & WESTERN,HK
23/12/2021,Shaukeiwan,Felicity Garden,10.68,BLOCK 3 2#/F Room H,2,BLOCK 3,H,867,東區,东区,EASTERN,HK
22/12/2021,Chai Wan,Greenwood Terrace,6.41,TOWER 5 2#/F Room A,2,TOWER 5,A,620,東區,东区,EASTERN,HK
22/12/2021,Chai Wan,Shan Tsui Court,5.2,BLOCK B 9/F Room 3,9,BLOCK B,3,474,東區,东区,EASTERN,HK
22/12/2021,Wan Chai,Lucky House,5.8,4/F Room B,4,,B,505,灣仔區,湾仔区,WAN CHAI,HK
22/12/2021,Shaukeiwan,iUniQ Residence,7.68,7/F Room E,7,,E,622,東區,东区,EASTERN,HK
22/12/2021,Wan Chai,One Wanchai,22.8,3#/F Room G,3,,G,1176,灣仔區,湾仔区,WAN CHAI,HK
22/12/2021,South Horizons,South Horizons,9.2,TOWER 31 2#/F Room A,2,TOWER 31,A,659,南區,南区,SOUTHERN,HK
22/12/2021,Chai Wan,Harmony Garden,5.7,BLOCK 2 1#/F Room C,1,BLOCK 2,C,693,東區,东区,EASTERN,HK
22/12/2021,Quarry Bay,Nan Fung Sun Chuen,6.33,BLOCK NO.8 6/F Room B,6,BLOCK NO.8,B,474,東區,东区,EASTERN,HK
22/12/2021,Kennedy Town,One South Lane,5.8,2#/F Room 05,2,,5,213,中西區,中西区,CENTRAL & WESTERN,HK
22/12/2021,Causeway Bay,Pearl City Mansion,8,3#/F Room C1,3,,C1,550,灣仔區,湾仔区,WAN CHAI,HK
22/12/2021,Repulse Bay,Manhattan Tower,90,1#/F Room B,1,,B,2243,南區,南区,SOUTHERN,HK
22/12/2021,Quarry Bay,The Floridian,17.5,TOWER 2 1#/F Room B,1,TOWER 2,B,1046,東區,东区,EASTERN,HK
22/12/2021,Wan Chai,Yen Ying Building,3.48,2#/F Room B,2,,B,273,灣仔區,湾仔区,WAN CHAI,HK
22/12/2021,Southern District,Residence Bel-Air,16.5,TOWER 1 4#/F Room C,4,TOWER 1,C,776,南區,南区,SOUTHERN,HK
22/12/2021,Shaukeiwan,Belleve Court,5.07,BLOCK A 1#/F Room 6,1,BLOCK A,6,388,東區,东区,EASTERN,HK
22/12/2021,Shek Tong Tsui,Chong Yip Centre,6.7,BLOCK C 2#/F Room F,2,BLOCK C,F,459,中西區,中西区,CENTRAL & WESTERN,HK
22/12/2021,Aberdeen,South Coast,6,2#/F Room B,2,,B,255,南區,南区,SOUTHERN,HK
22/12/2021,Sai Wan Ho,Lei King Wan,11.88,SITE A KWUN FUNG MANSION 1/F Room B,1,SITE A KWUN FUNG MANSION,B,766,東區,东区,EASTERN,HK
22/12/2021,North Point,Wing Shun Mansion,6.35,2/F Room A,2,,A,570,東區,东区,EASTERN,HK
22/12/2021,Taikoo Shing,TaiKoo Shing,15,KAI TIEN 6/F Room B,6,KAI TIEN,B,902,東區,东区,EASTERN,HK
22/12/2021,Quarry Bay,Tak Fat Building,4.38,5/F Room C,5,,C,374,東區,东区,EASTERN,HK
22/12/2021,Tai Hang,The Legend,25.15,TOWER V 4#/F Room A,4,TOWER V,A,1170,灣仔區,湾仔区,WAN CHAI,HK
22/12/2021,Shaukeiwan,Hong Wah Mansion,4.58,BLOCK 1 4/F Room E,4,BLOCK 1,E,334,東區,东区,EASTERN,HK
22/12/2021,Kennedy Town,Jade Court,5.18,BLOCK B 2/F Room 6,2,BLOCK B,6,373,九龍城區,九龙城区,KOWLOON CITY,KL
22/12/2021,Western mid-levels,Conduit Road 39,308,6#/F Room A,6,,A,6158,中西區,中西区,CENTRAL & WESTERN,HK
22/12/2021,Sai Ying Pun,Two Artlane,6.75,1#/F Room J,1,,J,244,中西區,中西区,CENTRAL & WESTERN,HK
22/12/2021,Sai Ying Pun,Kensington Mansion,4.46,1#/F Room B,1,,B,335,中西區,中西区,CENTRAL & WESTERN,HK
22/12/2021,Sai Ying Pun,Two Artlane,6.84,9/F Room B,9,,B,254,中西區,中西区,CENTRAL & WESTERN,HK
22/12/2021,Quarry Bay,Kornville,8,TOWER 1 5/F Room E,5,TOWER 1,E,675,東區,东区,EASTERN,HK
22/12/2021,Western mid-levels,Glenealy Building,7.5,5/F Room B,5,,B,567,中西區,中西区,CENTRAL & WESTERN,HK
22/12/2021,Southern District,Residence Bel-Air,19.2,"BEL-AIR NO.8, BEL-AIR ON THE PEAK TOWER 1 2#/F Room D",2,"BEL-AIR NO.8, BEL-AIR ON THE PEAK TOWER 1",D,1053,南區,南区,SOUTHERN,HK
21/12/2021,Quarry Bay,Kornhill Garden,8.2,BLOCK 1 2#/F Room D,2,BLOCK 1,D,587,東區,东区,EASTERN,HK
21/12/2021,Kennedy Town,Cayman Rise,13.5,BLOCK 2 2#/F Room D,2,BLOCK 2,D,804,中西區,中西区,CENTRAL & WESTERN,HK
21/12/2021,Quarry Bay,Kornhill,17.25,BLOCK J 1#/F Room 13,1,BLOCK J,13,1056,東區,东区,EASTERN,HK
21/12/2021,North Point,Kar Wan Building,2.38,2#/F Room C,2,,C,168,東區,东区,EASTERN,HK
21/12/2021,Sai Ying Pun,Bohemian House,11,1#/F Room H,1,,H,460,中西區,中西区,CENTRAL & WESTERN,HK
21/12/2021,Heng Fa Chuen,Heng Fa Chuen,8.14,BLOCK 4 1#/F Room 6,1,BLOCK 4,6,556,東區,东区,EASTERN,HK
21/12/2021,Chai Wan,New Jade Garden,7.38,BLOCK 4 1/F Room D,1,BLOCK 4,D,615,東區,东区,EASTERN,HK
21/12/2021,Chai Wan,Island Resort,16.15,TOWER 9 4#/F Room B,4,TOWER 9,B,1203,東區,东区,EASTERN,HK
21/12/2021,Chai Wan,Koway Court,7,BLOCK 1 1#/F Room F,1,BLOCK 1,F,620,東區,东区,EASTERN,HK
21/12/2021,Sai Ying Pun,Wing Cheung Building,5.5,1#/F Room A,1,,A,367,中西區,中西区,CENTRAL & WESTERN,HK
21/12/2021,Taikoo Shing,TaiKoo Shing,7.25,NAN SHAN 1#/F Room C,1,NAN SHAN,C,675,東區,东区,EASTERN,HK
21/12/2021,Pok Fu Lam,Chi Fu Fa Yuen,8.5,BLOCK H-19 2#/F Room B,2,BLOCK H-19,B,694,南區,南区,SOUTHERN,HK
21/12/2021,Heng Fa Chuen,Heng Fa Chuen,8.21,BLOCK 2 1#/F Room 5,1,BLOCK 2,5,583,東區,东区,EASTERN,HK
21/12/2021,Taikoo Shing,TaiKoo Shing,13.28,PO SHAN 1#/F Room G,1,PO SHAN,G,784,東區,东区,EASTERN,HK
21/12/2021,Quarry Bay,Yick Fat Building,4.03,1#/F Room 6,1,,6,450,東區,东区,EASTERN,HK
21/12/2021,Shaukeiwan,Tung Chun Court,4.6,KAM CHUN HOUSE--BLOCK A 2#/F Room 5,2,KAM CHUN HOUSE--BLOCK A,5,737,東區,东区,EASTERN,HK
21/12/2021,Kennedy Town,The Belcher's,29.8,TOWER 5 5#/F Room F,5,TOWER 5,F,1398,中西區,中西区,CENTRAL & WESTERN,HK
21/12/2021,Sai Wan Ho,Hoi Lee Building,3.6,1#/F Room A,1,,A,348,大埔區,大浦区,TAI PO,NTE
21/12/2021,Aberdeen,Yue Fai Court,5.7,BLOCK D 4/F Room 4,4,BLOCK D,4,502,南區,南区,SOUTHERN,HK
21/12/2021,North Point,Kiu Kwan Mansion,4.38,BLOCK B 8/F Room 7,8,BLOCK B,7,615,東區,东区,EASTERN,HK
21/12/2021,North Point,Harbour Heights,10.2,NAM FUNG COURT 3#/F Room E,3,NAM FUNG COURT,E,719,東區,东区,EASTERN,HK
21/12/2021,Sai Wan Ho,Tai On Building,4.15,2#/F Room 39,2,,39,465,中西區,中西区,CENTRAL & WESTERN,HK
21/12/2021,Sai Ying Pun,Two Artlane,10.07,9/F Room A,9,,A,381,中西區,中西区,CENTRAL & WESTERN,HK
21/12/2021,Sai Ying Pun,Two Artlane,6.96,1#/F Room D,1,,D,250,中西區,中西区,CENTRAL & WESTERN,HK
21/12/2021,Sai Ying Pun,Two Artlane,7.29,1#/F Room C,1,,C,253,中西區,中西区,CENTRAL & WESTERN,HK
21/12/2021,Sai Ying Pun,Two Artlane,6.1,1#/F Room K,1,,K,196,中西區,中西区,CENTRAL & WESTERN,HK
21/12/2021,Sai Ying Pun,Two Artlane,10.51,1#/F Room A,1,,A,381,中西區,中西区,CENTRAL & WESTERN,HK
21/12/2021,Sai Ying Pun,Two Artlane,6.09,1#/F Room H,1,,H,214,中西區,中西区,CENTRAL & WESTERN,HK
21/12/2021,Sai Ying Pun,Two Artlane,10.01,1#/F Room A,1,,A,381,中西區,中西区,CENTRAL & WESTERN,HK
21/12/2021,Sai Ying Pun,Two Artlane,7.09,1#/F Room E,1,,E,252,中西區,中西区,CENTRAL & WESTERN,HK
21/12/2021,North Point,Ming Yuet Building,3.84,4/F Room B,4,,B,317,東區,东区,EASTERN,HK
21/12/2021,Taikoo Shing,TaiKoo Shing,17.9,PRIMROSE 6/F Room E,6,PRIMROSE,E,1029,東區,东区,EASTERN,HK
20/12/2021,Chai Wan,FullView Garden,4.1,BLOCK 2 1#/F Room J,1,BLOCK 2,J,579,東區,东区,EASTERN,HK
20/12/2021,Sai Ying Pun,Wing Cheung Building,5.8,2#/F Room B,2,,B,362,中西區,中西区,CENTRAL & WESTERN,HK
20/12/2021,Stanley,Lung Yan Court,6.7,BLOCK A 5/F Room 9,5,BLOCK A,9,785,南區,南区,SOUTHERN,HK
20/12/2021,Ap Lei Chau,Marina Habitat,10,TOWER 3 3#/F Room A,3,TOWER 3,A,803,南區,南区,SOUTHERN,HK
20/12/2021,Chai Wan,Lok Hin Terrace,5.43,BLOCK 1 2#/F Room B,2,BLOCK 1,B,692,東區,东区,EASTERN,HK
20/12/2021,Kennedy Town,60 Victoria Road,9.8,1#/F Room B,1,,B,633,中西區,中西区,CENTRAL & WESTERN,HK
