VGG16_2d1,VGG16_2d2,VGG16_3d1,VGG16_3d2,VGG16_3d3
0.678121,0.6285614,0.6355214,0.5214718,0.17584673
0.69931036,0.89650095,0.63377213,0.8164668,0.74351394
0.30115652,0.92600584,0.27057615,0.8933192,0.3716461
0.5942708,0.544313,0.5658621,0.6001133,0.5609323
0.64525545,0.39891595,0.5892019,0.40685698,0.40720958
0.45845968,0.7424952,0.47724712,0.7405753,0.46271658
0.151743,0.3289748,0.17169845,0.2612983,0.41561413
0.28351608,0.61425453,0.32937187,0.59299046,0.60780686
0.46109223,0.69952184,0.32637066,0.56895286,0.1948598
0.44130522,0.82253027,0.527964,0.84764284,0.48710537
0.22845975,0.6489539,0.25727853,0.60725814,0.61368763
0.43716246,0.26819676,0.3674733,0.33885098,0.7095363
0.34648228,0.5912602,0.24189435,0.58160424,0.2992701
0.8901555,0.32015574,0.8271917,0.3605307,0.5423969
0.36536774,0.831585,0.35100806,0.7838737,0.36988556
0.80240035,0.50073373,0.74392825,0.58605194,0.46064052
0.19306749,0.63331443,0.23634636,0.69092536,0.77274346
0.47360456,0.12506017,0.46189615,0.1658633,0.64498174
0.8039528,0.19753766,0.7884217,0.16216072,0.5579109
0.52715915,0.76570356,0.3158863,0.77963233,0.16573414
0.25182557,0.570744,0.20951569,0.5557228,0.5369083
0.58146745,0.65763247,0.6910138,0.6817155,0.7379456
0.6269538,0.55123186,0.5790128,0.54208356,0.39555103
0.41330627,0.6452875,0.37557834,0.61320996,0.26363713
0.4374315,0.7776791,0.44064724,0.709484,0.2481761
0.38528198,0.5952429,0.32600653,0.5284379,0.3193971
0.35511142,0.15554088,0.3579427,0.30137065,0.707995
0.7864946,0.8292926,0.6375649,0.8955668,0.49931514
0.79384136,0.34528336,0.77492905,0.417267,0.40675586
0.34696466,0.80301774,0.36402655,0.7973329,0.4497251
0.9888146,0.30171508,0.8858206,0.46504864,0.7584217
0.4681649,0.088549465,0.5149419,0.060616642,0.5334765
0.10290462,0.35886636,0.1611034,0.35849953,0.45146272
0.78307045,0.30793944,0.7936113,0.33475935,0.32828128
0.43435937,0.42344478,0.401204,0.48288333,0.8181985
0.60372233,0.87520164,0.5993427,0.76912415,0.2820729
0.9395252,0.44253385,0.87944305,0.51413435,0.3320182
0.36266345,0.61021084,0.3371825,0.5735729,0.41513702
0.48513246,0.28400534,0.4481486,0.19629079,0.17161858
0.22320822,0.5776333,0.29732665,0.5461976,0.677425
0.8024698,0.4089337,0.79674053,0.49322486,0.57945186
0.41617525,0.792011,0.4549818,0.7874592,0.5230716
0.24844053,0.63261485,0.31485355,0.64590865,0.64004624
0.6142478,0.8649326,0.6432711,0.7590302,0.29965097
0.82126164,0.26821458,0.76555336,0.3507886,0.51301366
0.41356403,0.77550274,0.45453545,0.7492908,0.5846729
0.93162704,0.26117417,0.9147649,0.38155618,0.41950196
0.6036398,0.8484161,0.61469465,0.7077155,0.34604967
0.48343247,0.8394911,0.51871306,0.94683176,0.575533
0.46852517,0.49628872,0.37788236,0.59641397,0.9347273
0.54312855,0.83833325,0.5527264,0.72485244,0.3989803
0.8683994,0.23828226,0.8868209,0.28250656,0.58065253
0.5644529,0.20014429,0.45513445,0.1622302,0.79621536
0.83543694,0.53276384,0.77828896,0.5266438,0.33306116
0.52334666,0.494461,0.42151874,0.57828987,0.74145055
0.27605572,0.668701,0.19643569,0.61880946,0.57499766
0.57990646,0.21854216,0.5924923,0.27174413,0.6337738
0.60910416,0.75477767,0.47656736,0.65080476,0.22638404
0.5649993,0.8408027,0.548642,0.6930781,0.34281814
0.49512443,0.7936746,0.53891194,0.8341315,0.6222062
0.8521015,0.42729235,0.82804537,0.53502923,0.55116653
0.21806216,0.2776454,0.26152933,0.341922,0.7613833
0.2837956,0.9052077,0.23069471,0.83598244,0.3623467
0.86634254,0.36106768,0.68293536,0.50230044,0.8739332
0.4398559,0.71322316,0.48675966,0.6859605,0.35718125
0.4239329,0.32153213,0.40178347,0.39773604,0.52700543
0.5374043,0.7984811,0.59125936,0.8999453,0.7142093
0.060972005,0.38983697,0.088683635,0.38187402,0.48264468
0.50303906,0.5199719,0.42804772,0.392002,0.19477156
0.5575126,0.40886664,0.416241,0.57252884,0.6579797
0.6133896,0.7737546,0.5449985,0.6103352,0.26440647
0.7632148,0.5611938,0.7587894,0.68818617,0.7511653
0.7426085,0.52469426,0.7103574,0.63821095,0.8286133
0.31845668,0.6095752,0.32685524,0.5602818,0.5306283
0.2240484,0.5546618,0.26537156,0.5560601,0.587737
0.553346,0.9585844,0.5818237,0.8702105,0.41029173
0.7295444,0.66823804,0.7257517,0.74473935,0.603297
0.38117296,0.22812682,0.43179944,0.26683754,0.69444263
0.5548743,0.9645709,0.585988,0.88665557,0.37646973
0.2564965,0.7453457,0.21129104,0.77845716,0.53957283
0.4271586,0.52959365,0.4487136,0.6277066,0.64648426
0.55388236,0.8973768,0.51228774,0.7886325,0.19359696
0.75874275,0.7788745,0.7248192,0.7921481,0.34969914
0.54861325,0.43525696,0.48241127,0.5677661,0.6813189
0.2749872,0.4074636,0.3162918,0.43559098,0.32275563
0.5119255,0.42242423,0.49763593,0.3136626,0.19635338
0.38283908,0.58863056,0.33362257,0.5525205,0.34934473
0.36525035,0.6771,0.39401165,0.67798245,0.42778763
0.31050745,0.2815184,0.3704249,0.26575375,0.2681151
0.57326174,0.91095513,0.5667451,0.8335024,0.23924395
0.28440958,0.8636484,0.28292763,0.9617728,0.47657895
0.28455806,0.5906044,0.18608835,0.5579835,0.3511966
0.33239377,0.49938428,0.4448347,0.40267634,0.4301343
0.34041303,0.47260758,0.40547028,0.29302382,0.141597
0.46049374,6.6548586e-05,0.507868,0.0,0.35134137
0.1351408,0.4481871,0.14472958,0.42976224,0.36126918
0.21715859,0.38962275,0.28130525,0.4041923,0.27860466
0.4680529,0.9631371,0.54529554,0.9222574,0.2477975
0.5678699,0.34812587,0.50330335,0.2999897,0.39647236
0.6508597,0.9435956,0.5545216,0.84450495,0.12656215
0.30949658,0.46121147,0.36675924,0.46648538,0.32962024
0.24381047,0.49400255,0.28026372,0.5188045,0.466555
0.61793244,0.90290403,0.57564014,0.79857194,0.17968261
0.3902408,0.4184944,0.37240845,0.42701712,0.86008024
0.25385433,0.67690253,0.26856667,0.7893701,0.41749382
0.46897683,0.60839987,0.43999094,0.54493064,0.34137923
0.6536899,0.41771206,0.57094467,0.3834122,0.34755075
0.5840728,0.8775374,0.59440804,0.79286,0.3425774
0.5201696,0.69185317,0.52804637,0.6659868,0.54147834
0.8439528,0.4066599,0.8376436,0.48862612,0.45831755
0.5350906,0.1819855,0.58604854,0.20981017,0.39296466
0.5920873,0.72580963,0.4247731,0.65965927,0.12777492
0.42104286,0.7034799,0.3703465,0.6796949,0.23823711
0.114768535,0.6180776,0.16206273,0.6603004,0.35019082
0.89085627,0.429293,0.84028894,0.5416877,0.47857335
0.12532541,0.6473655,0.25027996,0.6135927,0.19880247
0.4606828,0.54373854,0.3597509,0.554782,0.3685001
0.5444685,0.8784942,0.44508842,0.7861345,0.21231169
0.5804752,0.8439921,0.5448819,0.7384006,0.28866303
0.51018834,0.83235157,0.4939913,0.91261584,0.6802888
0.23882532,0.39055118,0.25282487,0.41554564,0.32458246
0.46693552,0.82816476,0.43783042,0.7139978,0.16953263
0.10558629,0.42745572,0.1341362,0.41902193,0.5790895
0.72418,0.81414926,0.5625615,0.6135866,0.09128049
0.7288581,0.461212,0.6483562,0.43026096,0.2077907
0.2055589,0.7964124,0.26070046,0.8255087,0.6737139
0.49625614,0.8226479,0.52611506,0.89916086,0.63062185
0.6330132,0.84486365,0.6060764,0.74650514,0.25264066
0.47644642,0.37913242,0.48512334,0.49023464,0.9090246
0.8373265,0.4479091,0.72928977,0.39557976,0.82790416
0.42382783,0.7592788,0.43260956,0.8119824,0.86363286
0.3572734,0.5129483,0.4256632,0.45787278,0.45962635
0.5085169,0.6603777,0.50534385,0.6392178,0.4079358
0.12494025,0.4311073,0.16196525,0.42705584,0.44680658
0.20515051,0.42011285,0.22947392,0.3880304,0.38629973
0.60998386,0.48217437,0.58230436,0.53984493,0.58260024
0.24189344,0.6543561,0.2788223,0.64079493,0.59298193
0.5043586,0.74331397,0.56207335,0.7671275,0.580061
0.3596244,0.571745,0.3541316,0.67319906,0.5717255
0.31109315,0.6326141,0.31745988,0.6425667,0.50667644
0.93430793,0.405419,0.9262763,0.44967774,0.45225942
0.40546104,0.6270021,0.35012925,0.56190944,0.25280964
0.6136852,0.661087,0.5614325,0.68209034,0.6358304
0.5554319,0.50801325,0.564014,0.64616454,0.7598169
0.32612443,0.772703,0.36222565,0.7998308,0.25638604
0.251992,0.828333,0.17829368,0.59685206,0.21374139
0.10177976,0.41639334,0.14986372,0.4321756,0.54013956
0.39131758,0.7567966,0.45206726,0.84093285,0.66991913
0.63567144,0.83115184,0.5823759,0.72452056,0.22181058
0.7462393,0.64343566,0.7360996,0.74678516,0.6882582
0.4055517,0.117156476,0.40477636,0.12436989,0.53215986
0.7013713,0.7606878,0.74663186,0.7294586,0.44275594
0.5358604,0.44871303,0.51515096,0.6700037,0.83636546
0.35921487,0.8085351,0.37166017,0.8205818,0.42079532
0.53076434,0.9285228,0.52358496,0.85811096,0.29847303
0.38472944,0.80594563,0.40355766,0.8690461,0.62579876
0.72439367,0.3465813,0.60414284,0.19241318,0.4443324
0.35986674,0.8261951,0.3396428,0.7544941,0.3473051
0.61730325,0.46693715,0.41103274,0.39695102,0.15660056
0.23110005,0.45083123,0.20025766,0.41236427,0.23157501
0.70768833,0.7303877,0.8033253,0.8085471,0.4832125
0.37712765,0.73398906,0.38374734,0.73326486,0.4167471
0.2634883,0.59135497,0.24900575,0.5922161,0.5449866
0.46057096,0.43086362,0.36435625,0.5337728,0.9369153
0.70760685,0.5659639,0.6705301,0.62431264,0.6131822
0.5701975,0.741058,0.60668105,0.7397144,0.41337007
0.9142653,0.5839187,0.87482595,0.65549785,0.3935497
0.6538478,0.5761353,0.6427737,0.60831094,0.47956085
0.9379172,0.43883315,0.87223434,0.49307418,0.35767514
0.44028226,0.65085196,0.3470869,0.6331582,0.18437228
0.3194236,0.5259795,0.3416915,0.5029118,0.4853249
0.9479019,0.47173765,0.8843968,0.48088905,0.25250933
0.72028553,0.74699044,0.7551311,0.7564747,0.4792382
0.6334442,0.75399715,0.5010488,0.6220592,0.16727376
0.6573417,0.56246454,0.643158,0.61283755,0.5342915
0.6165128,0.5567353,0.5636701,0.54669726,0.44752085
0.053522766,0.37260735,0.04637453,0.36275208,0.42405766
0.4004486,0.82417786,0.4599212,0.8695953,0.59484005
0.6855351,0.54631066,0.6933471,0.53675085,0.7008537
0.28998438,0.4341566,0.3583659,0.41001284,0.27387
0.33322078,0.27248663,0.41578704,0.22014767,0.27544993
0.40333298,0.84279656,0.41292965,0.84420836,0.5100662
0.19254988,0.52716184,0.16895339,0.5120041,0.4185518
0.5558782,0.94138575,0.6096871,0.8413762,0.35909358
0.49916026,0.75226134,0.5473053,0.8041577,0.60714877
0.49436438,0.5826074,0.47777063,0.49198413,0.20443368
0.53923273,0.13892442,0.6715404,0.19426474,0.36812305
0.8247142,0.35341197,0.7784126,0.49817562,0.3793425
0.056011885,0.4694722,0.09870595,0.63560814,0.4193583
0.66064143,0.78836316,0.6081117,0.6249987,0.19145933
0.45944393,0.6584032,0.4653399,0.6264186,0.34384608
0.62817574,0.70622003,0.45202482,0.6038769,0.10841456
0.65682757,0.7952657,0.60420257,0.6529521,0.19628197
0.49714732,0.971868,0.5225848,0.96531856,0.3371297
0.5773737,0.75593,0.64394134,0.74951077,0.4718867
0.71035695,0.78369725,0.6960447,0.7762706,0.44634062
0.5964861,0.48172233,0.5345013,0.5366837,0.60545164
0.46504715,0.93126726,0.4221002,0.885172,0.2732818
0.40293062,0.68822896,0.3261655,0.7354697,0.26478833
0.37886977,0.69305044,0.2830925,0.68276465,0.27995753
0.24494925,0.59406453,0.14713374,0.6992189,0.47438976
0.27824464,0.38982862,0.31322822,0.3207727,0.23572218
0.3093299,0.84154,0.38151217,0.875493,0.44195682
0.15771425,0.49509838,0.12291005,0.49929357,0.5367675
0.48477817,0.68513656,0.46429586,0.6618236,0.46831673
0.3992685,0.34874684,0.4145288,0.3860776,0.6067315
0.932855,0.5392801,0.86661434,0.5834321,0.29958844
0.5694676,0.9561454,0.63179684,0.8588381,0.4074883
0.12632513,0.19601092,0.23748451,0.27296156,0.2330558
0.5916445,0.94404995,0.62435406,0.91437685,0.27921146
0.21539229,0.44740793,0.18810076,0.39524,0.2837895
0.25688758,0.24460809,0.23765665,0.26582918,0.7804576
0.24967611,0.5822706,0.18326145,0.590295,0.55345184
0.11429721,0.4934805,0.105759144,0.55628735,0.39986312
0.21932977,0.36464784,0.26099324,0.34818408,0.48103425
0.2703739,0.44178885,0.1997042,0.40219268,0.16867226
0.63538677,0.47676465,0.6139261,0.46669915,0.6255048
0.44055817,0.5912052,0.45393896,0.47976795,0.2961219
0.2370168,0.41121292,0.2879119,0.42888764,0.41765982
0.34431732,0.61780894,0.33882833,0.58613765,0.4545311
0.08156961,0.47440174,0.09430274,0.495851,0.4771166
0.5776682,0.58491737,0.59828055,0.50491744,0.3309527
0.49952447,0.6291361,0.47593606,0.5606952,0.4312466
0.60435164,0.95062697,0.64427906,0.8652966,0.31899163
0.5647298,0.77038,0.6447197,0.81263554,0.48331222
0.47606206,0.42136642,0.43377078,0.4720443,0.71584165
0.21469384,0.60346985,0.22326073,0.639928,0.47181302
0.22651324,0.5719463,0.28437418,0.56002253,0.64911324
0.45028207,0.8098407,0.55841553,0.8543153,0.50653106
0.20567489,0.393339,0.26156816,0.42318162,0.25707084
0.28235668,0.6143682,0.31155366,0.5792326,0.5880482
0.87202185,0.5522167,0.76671827,0.62135434,0.41696718
0.28894863,0.72586465,0.28324223,0.7368859,0.51605535
0.57160205,0.56190634,0.5574625,0.5095376,0.37318507
0.5148837,0.65490234,0.4834813,0.6145654,0.42544723
0.4029034,0.6070994,0.3986339,0.56939936,0.22734311
0.61771953,0.826015,0.56378615,0.7025929,0.2641542
0.35894132,0.6583657,0.35148737,0.63935816,0.38605934
0.35084987,0.24132882,0.38814625,0.27478868,0.50647485
0.25135395,0.3536378,0.25835255,0.46164656,0.53011334
0.7314728,0.29380208,0.6723071,0.25702944,0.40309882
0.29138055,0.578422,0.20789412,0.5158382,0.32719707
0.41063422,0.44412595,0.3551016,0.50481987,0.7949859
0.37257367,0.23917815,0.33535296,0.3066246,0.4847178
0.49313203,0.89386445,0.42954445,0.8785323,0.35655993
0.79386306,0.34496793,0.7605235,0.4078131,0.39593542
0.71358997,0.68471336,0.6929164,0.7348201,0.5351337
0.45250106,0.39596397,0.4587019,0.4828374,0.95756936
0.74009323,0.8848804,0.5594726,0.80538034,0.7860962
0.1300664,0.39012593,0.17275295,0.3437389,0.64083946
0.5239684,0.81257004,0.5383524,0.85802746,0.7289406
0.2540885,0.41446012,0.27649435,0.45246157,0.3662325
0.7792297,0.1307024,0.71670234,0.15102455,0.42058152
0.23636863,0.5063235,0.28666657,0.5264302,0.51486415
0.4244735,0.85074204,0.4243281,0.8186754,0.47113138
0.5268855,0.7152989,0.660233,0.8053204,0.62448895
0.48567912,0.76918197,0.5807965,0.7650902,0.6783786
0.42716047,0.4057548,0.35069394,0.43740094,0.7226122
0.5912497,0.79590774,0.5854309,0.7031014,0.03803134
0.4007495,0.8953776,0.32193255,0.87664866,0.30137926
0.6910155,0.62744796,0.631152,0.5172397,0.12294021
0.53812647,0.7399998,0.56986916,0.7900623,0.5066357
0.52991426,0.18904066,0.5971247,0.23590237,0.43544176
0.16762248,0.47553304,0.19287524,0.47570777,0.3811147
0.22186142,0.61216044,0.25319326,0.64816034,0.49988943
0.92208534,0.49742985,0.8087001,0.40110177,0.19847935
0.5553201,0.67945695,0.71681285,0.45362777,0.19192687
0.4925537,0.48496905,0.4446792,0.6072559,0.82334936
0.52941287,0.35219693,0.5180917,0.4171238,0.54600585
0.8073324,0.5752859,0.6680234,0.4464199,0.28238434
0.3398027,0.4983457,0.43729687,0.4190976,0.38826433
0.5022769,0.7132525,0.53875583,0.7269671,0.48178485
0.5789341,0.97633,0.6320809,0.9143253,0.40827504
0.62148464,0.78774035,0.5369606,0.6654812,0.258933
0.24284157,0.40487203,0.27442348,0.40727213,0.3820321
0.55195844,0.90666366,0.53768474,0.8082927,0.2345863
0.6713303,0.6924542,0.6959584,0.83927244,0.58079433
0.47301427,0.71519136,0.49458492,0.7196954,0.56357765
0.43911728,0.6797677,0.42933345,0.6938629,0.31696248
0.5852236,0.7212856,0.3909945,0.660975,0.12401387
0.10273257,0.36801848,0.12855321,0.36802042,0.40972266
0.9143134,0.5838615,0.8767742,0.67289513,0.40363035
0.3694331,0.31900144,0.47288063,0.29598773,0.32348555
0.7678528,0.42102018,0.75431204,0.5056347,0.4219887
0.6245361,0.8203747,0.5801281,0.68721324,0.24369675
0.5733167,0.61707413,0.553038,0.5122246,0.20652655
0.41007677,0.6967483,0.34105685,0.7201539,0.22192061
0.20878142,0.83511657,0.3323897,0.8482295,0.7566447
0.5032246,0.14171642,0.5331789,0.22993755,0.64228123
0.39327198,0.5695645,0.40207633,0.5503646,0.45255062
0.9072812,0.695979,0.8393023,0.6442815,0.2353569
0.87166023,0.38931262,0.8494456,0.4312321,0.41364035
0.11819944,0.52017343,0.11985582,0.58851,0.48536655
0.278184,0.9410869,0.24162835,0.93177044,0.3550891
0.79538906,0.6281564,0.76930237,0.6695213,0.18045923
0.85515654,0.21978584,0.8541987,0.23571393,0.51321346
0.5166726,0.5973366,0.49733692,0.54524094,0.33626714
0.57141435,0.94119215,0.62202024,0.8095454,0.40022993
0.45814425,0.83166516,0.50608104,0.8699973,0.4530079
0.5521991,0.8571131,0.5137391,0.71914196,0.17348596
0.8866355,0.19494474,0.79094857,0.26399738,0.78654814
0.4040499,0.5079952,0.36877495,0.5981207,0.8385545
0.72177196,0.3310644,0.65279317,0.3847339,0.2871677
0.48360583,0.70711124,0.49281502,0.71673167,0.4634424
0.42683703,0.44055262,0.41306958,0.5398943,0.737724
0.40926513,0.34242278,0.40258926,0.41507912,0.5835371
0.25290093,0.4369974,0.2897994,0.41927537,0.20614159
0.5257472,0.737659,0.603581,0.795026,0.54057455
0.07726249,0.37549675,0.08921093,0.37812528,0.35284317
0.3313654,0.90445113,0.41184568,0.98459303,0.39616317
0.63114274,0.9154168,0.66509986,0.8421086,0.28917623
0.28808427,0.36088344,0.32271534,0.34129998,0.37940186
0.29909217,0.6990792,0.30584452,0.7216977,0.6317209
0.5464248,0.15627772,0.5955126,0.1525237,0.31896067
0.9209578,0.5378761,0.8574941,0.5944023,0.3506244
0.40420145,0.29469466,0.42215765,0.35662436,0.5188019
0.5065399,0.44354844,0.5161468,0.50542665,0.8253243
0.44594726,0.8377186,0.5527266,0.8502873,0.45088658
0.4653594,0.86962783,0.40919816,0.83854,0.36911523
0.6750483,0.720591,0.7761315,0.74169976,0.2683831
0.7308301,0.40816793,0.5416958,0.43814301,0.7769466
0.12546858,0.36254525,0.12596238,0.33881462,0.5357107
0.58882546,0.19515264,0.65284115,0.2619273,0.5605947
0.43172163,0.88989186,0.38618112,0.7856298,0.3335735
0.70444787,0.28777993,0.69508034,0.28026497,0.6060652
0.26545838,0.36407715,0.3666669,0.36867943,0.40793905
0.6864178,0.35820723,0.63836485,0.3952552,0.5884835
0.94123423,0.35807794,0.8834055,0.47786215,0.5997062
0.83848107,0.58400804,0.73571956,0.51850885,0.26809055
0.43668225,0.6182791,0.41110477,0.57593733,0.32425278
0.25457323,0.3027891,0.28617358,0.2678569,0.54034543
0.08505401,0.4284109,0.08734879,0.41893435,0.56724966
0.84215415,0.29769146,0.81718814,0.35712326,0.73132885
0.7950369,0.47259387,0.8635783,0.6263249,0.6539725
0.5277437,0.15006977,0.65418243,0.17035756,0.44635195
0.47967365,0.35873938,0.3353209,0.27731293,0.31390393
0.30645394,0.22042418,0.32105514,0.1672329,0.37270135
0.3620776,0.29642493,0.42617834,0.26547766,0.31568134
0.8978169,0.38522655,0.97440606,0.49161234,0.41443595
0.7365264,0.4403991,0.5749701,0.3992563,0.2455163
0.32585406,0.2571655,0.3715852,0.2997637,0.41479132
0.4882698,0.15993983,0.5344195,0.17264631,0.5368627
0.22459921,0.3573392,0.2514186,0.3469323,0.44493747
0.13456613,0.49395272,0.1610319,0.4654078,0.5032446
0.4109192,0.69589597,0.342232,0.6989694,0.234664
0.4607214,0.3050573,0.45103353,0.39899296,0.73663294
0.39205176,0.069952965,0.40047505,0.13744488,0.73450744
0.5647242,0.08478159,0.5378972,0.147336,0.75408816
0.49926057,0.86748993,0.4991927,0.81802344,0.3505584
0.9013939,0.6567714,0.9351988,0.6702492,0.5170588
0.36592123,0.27448013,0.45230153,0.23146224,0.43087345
0.4402185,0.16327995,0.41949952,0.12423882,0.4158134
0.6791185,0.24366112,0.6355326,0.22152954,0.84828204
0.55763394,0.23839524,0.60370785,0.29346526,0.5488684
0.65015125,0.14044797,0.5847468,0.21726477,0.56761205
0.29898053,0.30632544,0.35844845,0.372373,0.53521895
0.81343204,0.27412808,0.7353302,0.35955137,0.5378578
0.1346392,0.2927919,0.2071552,0.37242246,0.5201785
0.3581646,0.26499203,0.41553742,0.265889,0.43231016
0.6334007,0.46010998,0.59659576,0.458482,0.58002967
0.085401356,0.5841547,0.15141085,0.5539387,0.80821353
0.36918923,0.3948968,0.4331435,0.38069794,0.3100779
0.46151704,0.20689994,0.5113298,0.2632985,0.59274083
0.33927804,0.21172497,0.34146124,0.098774314,0.34865344
0.4000775,0.063195854,0.39485598,0.091876745,0.7142788
0.40687203,0.7046981,0.31546965,0.70104206,0.19892013
0.38992837,0.63841283,0.31212455,0.6266584,0.24256408
0.7828305,0.16012442,0.743649,0.20389315,0.4783452
0.7704356,0.41815296,0.7380693,0.48363322,0.41451967
0.61934835,0.20920554,0.61022985,0.24587163,0.70924515
0.782024,0.59198534,0.73489606,0.640169,0.7246728
0.4607284,0.7240498,0.47877946,0.74436283,0.51263547
0.4613502,0.2495978,0.49708036,0.30885196,0.50768375
0.5492406,0.23595351,0.58720887,0.2588548,0.5447727
0.28081778,0.31318453,0.30666336,0.3886734,0.51149285
0.46501186,0.1787351,0.48204473,0.17881858,0.3906719
0.4412308,0.946596,0.40625268,0.93138784,0.26700386
0.20837098,0.8022542,0.26215535,0.85930765,0.6668683
0.5686894,0.08471885,0.5404613,0.14427158,0.791521
0.120428026,0.37145096,0.14019045,0.3639282,0.5060269
0.3793995,0.33875364,0.36734062,0.33697355,0.60636914
0.7513085,0.34251934,0.6923284,0.40424833,0.35153824
0.5510911,0.9906507,0.5515045,0.9078778,0.47247708
0.29736733,0.24736585,0.37656975,0.2398316,0.34762388
0.4026553,0.17517617,0.42953557,0.2121233,0.7289613
0.7394134,0.32795292,0.71850634,0.41245604,0.2548925
0.31619945,0.45682645,0.37984747,0.4392133,0.34617078
0.54053235,0.6171586,0.53054434,0.5832103,0.325095
0.3771601,0.11005065,0.36101767,0.09368795,0.5114837
0.73467577,0.37352914,0.5748368,0.5343722,0.873716
0.06887761,0.43875414,0.07983589,0.46514264,0.5599378
0.06953192,0.28995708,0.10297248,0.20814472,0.5670357
0.66247386,0.36341903,0.57976544,0.30518523,0.12910077
0.31078416,0.25708377,0.35900295,0.26072282,0.39334026
0.3432233,0.26375508,0.3791933,0.26000643,0.45292768
0.36415792,0.16840282,0.3313018,0.2723319,0.5894465
0.3544956,0.2759166,0.42353326,0.20950404,0.47496647
0.60009754,0.4160579,0.49753788,0.475891,0.46689573
0.8750951,0.40181717,0.87291294,0.46580267,0.39376378
0.6437839,0.10855523,0.5840737,0.17241818,0.6470821
0.597967,0.18875363,0.6395637,0.26501948,0.6079602
0.29400015,0.2413901,0.37240916,0.21401349,0.33624882
0.29476833,0.17274177,0.34550792,0.1684601,0.46749023
0.45293313,0.528367,0.36597973,0.5121583,0.42367208
0.5767522,0.32194778,0.6450713,0.35614476,0.9042897
0.3929885,0.25358012,0.4687583,0.29345298,0.43924433
0.80535996,0.21385235,0.8278487,0.18924588,0.5792603
0.13073513,0.32924643,0.18361121,0.2631188,0.48794147
0.19551781,0.44905418,0.21264529,0.32961965,0.3234378
0.46811622,0.26636356,0.52118057,0.34066966,0.44435218
0.6922093,0.075997084,0.62369925,0.08219123,0.44607496
0.25208306,0.2071844,0.2177088,0.25666702,0.3440796
0.54760444,0.69787014,0.60460776,0.70681614,0.497889
0.5855489,0.29486513,0.52367926,0.40978852,0.1004169
0.3726587,0.13212076,0.35797858,0.11835387,0.61032975
0.682544,0.26429677,0.61744404,0.4146388,0.8610097
0.45061356,0.16983536,0.45070434,0.14167476,0.427696
0.21566918,0.3440693,0.3344627,0.331329,0.56754804
0.7272653,0.18758097,0.69483805,0.20909002,0.63710064
0.560509,0.20054594,0.46864036,0.18474802,0.7871173
0.26176047,0.7974099,0.21343136,0.84117335,0.43823183
0.3692109,0.18823996,0.39206606,0.19178882,0.546472
0.48866275,0.2612106,0.50400424,0.30342078,0.67554986
0.3284092,0.7144662,0.41638035,0.77902436,0.7395636
0.8438559,0.2982217,0.8386314,0.35401034,0.7507698
0.3831639,0.29196253,0.42664027,0.32280982,0.41838092
0.23865372,0.65728265,0.26046717,0.6416018,0.6116558
0.86993945,0.40417784,0.8793416,0.43784907,0.36670017
0.2523098,0.4164366,0.2560953,0.4638669,0.3767137
0.14589965,0.25726295,0.1620506,0.23422688,0.648989
0.7521086,0.5284106,0.7377554,0.61222637,0.84701645
0.47065046,0.038039684,0.50895447,0.07723343,0.3822243
0.8035513,0.47951365,0.86296046,0.605796,0.70805526
0.7971701,0.1636031,0.77473485,0.18023136,0.48637155
0.40381938,0.24978167,0.47358155,0.27093482,0.47235775
0.6947484,0.34456083,0.7627826,0.48076338,0.68786216
0.69481546,0.45029452,0.67787075,0.5078642,0.44076532
0.37698466,0.52249324,0.48974887,0.417503,0.4568945
0.20627254,0.54321474,0.20592466,0.49214253,0.54475504
0.118407786,0.35581702,0.13998067,0.3222986,0.50566036
0.38421023,0.20741048,0.5014814,0.18987417,0.27358156
0.7275694,0.26795876,0.67230153,0.3213346,0.26587766
0.68074393,0.38570738,0.66615033,0.41197032,0.49807855
0.66307557,0.33900812,0.66128063,0.35572308,0.52191997
0.5627866,0.28598076,0.5086488,0.2869804,0.78214455
0.26518196,0.5653177,0.20572129,0.57442904,0.491033
0.68965286,0.30249763,0.70327634,0.3265068,0.6110503
0.44126981,0.2072689,0.4337741,0.2098614,0.5348028
0.7184042,0.16878042,0.67006344,0.16460869,0.59301275
0.54655915,0.91755533,0.4817251,0.82781816,0.21020594
0.3163739,0.22834605,0.35634258,0.1625103,0.370053
0.7792297,0.1307024,0.71670234,0.15102455,0.42058152
0.6038896,0.6300986,0.61768377,0.6991488,0.8803277
0.6476882,0.13441166,0.6031599,0.21451917,0.6195654
0.3179151,0.18990931,0.38539255,0.20652509,0.47198695
0.38767442,0.8348659,0.42151242,0.8583108,0.56385595
0.97382176,0.30102363,0.84446025,0.45095465,0.7767923
0.2846018,0.19147196,0.26634568,0.17349431,0.43900126
0.17054468,0.22013229,0.18293205,0.16473642,0.5627165
0.33710837,0.22973922,0.24588788,0.289559,0.37628597
0.2823814,0.50606436,0.22157922,0.49654087,0.7775532
0.5823573,0.14553437,0.5761458,0.21958053,0.18110803
0.72043705,0.1732679,0.66176903,0.18845594,0.5954573
0.35116744,0.27324614,0.4255736,0.23315573,0.45180213
0.5999605,0.3123814,0.5821085,0.35529166,0.8479974
0.36563534,0.19885308,0.3577457,0.1638093,0.26685202
0.19137427,0.22932798,0.20436338,0.21849453,0.5081175
0.47202733,0.15346768,0.4703156,0.2159178,0.5790103
