AlexNet_2d1,AlexNet_2d2,AlexNet_3d1,AlexNet_3d2,AlexNet_3d3
0.32591042,0.5262496,0.77781767,0.7413781,0.4337375
0.4660671,0.23426145,0.7673553,0.6048532,0.6595445
0.67039824,0.29045856,0.6528478,0.2779256,0.4343967
0.75472164,0.34685275,0.8179161,0.6316844,0.85613096
0.19359496,0.58360213,0.5816766,0.67787623,0.44468203
0.5916331,0.21042335,0.8240032,0.32458,0.5966278
0.54849666,0.28809896,0.7258886,0.38580614,0.607656
0.21011427,0.5296163,0.4583054,0.6160751,0.3803042
0.5037186,0.58496386,0.495371,0.40603065,0.57145
0.38839793,0.7184804,0.39742643,0.9157305,0.49564806
0.7376907,0.18614885,0.70423454,0.13268048,0.61282563
0.41244414,0.60523534,0.44739038,0.679612,0.72024727
0.7719172,0.73097944,0.104439825,0.46647596,0.53106445
0.70250344,0.64817864,0.28764635,0.47775668,0.4740717
0.34331512,0.7500005,0.3894241,0.7653855,0.67760485
0.04283005,0.47817564,0.7486833,0.84596825,0.67658854
0.5665113,0.6470672,0.5800421,0.15293261,0.81097853
0.35455108,0.6247486,0.4997025,0.9468138,0.5951748
0.6477808,0.321407,0.6499356,0.32891816,0.3817015
0.560575,0.552055,0.54214865,0.41157198,0.70205796
0.6402395,0.2148557,0.72212243,0.22780189,0.50685513
0.18391705,0.47473577,0.58087736,0.56647617,0.40920234
0.76425755,0.6072929,0.32571995,0.39726365,0.5783292
0.21677876,0.2722764,0.7500521,0.6813326,0.32520247
0.14438471,0.5060109,0.5115748,0.7799533,0.24577317
0.5810276,0.21593195,0.8301128,0.35946143,0.5748161
0.8112733,0.8558376,0.37860164,0.8544495,0.76037395
0.76447165,0.7810249,0.20151937,0.451678,0.3548554
0.8440391,0.59222305,0.30693316,0.26981586,0.4056811
0.28756082,0.43731123,0.47001585,0.6093216,0.232317
0.47654456,0.37928945,0.7441829,0.5908419,0.8637684
0.5585337,0.13649935,0.9574734,0.31847245,0.5318591
0.22620809,0.5638519,0.550107,0.73761785,0.36695063
0.20929122,0.5998096,0.48934275,0.7031344,0.46965376
0.555821,0.60178703,0.4424211,0.5022994,0.5182146
0.41704237,0.26742107,0.6356531,0.43711883,0.40151376
0.41977048,0.42297947,0.8494947,0.69077146,0.6421369
0.3383165,0.10535306,0.86272335,0.48388928,0.17140883
0.85839045,0.70094335,0.18695903,0.27670896,0.60112435
0.5098536,0.4861649,0.6253414,0.4733702,0.9331407
0.16296843,0.49015942,0.8644792,0.7665279,0.34036648
0.75419855,0.08182761,0.7225321,0.14048436,0.79659474
0.30589637,0.6143849,0.5469699,0.83247745,0.5052414
0.21094677,0.3521609,0.7027156,0.6241019,0.1962615
0.72774005,0.21684125,0.8463463,0.30918586,0.5515942
0.46390286,0.90943015,0.5134976,0.510318,0.092588514
0.58497095,0.15438357,0.89847314,0.30713075,0.5396393
0.38806647,0.71359104,0.3968464,0.9113817,0.5316618
0.5650802,0.52468884,0.5365334,0.7065223,0.7446432
0.09883237,0.6513584,0.6695069,0.6347219,0.31111503
0.3391735,0.37226528,0.58863723,0.5346579,0.53926116
0.3888291,0.20390102,0.76129097,0.60866314,0.9585511
0.7442261,0.77436984,0.21057698,0.46953562,0.30206752
0.2178177,0.3648681,0.6644653,0.6502657,0.24015026
0.5369564,0.20804828,0.88935685,0.43776444,0.5781653
0.6536866,0.1829575,0.8109685,0.20462617,0.46441105
0.27527723,0.6696595,0.4941165,0.80393285,0.5287641
0.83090925,0.75355387,0.1029962,0.37277335,0.54835004
0.5372028,0.13816747,0.9187921,0.31825334,0.43592626
0.7904939,0.58909297,0.39110172,0.30980986,0.3660199
0.15102819,0.36203343,0.6282837,0.38408238,0.27286443
0.32532376,0.69402474,0.3838893,0.6828626,0.36406028
0.5677325,0.13140258,0.9391988,0.2776929,0.56929654
0.7897205,0.31185007,0.58335274,0.1900419,0.4045412
0.5726351,0.24686268,0.67763734,0.34054112,0.6322658
0.20066166,0.45091665,0.5849002,0.5833882,0.33207768
0.7002992,0.42494792,0.43410933,0.32271677,0.712317
0.3250717,0.54266787,0.7171993,0.8082354,0.4252197
0.15174946,0.39900842,0.4270567,0.76923037,0.20399973
0.20897236,0.34266946,0.682138,0.5934757,0.17634878
0.6410567,0.48288047,0.6119374,0.24112692,0.17689243
0.7194789,0.12643474,0.7895266,0.10967904,0.5967688
0.5504255,0.409213,0.80471694,0.6066949,0.41659564
0.5828213,0.06649828,0.70997703,0.29291332,0.7627461
0.55886406,0.12738514,0.96160877,0.26467323,0.52166677
0.605105,0.103400946,0.83235085,0.25791574,0.6607629
0.17130587,0.27894902,0.5915651,0.46665996,0.54700595
0.709879,0.2274375,0.83966446,0.298096,0.49628055
0.2837781,0.56722414,0.67090666,0.7923769,0.45228812
0.4717134,0.5771929,0.57301253,0.6119586,0.70925814
0.5236631,0.6082885,0.44997424,0.53668433,0.64087003
0.4831199,0.34370548,0.7019662,0.4548179,0.710904
0.21370456,0.62164295,0.52323383,0.6937499,0.548924
0.7455931,0.39973432,0.4872885,0.18563381,0.7688999
0.7394974,0.5170744,0.46998775,0.26998043,0.54007983
0.43505338,0.15103051,0.7419085,0.3730892,0.25924167
0.40362197,0.5958575,0.4636172,0.71348906,0.76162577
0.58239734,0.24471673,0.67492414,0.32591027,0.6035711
0.3945362,0.57424194,0.52276915,0.78698444,0.6910386
0.30923176,0.63208765,0.56097984,0.9498186,0.39767435
0.92367494,0.7953622,0.03495264,0.53499997,0.46051127
0.91617465,0.6316876,0.30414984,0.23476946,0.2525986
0.63766754,0.55257344,0.43759167,0.4806576,0.62350065
0.42846668,0.07229903,0.7081274,0.09610367,0.46481934
0.43948597,0.6874138,0.29300618,0.8455742,0.5910954
0.7069776,0.28330442,0.64719826,0.3631457,0.48902014
0.13549012,0.6478854,0.46488354,0.41403258,0.43137744
0.3412142,0.33718663,0.6084014,0.5237499,0.40171015
0.6728885,0.22338235,0.812407,0.36305064,0.43638453
0.765823,0.27157897,0.6558873,0.22496107,0.500729
0.3904956,0.0873487,0.9138671,0.46149594,0.3196697
0.20101193,0.21025422,0.85007155,0.5929815,0.15081093
0.49037746,0.9195765,0.20747837,0.7320906,0.252413
0.28639328,0.3332768,0.55334735,0.5336709,0.27906525
0.5607935,0.30255315,0.8280355,0.59515953,0.5881194
0.37978,0.53661567,0.7272496,0.7948633,0.60792303
0.37190428,0.41614163,0.44455585,0.46552825,0.40275306
0.17913663,0.58892965,0.597952,0.6529327,0.48593855
0.5962635,0.21815953,0.8116996,0.32544354,0.63540614
0.39098984,0.19304734,0.6687094,0.34269765,0.2809846
0.29415387,0.6638111,0.45138296,0.7625537,0.5404812
0.37676507,0.21868193,0.69704866,0.39179766,0.29148293
0.3271954,0.2931313,0.62837535,0.56213945,0.16589284
0.6483538,0.2132861,0.74738395,0.24256748,0.49824804
0.43822876,0.17810449,0.7952075,0.48668832,0.41516525
0.61044115,0.2170769,0.7574473,0.33382007,0.6400434
0.73398304,0.42824876,0.480612,0.2867731,0.7186038
0.62422997,0.1454489,0.70198023,0.21589604,0.6023074
0.8204825,0.5514398,0.3682416,0.2645945,0.5726134
0.10974273,0.535432,0.73789996,0.8200523,0.30260873
0.45968157,0.70331275,0.47218522,0.65735024,0.64894664
0.6518884,0.13733155,0.85550475,0.260737,0.3677812
0.44880357,0.2073125,0.8635819,0.5161734,0.4267937
0.3726448,0.14804849,0.7783693,0.43049413,0.22048172
0.76926523,0.78989017,0.41830727,0.5323512,0.09989983
0.6878725,0.5192363,0.369537,0.36459592,0.8923876
0.9403074,0.48279604,0.38998023,0.048591018,0.5353377
0.47284693,0.5019452,0.75063074,0.72724706,0.7045445
0.31450665,0.47701874,0.6037736,0.9427583,0.661427
0.8866458,0.45444232,0.41390377,0.15910801,0.63793325
0.41240215,0.19550163,0.5841447,0.38422894,0.3203831
0.48850757,0.80425096,0.6170287,0.61580044,0.783939
0.45188066,0.29983813,0.67726636,0.38417768,0.77607805
0.44092745,0.48411527,0.65966046,0.72219527,0.8578973
0.45530665,0.52079207,0.6993907,0.6629667,0.68242794
0.60887945,0.1939624,0.73250175,0.28221625,0.55921125
0.27543372,0.61667556,0.5744636,0.87711924,0.61489344
0.21721402,0.5828171,0.5360799,0.67192054,0.4390707
0.39174944,0.38445786,0.5453346,0.55056494,0.638646
0.51420647,0.34772116,0.67421365,0.3813767,0.6442079
0.6799123,0.28032166,0.61863345,0.2361544,0.43801022
0.63679236,0.17209145,0.6595266,0.1809521,0.5790949
0.756578,0.69233704,0.18398425,0.33871517,0.63220155
0.5622762,0.16513488,0.92959225,0.33048433,0.6389285
0.377052,0.10759261,0.8565961,0.4404894,0.27640945
0.07744461,0.633451,0.811376,0.839533,0.575395
0.81124324,0.6596066,0.19983381,0.30501243,0.422421
0.35790104,0.6244733,0.5160007,0.9315103,0.58711267
0.31788138,0.24945468,0.6150392,0.373201,0.36694783
0.61641836,0.107721865,0.8011886,0.27284837,0.6504864
0.36087555,0.12030491,0.83870226,0.42176384,0.2303704
0.45174822,0.296508,0.70564985,0.35845792,0.79462254
0.27340648,0.5762655,0.6539105,0.79206365,0.5064835
0.67522967,0.25647527,0.80455524,0.42667332,0.44256303
0.56685793,0.34174338,0.6706145,0.38249457,0.3470502
0.6814537,0.35281175,0.56054574,0.32174602,0.35320142
0.3220247,0.50801027,0.6477496,0.79963845,0.6220237
0.46270806,0.14938891,0.9591321,0.34952915,0.41709977
0.40142676,0.38977093,0.60461354,0.40177026,0.77637964
0.4019897,0.6348906,0.4855917,0.6085153,0.9163715
0.5367376,0.22142252,0.90516627,0.43489984,0.6272655
0.5163027,0.37640464,0.6082659,0.4199248,0.61510056
0.069299996,0.43801308,0.69918257,0.9038396,0.75851357
0.5092644,0.28071618,0.7927331,0.48504677,0.56906193
0.35223222,0.7312397,0.52131104,0.8428754,0.65942013
0.1607481,0.3760144,0.65744936,0.62924445,0.069517165
0.55678445,0.57418543,0.5060638,0.48856795,0.77923906
0.31407422,0.5778703,0.6782726,0.8347113,0.5197604
0.10804713,0.37663668,0.7810778,0.7656264,0.31759346
0.21826649,0.5620725,0.53469753,0.6724235,0.38855326
0.7229452,0.25512883,0.76863885,0.2197114,0.43538058
0.4944482,0.3174689,0.73722684,0.53139055,0.75680697
0.87086105,0.52080387,0.4532767,0.0762468,0.40918016
0.14155349,0.8912093,0.52235097,0.0,0.35592657
0.664816,0.31865293,0.62123835,0.2505856,0.36072317
0.5157278,0.6497948,0.42520535,0.54944175,0.52544093
0.33329642,0.4276939,0.51531893,0.5494728,0.32993758
0.6654372,0.075902075,0.88521814,0.19206604,0.67999566
0.8391714,0.32800913,0.65954447,0.14411333,0.45428142
0.5141491,0.11911857,0.92471385,0.30567145,0.38918853
0.38124365,0.5500374,0.6817818,0.7757138,0.61237586
0.46391147,0.5081326,0.71843404,0.69446695,0.70876366
0.5853506,0.60179806,0.39172387,0.55111426,0.65592945
0.19151244,0.34946465,0.72248256,0.638133,0.14533105
0.8655133,0.38480294,0.5820643,0.10446027,0.47613344
0.27636877,0.5408205,0.6733371,0.74103266,0.4391177
0.29981974,0.18815672,0.76908594,0.56029254,0.29223314
0.2278476,0.57730836,0.5822386,0.74247223,0.41100928
0.19842836,0.57067657,0.57214516,0.7341526,0.45525944
0.6417775,0.0708057,0.8233564,0.17284438,0.6475842
0.25284237,0.6748294,0.46455455,0.755638,0.47785786
0.38113093,0.47543365,0.85295784,0.6914736,0.44958675
0.49967414,0.39186054,0.6588965,0.56684995,0.79341567
0.6771046,0.19540644,0.8170929,0.28769916,0.40480882
0.7762852,0.41987905,0.5461368,0.27292994,0.5583378
0.23753926,0.56160045,0.4477734,0.5455016,0.8493924
0.18148178,0.5333432,0.5701357,0.65452623,0.33816501
0.48237512,0.6574025,0.22793004,0.59460366,0.10731751
0.8387368,0.5053603,0.4291446,0.16842413,0.29658914
0.86686337,0.42919448,0.54195404,0.16304487,0.5075448
0.5035436,0.057500362,0.656504,0.2841155,0.23011026
0.547979,0.6187325,0.4581538,0.7450602,0.80295074
0.25342545,0.4521693,0.5624493,0.8489334,0.28399193
0.56814945,0.12367025,0.9751441,0.27044493,0.57186514
0.92943335,0.65976864,0.18273193,0.20260984,0.36440894
0.5773623,0.22274137,0.86199903,0.38843665,0.58841956
0.5034666,0.46569508,0.48935106,0.4493298,0.30524272
0.69457245,0.8524146,0.2621519,0.55115163,0.77923024
0.39609218,0.2659722,0.595025,0.34886318,0.6916628
0.813779,0.4544037,0.4939311,0.1741637,0.47360188
0.58970845,0.6585121,0.4200658,0.49523062,0.24553801
0.7056122,0.64930236,0.2861433,0.5175905,0.47390348
0.50434035,0.8315132,0.24989146,0.8132874,0.5056619
0.565179,0.22381353,0.80225635,0.4099559,0.653359
0.8465911,0.4458844,0.5765825,0.1331411,0.34073275
0.16919324,0.46468034,0.6137585,0.58494276,0.42126995
0.8844894,0.3986467,0.54579085,0.12633234,0.5752188
0.6436238,0.26051685,0.7242976,0.26847774,0.43342698
0.5312288,0.5277761,0.50947857,0.58125114,0.42388198
0.7144448,0.3166839,0.9025784,0.3066478,0.7341176
0.66480935,0.50999457,0.47338036,0.37961844,0.9067863
0.44682205,0.5708379,0.551053,0.74844676,0.85698605
0.56627196,0.15601617,0.9312633,0.30090243,0.5986016
0.26329225,0.30943313,0.60920715,0.39682654,0.14632267
0.40237626,0.22666457,0.7342869,0.46619692,0.2810408
0.7114841,0.28834322,0.65501404,0.37613213,0.5158104
0.3069452,0.25761664,0.7095812,0.49411756,0.23430726
0.1579954,0.38831735,0.633988,0.6467362,0.03190148
0.49882868,0.29618418,0.7394355,0.45699334,0.6499773
0.6507176,0.31083626,0.6556885,0.3576311,0.42376232
0.418131,0.5330276,0.64286816,0.7660706,0.7159292
0.16410547,0.5188637,0.48699343,0.62859154,0.5443353
0.40972704,0.24430567,0.6142931,0.44669703,0.2875591
0.3980563,0.32632154,0.7979735,0.68347365,0.7819685
0.7840644,0.78976846,0.16629964,0.44001922,0.30620855
0.6594908,0.553728,0.4497767,0.4674379,0.35448715
0.5043473,0.63183737,0.50744635,0.50694025,0.7128492
0.67232335,0.38213837,0.5386877,0.3244155,0.84477556
0.3144287,0.2819916,0.6688768,0.51348346,0.1839082
0.80549216,0.6684668,0.23742118,0.48957756,0.66797346
0.4769808,0.16660574,0.88183296,0.44958156,0.44358483
0.1443854,0.50601697,0.50638115,0.7965963,0.25716585
0.1920712,0.32835495,0.751863,0.6075514,0.17590466
0.5564866,0.7689163,0.38587284,0.513934,0.16087973
0.48474866,0.17105797,0.875732,0.45734537,0.49459606
0.7919414,0.4648986,0.46286398,0.2306503,0.3866086
0.8316649,0.17028874,0.9070884,0.43573064,0.7817096
0.54264116,0.3896801,0.8045044,0.5325537,0.45786485
0.81582385,0.79340595,0.18947485,0.46282375,0.23791724
0.54232866,0.37223125,0.5676257,0.3882323,0.44540364
0.5828602,0.14659047,0.89128846,0.27279502,0.5511886
0.6274209,0.49355844,0.5575875,0.23300269,0.22213972
0.7347909,0.32818055,0.90678453,0.37394762,0.7063734
0.40241662,0.23966244,0.58431476,0.33367616,0.77723515
0.76138383,0.22515512,0.7724347,0.32384723,0.7130789
0.4408851,0.090524405,0.8624715,0.34410667,0.3382225
0.5355951,0.54617155,0.5427509,0.3992538,0.6348033
0.59550464,0.23860419,0.61732054,0.26517785,0.58490634
0.35116982,0.41012442,0.5369382,0.5370378,0.39842427
0.7080715,0.42030692,0.43162522,0.29457888,0.7614418
0.582498,0.39309877,0.93183184,0.6381195,0.48332322
0.24857044,0.3473907,0.69585323,0.5848818,0.29544407
0.18225062,0.4761956,0.5692115,0.56681967,0.4422967
0.46577668,0.14680359,0.9536487,0.38342142,0.40467766
0.49412724,0.34252656,0.72816235,0.49165368,0.7157999
0.6496555,0.40721938,0.54233396,0.32561833,0.66247916
0.6923457,0.39712095,0.5441391,0.28161833,0.4470182
0.29710805,0.5556003,0.6656949,0.82722914,0.3813669
0.4372179,0.036599815,0.8709172,0.24437165,0.27836615
0.15645307,0.54300493,0.67555875,0.64867985,0.43581274
0.78197336,0.54205877,0.4431305,0.3180976,0.35009426
0.4586197,0.18280277,0.8271581,0.45917898,0.4230413
0.25418234,0.19423556,0.8395201,0.5962572,0.30399024
0.1889041,0.40325612,0.68477637,0.7251374,0.23052421
0.21780849,0.26139167,0.7390188,0.6776598,0.272108
0.17622682,0.61783606,0.53875935,0.6432861,0.5375398
0.92282444,0.61766326,0.28740254,0.21367928,0.3288718
0.069298506,0.43803367,0.7087079,0.8913861,0.7447581
0.30829903,0.8178748,0.57215464,0.59323174,0.27630842
0.45011595,0.64497095,0.41438827,0.74957937,0.76100266
0.32687014,0.16629276,0.78040695,0.52094525,0.262007
0.53465,0.41210604,0.748164,0.57277393,0.47592083
0.5986111,0.54198414,0.53261536,0.29492882,0.72698456
0.6810086,0.11242214,0.82271385,0.2771589,0.75865245
0.2884056,0.70448005,0.43152577,0.7034348,0.39782912
0.17318156,0.43826464,0.5538278,0.60546,0.3830489
0.044055432,0.59547365,0.37090355,0.7878882,0.09478921
0.42719147,0.65577054,0.3106944,0.65061975,0.8280836
0.8733683,0.36697403,0.5949439,0.034235835,0.499617
0.9400576,0.48327112,0.40145633,0.043097556,0.507651
0.61652356,0.4763324,0.6078013,0.43190667,0.4757888
0.19087848,0.49194336,0.6212375,0.74570674,0.2189382
0.63591367,0.34588444,0.68696386,0.4561449,0.47780532
0.58209145,0.27438673,0.5931952,0.3198646,0.52444303
0.13193679,0.5857007,0.5004238,0.2299219,0.58700806
0.673517,0.2989877,0.67181206,0.25969726,0.39372855
0.27988836,0.71126366,0.3995728,0.723352,0.3965665
0.27819413,0.41269937,0.47203273,0.51559985,0.33665943
0.5888511,0.5893119,0.39444798,0.5200307,0.7040057
0.2113773,0.48238552,0.66335046,0.7068968,0.30196118
0.34711248,0.6354269,0.4872103,0.9748776,0.56270224
0.4507901,0.5183972,0.6792693,0.6573347,0.7080191
0.7483754,0.62021196,0.36411196,0.4158085,0.49529785
0.20972684,0.5915381,0.5144313,0.702009,0.45482865
0.8706471,0.34225738,0.6118951,0.059025407,0.42988682
0.73715514,0.17004755,0.72757494,0.08450991,0.60277873
0.22241414,0.39963186,0.54780143,0.6308022,0.43291444
0.13950098,0.27443942,0.41801882,0.30422193,0.090669334
0.4205696,0.34190655,0.6878186,0.56170154,0.71783984
0.61006093,0.76302665,0.35474473,0.53710043,0.7468412
0.18411183,0.49954548,0.63883936,0.76792824,0.25800693
0.4500677,0.8176996,0.29757893,0.697927,0.38243058
0.41088486,0.4595322,0.64642006,0.64718616,0.89083374
0.508623,0.22650406,0.8579348,0.51540434,0.85750526
0.6270427,0.14429593,0.71913445,0.19070727,0.61993766
0.09911424,0.59544015,0.56643724,0.94390893,0.28605592
0.24839455,0.5971184,0.5594743,0.7804614,0.40941238
0.81213045,0.5973941,0.34921739,0.27688682,0.35911164
0.6466449,0.7124746,0.31366938,0.41355482,0.1895814
0.7076043,0.22476473,0.8201994,0.27676138,0.49395558
0.73262537,0.7808503,0.17901745,0.39207458,0.26693153
0.7133875,0.35261592,0.5592776,0.2364741,0.4775777
0.5983403,0.54010975,0.5487382,0.2683562,0.722978
0.31560075,0.60894716,0.6076853,0.9053148,0.49400613
0.4974325,0.60548806,0.5148583,0.6177292,0.5904128
0.5863934,0.2585419,0.62948126,0.32602304,0.5703548
0.84471893,0.6469104,0.28378844,0.28656232,0.3763744
0.8963629,0.600532,0.27983537,0.15931466,0.61115974
0.5380209,0.81425637,0.25690967,0.73054475,0.5207798
0.17382231,0.59533715,0.53705895,0.89875287,0.35781682
0.61783236,0.7403288,0.2917354,0.51695454,0.27141216
0.43395916,0.67440534,0.32881868,0.85037947,0.25250363
0.7558994,0.62867844,0.3714345,0.38080752,0.4645174
0.558996,0.6856899,0.38044357,0.5600283,0.44485345
0.42174432,0.6370742,0.42836583,0.6750866,0.27962735
0.4037204,0.9056822,0.45348027,0.6171919,0.12722746
0.31625342,0.4342702,0.41020423,0.5581391,0.30014694
0.5660492,0.8194246,0.23994619,0.6959994,0.48794428
0.46049923,0.91088533,0.4918498,0.5240484,0.07079652
0.87875354,0.72134674,0.2475183,0.21782073,0.6708293
0.6982816,0.5613319,0.40847677,0.38002524,0.6812929
0.43841344,0.3947873,0.6783675,0.5168962,0.6003792
0.7764143,0.6892983,0.19762444,0.37895757,0.56403625
0.56726646,0.89971256,0.26268566,0.60501623,0.1886963
0.5992662,0.22457984,0.8042668,0.3395921,0.6798914
0.15173382,0.67417926,0.6478726,0.5479561,0.97862947
0.62991565,0.75659883,0.30398595,0.5578104,0.32306862
0.85657525,0.63317454,0.23344347,0.2609495,0.45392933
0.7059082,0.47506803,0.40451974,0.4853218,0.57125336
0.5044467,0.70288223,0.38217822,0.6551371,0.6297989
0.69928163,0.5911834,0.37786752,0.42583454,0.7444421
0.5142843,0.68162817,0.38626224,0.5860852,0.50001615
0.31702894,0.39009404,0.47034237,0.3694031,0.12947816
0.8418402,0.63176537,0.37117493,0.36665297,0.571685
0.6385345,0.86863184,0.14978904,0.6361651,0.39094642
0.5042407,0.79015064,0.60196054,0.57592297,0.75824916
0.737713,0.4262632,0.48795295,0.26068646,0.6953559
0.76004446,0.5620018,0.42106846,0.34070367,0.5062699
0.5974857,0.82644176,0.2810631,0.6612863,0.42012548
0.5442838,0.70479137,0.41045296,0.591514,0.6087369
0.8265709,0.5797507,0.25265622,0.23623839,0.5568358
0.69436276,0.5600831,0.39461192,0.36510643,0.71899366
0.7808571,0.3316775,0.60021806,0.20143688,0.50463873
0.5496803,0.6836735,0.3432353,0.56907266,0.4697956
0.39145517,0.8999373,0.47545272,0.60176176,0.18104485
0.5947488,0.87878406,0.15617931,0.69460416,0.33061776
0.18022448,0.696298,0.43430176,0.86158526,0.3061856
0.16093317,0.4561488,0.66918015,0.592812,0.42022672
0.6703536,0.7036738,0.30166233,0.44298515,0.3117541
0.47113788,0.7721527,0.31362027,0.67480767,0.5863225
0.6456307,0.685814,0.2884599,0.36658853,0.2529357
0.40944126,0.87259674,0.4525983,0.5627244,0.17668402
0.81281793,0.32757795,0.6220912,0.16607577,0.45930853
0.69068956,0.18516701,0.72781837,0.15954202,0.44555882
0.7117594,0.9571623,0.41170594,0.45705655,0.5143533
0.8521599,0.5535173,0.37692064,0.17845753,0.5353299
0.7097523,0.5262942,0.33082604,0.31270117,0.77862954
0.55559856,0.5805829,0.47010148,0.49031675,0.78590333
0.5364372,0.16958669,0.94778115,0.46113536,0.5074445
0.57620794,0.8809602,0.29945502,0.6693636,0.2806625
0.75199205,0.6198775,0.37336385,0.37601066,0.51458764
0.6084826,0.55440223,0.48856387,0.3077615,0.7422576
0.7292434,0.5204831,0.4401831,0.30197895,0.5416628
0.5880294,0.4707082,0.5354755,0.49501833,0.44371375
0.73678446,0.6732868,0.25088784,0.44176447,0.5773542
0.7486004,0.9013382,0.3971907,0.6057672,0.85976636
0.8067677,0.4115722,0.5264797,0.2191495,0.5292307
0.48710197,0.59056073,0.48879036,0.5842517,0.6404012
0.4704578,0.78765094,0.29329556,0.8631315,0.4280639
0.23100087,0.90661585,0.0640727,0.6918422,0.4089624
0.7578867,0.80501974,0.11625162,0.48263878,0.3004533
0.7875421,0.6423309,0.26940134,0.37272304,0.49452853
0.5532662,0.8990871,0.28621107,0.65591466,0.22117808
0.29495382,0.7058234,0.44996905,0.71769583,0.36675024
0.12043789,0.72232294,0.49792746,0.86465883,0.7364684
0.45720387,0.8107519,0.3252017,0.6802906,0.36453336
0.5517638,0.8324022,0.20221904,0.7161759,0.5084835
0.7492133,0.6684388,0.29868826,0.4771076,0.61208284
0.65677613,0.70517594,0.33303332,0.45662647,0.2990333
0.43164778,0.44599494,0.6065953,0.6766178,0.83914
0.53389883,0.034064353,0.729387,0.3438307,0.9289229
0.6754835,0.7669163,0.31620562,0.5201845,0.6326757
0.4072427,0.7449767,0.3514611,0.81126297,0.44708958
0.81953,0.5790291,0.28851473,0.24285465,0.5685681
0.5276132,0.79064685,0.2660985,0.77345,0.57700866
0.5220034,0.8398298,0.21425918,0.763942,0.46189708
0.7027402,0.59078187,0.35653496,0.42708135,0.713017
0.7605952,0.5672267,0.40790424,0.3354052,0.5490058
0.74929494,0.7019411,0.17703766,0.4480389,0.5636805
0.26108876,0.71693534,0.4095119,0.84173566,0.45378438
0.83121234,0.680512,0.18004537,0.35788828,0.34303808
0.38468033,0.8034339,0.31815115,0.58817005,0.12532127
0.59124315,0.8449598,0.20618013,0.71834505,0.36963665
0.79350436,0.71479213,0.16663796,0.39313143,0.46875414
0.60463035,0.81392825,0.30167836,0.6268386,0.41564906
0.78140914,0.6517844,0.24352822,0.34335715,0.61937296
0.53605473,0.07253367,0.69858885,0.25297505,0.26194495
0.56890464,0.7161939,0.54961413,0.40726507,0.51945317
0.5084812,0.87704575,0.25711074,0.6976517,0.3088661
0.7176615,0.6955662,0.26111057,0.49285996,0.51695424
0.53371245,0.811576,0.28000924,0.7429853,0.5217513
0.58201116,0.6471918,0.43628958,0.4782047,0.17472506
0.47251388,0.2543021,0.86367273,0.553661,0.6659177
0.413979,0.7192716,0.46778357,0.7706493,0.63725305
0.8338742,0.2957699,0.68659455,0.19247952,0.4782561
0.86190313,0.63072026,0.26468858,0.25383747,0.4400766
0.6547232,0.6788506,0.33423185,0.37759978,0.23360956
0.43702614,0.70629317,0.37339944,0.87396145,0.5890738
0.5613425,0.8648593,0.12449065,0.7148682,0.5057001
0.5218064,0.7150365,0.35858047,0.59701914,0.53472155
0.63499,0.83667445,0.25364333,0.57599473,0.4476745
0.5345436,0.8321018,0.2920755,0.6817666,0.49239576
0.5277671,0.9145613,0.7444185,0.55301267,0.56368244
0.51837534,0.8581144,0.1705721,0.8000246,0.46392447
0.596315,0.28855523,0.71640015,0.32534564,0.32474577
0.8246219,0.6007573,0.3506057,0.29009336,0.41359714
0.6116579,0.7383539,0.26780614,0.5348652,0.24232109
0.60180545,0.8220011,0.20216644,0.6403074,0.38475043
0.47287357,0.73049307,0.35590905,0.66881275,0.42197746
0.40951347,0.5176635,0.656069,0.83521855,0.6727317
0.6361613,0.5912531,0.39678055,0.3559224,0.38528126
0.11490187,0.49276555,0.3084247,0.38850227,0.11534572
0.52649415,0.7038229,0.21828404,0.47631085,0.12365693
0.603457,0.7542026,0.32189354,0.6253853,0.5296162
0.62249744,0.8609854,0.2599184,0.56662446,0.39323527
0.67084134,0.25263998,0.7754481,0.39886698,0.44994578
0.6603569,0.7365523,0.3632126,0.47818452,0.35096174
0.81582385,0.79340595,0.18947485,0.46282375,0.23791724
0.62809765,0.52050656,0.5873491,0.29242405,0.07337108
0.6139193,0.7220843,0.26379037,0.52667224,0.16802919
0.6890712,0.74530566,0.26360735,0.5066074,0.37323165
0.5276099,0.08214927,0.9162216,0.3129475,0.2709569
0.21369931,0.74052465,0.3243544,0.7663878,0.61942506
0.8135587,0.60871756,0.37569886,0.3311743,0.47925046
0.7668443,0.69540584,0.1953496,0.41762558,0.5250489
0.7453593,0.55498904,0.4222162,0.380502,0.5143225
0.6383339,0.7659769,0.29303497,0.49937803,0.10561994
0.3717897,0.8675151,0.61312616,0.6910592,0.13511747
0.6836802,0.92000055,0.20859656,0.6957996,0.70869887
0.54362035,0.8900502,0.31849396,0.6075591,0.23085248
0.36923528,0.7510606,0.6432331,0.86374766,0.72160643
0.67651165,0.68689406,0.33927965,0.43268725,0.33676136
0.82262695,0.61028403,0.36926168,0.3044718,0.4630635
0.6144415,0.83897066,0.2528742,0.6333746,0.39029837
0.72659856,0.6712067,0.24487245,0.4630619,0.6117373
0.25938812,0.85180366,0.47417033,0.20132256,0.1634241
0.42219403,0.84933364,0.47400662,0.64909744,0.15287611
0.32944506,0.26803154,0.6651021,0.518677,0.27766293
