AlexNet_2d1,AlexNet_2d2,AlexNet_3d1,AlexNet_3d2,AlexNet_3d3
0.4424611,0.0579288,0.8353792,0.28229815,0.29869252
0.4789984,0.5491995,0.63865834,0.64831406,0.65799415
0.34426355,0.2750182,0.7064327,0.6918416,0.5579422
0.4648873,0.5280895,0.6690048,0.70090556,0.66353005
0.70719653,0.8789318,0.12701726,0.60291827,0.48451164
0.5108511,0.8518946,0.18464747,0.8229401,0.49543023
0.72679466,0.59992915,0.31687528,0.37625414,0.6478987
0.8316649,0.17028874,0.9070884,0.43573064,0.7817096
0.55819386,0.49019766,0.51411843,0.49481726,0.36468905
0.22345221,0.48026523,0.68862796,0.6760175,0.49829775
0.17317551,0.78941995,0.4412264,0.5503297,0.5777721
0.37536588,0.14210504,0.8079562,0.42666912,0.2449797
0.31206712,0.10613847,0.6909596,0.2928845,0.15328246
0.118762195,0.4876595,0.30935776,0.40274757,0.07838091
0.50502986,0.36846298,0.6530109,0.43443283,0.6450723
0.6506977,0.4185604,0.5280519,0.3580978,0.6670425
0.32816368,0.12213153,0.83796096,0.48681504,0.29263437
0.47580796,0.6716239,0.3350808,0.70743984,0.5257652
0.5687128,0.79983294,0.48873705,0.45651656,0.05153659
0.5152639,0.55991596,0.49531776,0.43708694,0.6277793
0.3330102,0.32582942,0.6284337,0.5076713,0.36724862
0.1533235,0.55836654,0.54612494,0.82497454,0.3531363
0.27782843,0.6712745,0.46476656,0.81980145,0.52020925
0.6829254,0.33694816,0.5799181,0.31315726,0.3807367
0.31399035,0.6843133,0.41739672,0.6598307,0.33883828
0.41396844,0.87905025,0.45092437,0.524988,0.17895737
0.884398,0.76151127,0.058834046,0.44039056,0.46460927
0.50432223,0.30659115,0.72203165,0.48517627,0.61481345
0.53833383,0.28820187,0.762579,0.41240764,0.6041958
0.67553365,0.7642773,0.3161543,0.49944723,0.65762985
0.6445778,0.09143236,0.7488254,0.23229009,0.66508675
0.5964423,0.21094057,0.78813267,0.34041196,0.60482836
0.18836796,0.64219207,0.50791097,0.6723519,0.49876374
0.6689153,0.31691885,0.629014,0.29391247,0.3877637
0.34070927,0.10492957,0.8654122,0.4504571,0.16436055
0.21862349,0.5846909,0.51290655,0.66997874,0.41954935
0.60665643,0.28653005,0.71084225,0.2996164,0.3566355
0.2813195,0.46974972,0.57768595,0.64416057,0.20820019
0.25593105,0.57629263,0.619501,0.7637936,0.4848062
0.76177275,0.12846303,0.6448677,0.14121631,0.7292731
0.5219941,0.60385406,0.45245454,0.50945437,0.63571835
0.37192315,0.30826843,0.7066535,0.52786934,0.65629065
0.23995614,0.7164482,0.38679245,0.80192465,0.40239307
0.62841475,0.51890707,0.5995125,0.2816942,0.10643917
0.726444,0.58599395,0.36815298,0.35278118,0.64875484
0.4094515,0.17846379,0.7983734,0.54621404,0.35734892
0.71834034,0.12487596,0.81441605,0.101637095,0.58932316
0.617941,0.25990826,0.7324697,0.41497287,0.4215241
0.3505956,0.6801463,0.39186352,0.8666004,0.7339741
0.3684447,0.9777566,0.7191132,0.965611,0.45420924
0.25489953,0.53627527,0.6008358,0.8130927,0.37260088
0.29276532,0.4343835,0.49502927,0.633216,0.25204742
0.75880545,0.7109311,0.20058522,0.4719804,0.4523436
0.30051312,0.5257647,0.68973184,0.71534044,0.5267217
0.53921247,0.5786202,0.45808956,0.52809376,0.7337562
0.3549138,0.124489576,0.85240155,0.44821563,0.22152135
0.20720205,0.3896113,0.42763257,0.4516828,0.105574906
0.41096932,0.28302774,0.6460334,0.5451523,0.44258186
0.27853334,0.38819686,0.5268834,0.43246502,0.22480223
0.35335943,0.7179517,0.55399007,0.82323813,0.60938853
0.49693298,0.6662482,0.40668726,0.6195029,0.5413599
0.12190139,0.56016475,0.51806474,0.55893016,0.98455733
0.6531392,0.29326183,0.6598862,0.22248694,0.6767762
0.3294099,0.7719772,0.44256887,0.4539419,0.46649915
0.49043602,0.111267,0.94570076,0.5975822,0.6220306
0.0007070303,0.45891976,0.7633133,0.92176175,0.58864415
0.45524436,0.837453,0.6835987,0.4839422,0.54825693
0.6782987,0.6486291,0.4039736,0.45400196,0.3911022
0.10974273,0.535432,0.73789996,0.8200523,0.30260873
0.25074452,0.42338347,0.495819,0.46871752,0.17413944
0.45276594,0.7990724,0.32165483,0.71232307,0.40833756
0.5671339,0.83573794,0.20302287,0.6569063,0.5127797
0.55706644,0.21036074,0.83745635,0.38791975,0.6897331
0.5685449,0.66533095,0.42265892,0.57842857,0.40932408
0.19522366,0.6863464,0.47624895,0.8471799,0.34190106
0.61579406,0.24180284,0.68174607,0.25447357,0.52154124
0.4796344,0.28032154,0.78296864,0.5191778,0.8274183
0.54111534,0.56849813,0.4522256,0.48814845,0.72571105
0.46968815,0.8673918,0.55295604,0.5645958,0.2013528
0.34995258,0.32239562,0.60459477,0.4592483,0.35624278
0.79527146,0.32319772,0.5884265,0.18850091,0.4530169
0.8596872,0.482161,0.5364132,0.13543868,0.41326383
0.33902234,0.42479706,0.4804878,0.22369567,0.21891108
0.26913318,0.48383433,0.5662604,0.7121171,0.21209148
0.25366643,0.5709323,0.6496908,0.72939557,0.49309605
0.23386657,0.6108821,0.5553733,0.72934914,0.591292
0.63091046,0.4370384,0.573258,0.44113874,0.4459828
0.71405965,0.16688043,0.7286656,0.1651381,0.5641451
0.7081113,0.22195715,0.83254266,0.2565996,0.5133664
0.7348024,0.75810266,0.14667958,0.52309096,0.40904033
0.6306166,0.5789569,0.44046548,0.34408253,0.4073354
0.8736403,0.56648266,0.28525895,0.19839579,0.50413644
0.7705106,0.5005052,0.4529966,0.13138354,0.53118956
0.6078942,0.37830597,0.6018971,0.35884574,0.5598978
0.3769707,0.23769972,0.68445647,0.46301115,0.28972664
0.6825414,0.9233774,0.2211566,0.73253775,0.7217788
0.4856676,0.62427473,0.4451318,0.59070945,0.75730646
0.040124565,0.5349945,0.66426,0.94727373,0.5717448
0.59332544,0.7254193,0.34598595,0.5396373,0.8599819
0.6324462,0.39685363,0.55403316,0.27476996,0.6445744
0.5974931,0.31433097,0.70686245,0.4006234,0.49198076
0.8390579,0.46985,0.51624966,0.18442434,0.42586997
0.5165706,0.18151015,0.9761077,0.44102773,0.5929061
0.3076668,0.46334067,0.43302572,0.82013357,0.68733525
0.5378171,0.1120497,0.76783955,0.26765653,0.31059843
0.2852826,0.15964487,0.8742056,0.52806985,0.25853336
0.8078822,0.47867054,0.44816566,0.22336462,0.47238308
0.33788365,0.37042972,0.56422776,0.52968717,0.5704744
0.5667848,0.26982734,0.64219725,0.31585893,0.67376286
0.43471742,0.62649196,0.33804724,0.6283697,0.7113235
0.32069707,0.6962521,0.40800247,0.69669306,0.34110457
0.71983975,0.07966286,0.7333788,0.08986741,0.71060216
0.6107215,0.23690909,0.6685959,0.27783355,0.54039174
0.30821872,0.852579,0.71939594,0.6306754,0.38543928
0.2550509,0.493509,0.5759871,0.783024,0.28523594
0.24133459,0.40556642,0.53870183,0.63555,0.29233074
0.48224434,0.25407252,0.87448347,0.5371145,0.6110357
0.19830978,0.52407575,0.6125014,0.7000761,0.4232998
0.06938708,0.43716013,0.71738887,0.87869394,0.77917457
0.41382173,0.7601741,0.30564013,0.78207266,0.4702629
0.3937893,0.24657148,0.70602596,0.5469603,0.43025267
0.27984816,0.79546165,0.4773101,0.8850989,0.21234965
0.26498738,0.6546013,0.44861743,0.79530156,0.2916035
0.5789439,0.20523334,0.8571243,0.34343708,0.6353068
0.44137996,0.5318449,0.84499097,0.7608463,0.45423293
0.49563855,0.84301114,0.2052921,0.80603015,0.5713221
0.3548686,0.38567635,0.45272934,0.4947384,0.98680663
0.60440147,0.88018084,0.18443194,0.6810232,0.299886
0.41736856,0.42321888,0.8362552,0.67447484,0.6632938
0.23373452,0.66083217,0.48666972,0.7847786,0.43551528
0.69803065,0.7005282,0.23609403,0.4113176,0.2590506
0.04283005,0.47817564,0.7486833,0.84596825,0.67658854
0.54010826,0.5086718,0.5375133,0.50729465,0.5173197
0.33089817,0.53523844,0.73244625,0.77515316,0.45282084
0.26844376,0.8461077,0.44443828,0.16925061,0.1737479
0.8437233,0.38242415,0.6110013,0.07978478,0.56418335
0.755151,0.516765,0.49400455,0.30131635,0.47272092
0.940546,0.48406205,0.3695442,0.04582566,0.5154692
0.2546951,0.63578784,0.44500533,0.9076004,0.47700363
0.6451544,0.25343958,0.7293707,0.308424,0.4347643
0.5891123,0.34776154,0.6663277,0.38389492,0.574223
0.6277785,0.08950472,0.80943954,0.2067712,0.6565685
0.30111533,0.2566699,0.7199894,0.4872992,0.20270962
0.28332648,0.3031721,0.6529398,0.43070635,0.15628847
0.6555886,0.84306824,0.16771856,0.57779765,0.4450175
0.21714488,0.6754353,0.4526836,0.7794119,0.37578207
0.25156918,0.3387696,0.6718376,0.5706955,0.31803644
0.2313295,0.62097883,0.5393752,0.740489,0.5466351
0.47964397,0.36988938,0.7386236,0.58092076,0.80975974
0.3868425,0.40137264,0.5525815,0.55943406,0.69090986
0.59286183,0.629145,0.39455006,0.268291,0.12257025
0.30820015,0.6275757,0.5527264,0.9219412,0.42833197
0.48356423,0.52888024,0.5383133,0.68451726,0.92213553
0.7598672,0.16076314,0.8092276,0.081389815,0.4885168
0.4772434,0.61781335,0.43076375,0.6071892,0.727282
0.47329718,0.23085135,0.8025707,0.6073637,0.65575826
0.7043297,0.43208408,0.4160797,0.29789627,0.72628325
0.08708733,0.562603,0.561701,0.817559,0.1859934
0.5934874,0.5663307,0.50634885,0.41747802,0.7869288
0.43718058,0.103566766,0.8306781,0.31948483,0.31023663
0.6825414,0.9233774,0.2211566,0.73253775,0.7217788
0.6222422,0.095333874,0.7934047,0.22918808,0.6388515
0.27391726,0.64818114,0.5289635,0.84572494,0.42613575
0.49463296,0.59919643,0.48411384,0.6032357,0.5779269
0.20569485,0.72839576,0.39654037,0.7812151,0.3350044
0.27419257,0.47814432,0.60258764,0.6818738,0.20892295
0.17004094,0.5757046,0.62968475,0.67888886,0.46714944
0.6319665,0.8967916,0.19844544,0.64901745,0.19431815
0.48406342,0.8838115,0.3757205,0.5699952,0.14923236
0.74311554,0.57610786,0.3692821,0.47489834,0.4735157
0.3920918,0.83110404,0.5172629,0.6491247,0.037714064
0.14234698,0.5446859,0.41990924,0.22627768,0.7754837
0.7820045,0.52097386,0.40981907,0.29582417,0.28712288
0.7477982,0.9285873,0.45516735,0.6819949,0.9050236
0.5001841,0.8027712,0.58012956,0.58311874,0.8069589
0.5114849,0.070925,0.6747944,0.23317039,0.21710601
0.8366212,0.49209273,0.43440577,0.14108971,0.3954025
0.59467864,0.24605978,0.6546234,0.29312384,0.56634885
0.39160442,0.20188844,0.6485168,0.36981046,0.29725686
0.38652253,0.3818338,0.57430184,0.55022144,0.6542346
0.5080405,0.30118757,0.75184363,0.4821289,0.61723924
0.9102715,0.33221257,0.6324475,0.06439361,0.33458132
0.5294832,0.45896214,0.5436497,0.38975492,0.34052843
0.42107916,0.4504074,0.6122786,0.6550731,0.8804257
0.54511017,0.7983489,0.22430241,0.6816077,0.5661509
0.1704365,0.28044936,0.58178616,0.4736092,0.5201634
0.6199392,0.57897717,0.47313166,0.36017674,0.38946193
0.25125253,0.68122387,0.45260194,0.7766902,0.4513784
0.6113222,0.24121639,0.65959036,0.24077302,0.55791134
0.59780014,0.3518106,0.648491,0.43107548,0.5549345
0.6943011,0.21264234,0.85520256,0.35989168,0.5207007
0.61749333,0.2707283,0.73029125,0.45934486,0.4142068
0.59331715,0.30301768,0.71752477,0.385777,0.54227036
0.6754123,0.44792467,0.46333975,0.42540798,0.67966974
0.6690811,0.20877406,0.7833773,0.29173222,0.4246751
0.6139777,0.8285603,0.2368744,0.64015573,0.42634928
0.70300597,0.61181,0.30509132,0.42942733,0.72916913
0.27861345,0.44065142,0.50819737,0.5776538,0.26410955
0.2398631,0.64271617,0.51960546,0.7765442,0.5336977
0.5155662,0.7675024,0.5250534,0.5704996,0.7398111
0.19463488,0.6650555,0.4741272,0.67556095,0.43149734
0.29794544,0.5993206,0.57048947,0.82289827,0.5471358
0.46799648,0.43185258,0.562647,0.45640576,0.6443001
0.580539,0.31180128,0.75704426,0.39164758,0.51590896
0.59314996,0.70235306,0.3267178,0.5458946,0.5211685
0.5857728,0.90464413,0.24286455,0.6617617,0.26262522
0.24631706,0.543122,0.48534605,0.89301157,0.41430005
0.6066405,0.19006631,0.7287161,0.31041476,0.056513578
0.10150954,0.6544957,0.60018986,0.99473834,0.44628423
0.33089972,0.5352351,0.7438451,0.7691783,0.43666053
0.29214528,0.49735826,0.67724323,0.8979731,0.6430482
0.65468204,0.29578662,0.6573884,0.19050041,0.66131043
0.2805019,0.5502972,0.7038491,0.7206455,0.39529398
0.49105155,0.19309491,0.88335484,0.5514999,0.52847403
0.4350998,0.95524114,0.54487264,0.6333449,0.853366
0.15129063,0.8260493,0.31896752,0.9089271,0.6698636
0.6872574,0.24545977,0.80901086,0.3241796,0.53583944
0.23088792,0.69352937,0.41894215,0.7378085,0.4562001
0.22737336,0.49619192,0.6005732,0.7096356,0.32136858
0.22135165,0.31132564,0.7198185,0.5546756,0.15696499
0.24453408,0.6579238,0.5065256,0.8170111,0.45421094
0.32945645,0.64867306,0.31390804,0.87803125,0.4431786
0.5571615,0.8100463,0.5438897,0.4887041,0.9116176
0.72706294,0.12462169,0.7857313,0.08705515,0.63326675
0.31854844,0.6697384,0.43109024,0.5714315,0.94048876
0.58350503,0.76323557,0.33203208,0.56063014,0.2208614
0.3312813,0.14870238,0.8141911,0.52166396,0.203379
0.43464443,0.24222824,0.65406513,0.36645195,0.71012294
0.5498334,0.25912088,0.6388026,0.30402914,0.7414433
0.7453029,0.36254227,0.8332801,0.5813713,0.84143984
0.42714202,0.4647182,0.69964993,0.6819001,0.89173853
0.5637261,0.52618206,0.5165587,0.73135674,0.7388712
0.8078283,0.61743283,0.31279585,0.31857952,0.41099688
0.457967,0.25782067,0.68143266,0.30352682,0.84114903
0.67353904,0.5342927,0.21296933,0.35013595,0.77954453
0.76177335,0.12846243,0.6473608,0.12557259,0.71527314
0.79121363,0.48662496,0.457119,0.26036718,0.43531677
0.9659373,0.55621785,0.25973728,0.071733266,0.53484744
0.7309976,0.37820464,0.5577083,0.22737205,0.7743852
0.33698538,0.60162395,0.6055182,0.70841277,0.64070946
0.3973616,0.88745344,0.46492743,0.5715861,0.13503131
0.7282421,0.76195943,0.14642256,0.5464359,0.38120946
0.15502799,0.7396155,0.4706566,0.92004216,0.3836254
0.2076709,0.57947874,0.5478462,0.70719,0.42469767
0.14943534,0.5686589,0.53426504,0.8472252,0.3137449
0.2829546,0.51924133,0.73693657,0.7723421,0.38509548
0.81212234,0.107485175,0.7913442,0.113960266,0.3706367
0.60472465,0.489945,0.5653203,0.45931694,1.0
0.68127763,0.3622722,0.53845215,0.2953794,0.345726
0.36672306,0.52818376,0.78938705,0.7879442,0.5558586
0.524672,0.300066,0.79412967,0.5019435,0.6267811
0.25418285,0.19422847,0.8297249,0.60536647,0.32031375
0.34502834,0.24162582,0.730229,0.4796808,0.37153912
0.3081656,0.6032293,0.58191943,0.83912885,0.49497995
0.39474484,0.30080414,0.9123084,0.57650316,0.759142
0.2520319,0.42073822,0.5086954,0.44954878,0.14651665
0.22924191,0.6201899,0.55930257,0.76262116,0.55120397
0.581288,0.61364305,0.39012593,0.5373595,0.60546875
0.63171726,0.36448717,0.55551654,0.31191134,0.4944818
0.7567531,0.7780227,0.16286054,0.47677577,0.33595568
0.51076114,0.588753,0.49972144,0.35964066,0.58744514
0.7317119,0.62407804,0.24617499,0.2753731,0.20595184
0.19942147,0.702481,0.4189831,0.83095646,0.36285728
0.5663021,0.25379124,0.6615774,0.27698186,0.6253568
0.39761102,0.12494993,0.87844956,0.5353244,0.35454214
0.65700823,0.15594885,0.84975046,0.15271074,0.49864137
0.21853161,0.5182575,0.6359117,0.6754742,0.35694587
0.5555134,0.44641477,0.61185956,0.4125434,0.54168946
0.39328957,0.50204223,0.6327927,0.7294618,0.5858199
0.71337855,0.1974186,0.6825643,0.1619637,0.54446864
0.652808,0.79041016,0.17644659,0.63504416,0.57400435
0.23888174,0.7320492,0.3547379,0.7745379,0.38725746
0.22803935,0.5619498,0.54415333,0.6944448,0.36828244
0.5650666,0.2641313,0.6337459,0.28812963,0.65112275
0.61731994,1.0,0.2357257,0.826995,0.67083085
0.7907367,0.7362492,0.17069942,0.4293639,0.43584886
0.5412334,0.74483216,0.3282121,0.6175121,0.33927825
0.8127743,0.6761998,0.19395104,0.31361797,0.47698364
0.32036138,0.19681457,0.7664438,0.5971931,0.33753338
0.13924181,0.46169347,0.36249965,0.087929666,0.34976566
0.6169918,0.09234133,0.82544005,0.22602308,0.6907974
0.2643358,0.4003737,0.48909283,0.4726247,0.23536375
0.2869978,0.300767,0.66949886,0.4541168,0.17035082
0.8146344,0.4848985,0.43902802,0.22471774,0.50907236
0.22649553,0.49242407,0.6183702,0.6861455,0.29962313
0.88666415,0.4544742,0.42387313,0.16801801,0.6215541
0.42673364,0.7416406,0.3231386,0.8185152,0.6818809
0.3475348,0.07130718,0.8482415,0.34339982,0.20384747
0.5758224,0.12698546,0.935374,0.2478596,0.5887888
0.73227036,0.6507107,0.21818185,0.37751937,0.68251956
0.8418061,0.611219,0.32357085,0.27387208,0.45593417
0.3054309,0.11766082,0.7189746,0.313666,0.18173611
0.20100704,0.21025443,0.85013574,0.6073772,0.16665149
0.43260244,0.5670062,0.5408105,0.75223684,0.7991177
0.20392355,0.3395938,0.7216066,0.60169435,0.1666461
0.41656202,0.22366169,0.72085506,0.43150222,0.2431286
0.26041517,0.5160165,0.6361411,0.7724335,0.34496656
0.79029685,0.38892812,0.6546841,0.1879093,0.78890324
0.22370085,0.30858618,0.72244906,0.53335494,0.12945384
0.95056,0.6214192,0.24966621,0.17262489,0.32718682
0.19828072,0.3408703,0.7004614,0.5979918,0.12725952
0.26848474,0.5573897,0.61837757,0.78982425,0.42970973
0.6283052,0.36390108,0.57764643,0.33698004,0.47970667
0.44680926,0.32836288,0.6503051,0.4342215,0.8051523
0.51847655,0.103452444,0.885773,0.39684337,0.42797765
0.6301679,0.08528429,0.7865212,0.19216454,0.6783008
0.27910843,0.79379237,0.49833664,0.88005996,0.24595563
0.40624678,0.10625726,0.8508819,0.38493028,0.31997514
0.4728444,0.5019456,0.7308344,0.73692304,0.7174246
0.41336095,0.7426512,0.33848703,0.7935374,0.48657617
0.3672197,0.27758306,0.62609375,0.42850873,0.22426826
0.4227918,0.11064941,0.830793,0.36526662,0.2652889
0.856874,0.33370334,0.6374914,0.09400734,0.4182879
0.41934577,0.18058494,0.79446733,0.5045015,0.36201298
0.3673721,0.18448439,0.8046429,0.3002752,0.20513493
0.25989658,0.58190745,0.6021976,0.77416253,0.5129108
0.25379035,0.6893333,0.45768952,0.8185107,0.45976403
0.6865541,0.21983075,0.8349265,0.3473006,0.468973
0.325148,0.32105464,0.62410605,0.51004887,0.3238711
0.50837827,0.7439932,0.49189192,0.47905055,0.8364973
0.23188898,0.38027754,0.6493139,0.643916,0.14200929
0.6184908,0.21411237,0.7204663,0.29540533,0.6316153
0.6995402,0.27123824,0.6606307,0.3874105,0.4622459
0.23017177,0.72230035,0.36277074,0.81775504,0.36249623
0.23588672,0.6721739,0.49316755,0.8140084,0.39637446
0.6862129,0.7919309,0.25609758,0.57305926,0.64983493
0.39505845,0.2720721,0.5929016,0.36223158,0.7283731
0.5853152,0.16563985,0.8974632,0.33593386,0.5755646
0.6341368,0.3284682,0.74165463,0.640898,0.6093337
0.5586431,0.35624486,0.60871917,0.42542875,0.42004728
0.6492055,0.37139726,0.6994953,0.5179651,0.48237723
0.25282145,0.5147723,0.6716324,0.76983076,0.32693022
0.55085033,0.47562668,0.47852173,0.4710725,0.9102512
0.46895945,0.29456815,0.74806154,0.38941246,0.77644217
0.49104336,0.19386011,0.85877764,0.5500734,0.5291218
0.661191,0.20308995,0.7818519,0.26359874,0.45266944
0.9199908,0.46450996,0.42942247,0.0891819,0.59157014
0.82675284,0.36019605,0.62161064,0.15338424,0.5194261
0.8849104,0.6195321,0.25116467,0.22548145,0.39916664
0.5830922,0.07889423,0.7541487,0.31967038,0.78960264
0.8179002,0.47386622,0.412083,0.19576538,0.42587012
0.28957832,0.6404414,0.55793667,0.8605335,0.46541053
0.09911424,0.59544015,0.56643724,0.94390893,0.28605592
0.29867065,0.32429945,0.58908874,0.52337354,0.27848864
0.21954381,0.25610608,0.7632666,0.65719527,0.2625326
0.6117242,0.23277748,0.6945262,0.27327538,0.5735191
0.5694072,0.18548137,0.7992165,0.42504427,0.791114
0.81212234,0.107485175,0.7913442,0.113960266,0.3706367
0.63916004,0.4434421,0.3097114,0.23869228,0.77789056
0.7218568,0.25851688,0.7429526,0.21194017,0.40788972
0.8320779,0.61346793,0.37775505,0.2731583,0.45884746
0.81159854,0.5375117,0.37519428,0.2391417,0.6274916
0.22529548,0.66010433,0.5027889,0.76306504,0.41074497
0.6431051,0.35163963,0.78469193,0.42479706,0.8894961
0.7198404,0.2814412,0.61382854,0.3725462,0.48782974
0.4673027,0.3204683,0.7079569,0.43549132,0.7558186
0.5622963,0.1346201,0.93397987,0.2909846,0.53132296
0.63371193,0.2089653,0.7386146,0.23873428,0.54460293
0.5221551,0.33242744,0.7691326,0.3958772,0.7030907
0.35368198,0.8968256,0.73379326,0.57364494,0.056045413
0.3576877,0.65718526,0.51117945,0.9670362,0.4709622
0.6324465,0.5757168,0.44986156,0.3143346,0.40682474
0.6901834,0.71855474,0.2623773,0.38954318,0.31449878
0.48425612,0.36778063,0.75601256,0.5952039,0.78277105
0.5308701,0.17677602,0.9400263,0.47828227,0.5446067
0.74270445,0.4511159,0.480431,0.40900353,0.23379257
0.12368232,0.6186203,0.5005545,0.48018515,0.60141313
0.3262111,0.16713217,0.78581405,0.4974393,0.2791909
0.20310408,0.38603723,0.7213765,0.7033646,0.2504509
0.23977032,0.6840278,0.455833,0.7411921,0.42328194
0.23680475,0.5003278,0.59894764,0.7452439,0.34308326
0.47801888,0.3737558,0.7291559,0.5956983,0.83114564
0.22967875,0.7104679,0.37704197,0.7489834,0.42678195
0.80912596,0.2805248,0.63787025,0.27235532,0.5214154
0.57960635,0.30177826,0.7452031,0.4230222,0.48818612
0.40222076,0.2385765,0.70604384,0.46672514,0.25983077
0.30164173,0.9150929,0.38992655,0.4806967,0.902177
0.7920232,0.2022689,0.9813581,0.55027854,0.5172038
0.9311628,0.47714242,0.41111976,0.078206,0.54632735
0.44670418,0.2654511,0.64440024,0.31670743,0.8132794
