ResNet101_2d1,ResNet101_2d2,ResNet101_3d1,ResNet101_3d2,ResNet101_3d3
0.23072234,0.45544618,0.26321906,0.5763867,0.24123524
0.6625918,0.7029554,0.6078148,0.6613134,0.35078096
0.23907322,0.51970017,0.35630935,0.65238273,0.3256048
0.7294478,0.4907505,0.7526041,0.30711132,0.5933857
0.8870482,0.58562225,0.8952271,0.54980314,0.45499
0.023210108,0.48239172,0.048460513,0.46203864,0.49202934
0.7651193,0.73228115,0.7401424,0.7150252,0.3841022
0.36444676,0.64010996,0.2201623,0.5002309,0.5795766
0.5745103,0.660395,0.5679871,0.6776732,0.6048918
0.26924464,0.23435935,0.38706237,0.50371134,0.20328212
0.4592771,0.71186864,0.42946053,0.54217887,0.5558695
0.21467006,0.5718854,0.2970276,0.6929204,0.41480595
0.6071446,0.8859627,0.5799396,0.825763,0.420668
0.4679712,0.6505001,0.519843,0.76431245,0.78628355
0.2999151,0.51885605,0.22735387,0.43692556,0.50115144
0.22077993,0.62945276,0.26172012,0.664486,0.47856832
0.62305254,0.41508523,0.6369562,0.4487546,0.5499477
0.5817058,0.7503153,0.51191115,0.7893635,0.48172954
0.41449243,0.692544,0.43503243,0.5825123,0.8100367
0.78321457,0.5100953,0.73469925,0.70896024,0.62325335
0.54543453,0.06357601,0.5334568,0.15699926,0.111760676
0.66689694,0.5241529,0.62225944,0.45677504,0.6843608
0.120134026,0.7074894,0.09467402,0.7365154,0.620324
0.7791425,0.7873728,0.81504256,0.8387488,0.57565
0.14631736,0.6926645,0.1825741,0.56377083,0.69653517
0.8498816,0.7657373,0.83148223,0.7378613,0.31363654
0.22881243,0.48045006,0.3035536,0.6709268,0.22905412
0.5196599,0.8679744,0.458421,0.76236886,0.27166688
0.43846157,0.43834952,0.48659098,0.48439047,0.31000906
0.45933765,0.18208614,0.4023835,0.19126433,0.42610788
0.92774963,0.698436,0.88195467,0.7341765,0.6172786
0.5963591,0.39568818,0.6317755,0.35932535,0.5651513
0.57036203,0.83188593,0.56529224,0.76208377,0.4592232
0.62170804,0.5015498,0.62470716,0.26700836,0.78660226
0.71841145,0.2987457,0.63565826,0.35537755,0.3715413
0.15620235,0.30454394,0.22112629,0.35172737,0.28502446
0.64404833,0.38850945,0.6914549,0.43885723,0.5156648
0.76401436,0.65253156,0.7815131,0.611423,0.34152734
0.07598555,0.65874684,0.0026010275,0.5819981,0.5895314
0.5768622,0.43754634,0.5706575,0.45598847,0.53047764
0.5526314,0.4924008,0.5039225,0.37932134,0.6124508
0.17448917,0.51137346,0.19724515,0.5246263,0.44206822
0.7695348,0.8465151,0.71260875,0.8322319,0.68757844
0.74518335,0.426223,0.71762913,0.50675005,0.14083624
0.3870175,0.8257148,0.4262758,0.92656696,0.5143783
0.96374,0.740654,0.96864533,0.71827245,0.38368618
0.31508029,0.76997554,0.37848455,0.74088764,0.7698941
0.35173368,0.55996954,0.21831861,0.47935826,0.6692019
0.1744481,0.6994276,0.1487216,0.6527375,0.66141737
0.45619226,0.46844947,0.48602164,0.43636474,0.43915334
0.3684169,0.5994722,0.2872914,0.46618435,0.7239716
0.83703065,0.7080935,0.8091999,0.7425351,0.58997476
0.32058138,0.555484,0.33854753,0.51807314,0.6427944
0.9923694,0.6415936,0.75449157,0.7478081,0.68235445
0.6640011,0.4286114,0.57690984,0.44670913,0.3363874
0.68237305,0.5958305,0.64639044,0.5381547,0.55501
0.25865942,0.6780522,0.29048938,0.6736418,0.6404114
0.3974082,0.60559505,0.3636237,0.47373742,0.6920676
0.9381347,0.6754528,0.900413,0.6945639,0.57627916
0.56269896,0.30991945,0.5503449,0.21680161,0.6453991
0.12114099,0.6295487,0.08753595,0.6286951,0.5086101
0.9323776,0.7523063,0.9129759,0.66081136,0.65651876
0.68691915,0.90588456,0.5909121,0.8600486,0.53736514
0.11023289,0.5435426,0.14369872,0.3759372,0.6890419
0.37282968,0.1503847,0.3348381,0.12500045,0.40548676
0.43198895,0.8055228,0.44361183,0.79336053,0.47078046
0.5722955,0.57514,0.5768252,0.40701032,0.83797216
0.106791556,0.56780255,0.049152225,0.530727,0.52824336
0.79323184,0.5639835,0.7964325,0.57920563,0.7313336
0.94045556,0.6595506,0.8658182,0.674177,0.578816
0.22338188,0.27458298,0.27773428,0.3818014,0.08367053
0.44795302,0.56235206,0.36807716,0.46169704,0.49653405
0.5171235,0.609817,0.48718154,0.515118,0.88185275
0.25689697,0.5397272,0.3900241,0.64080936,0.34655043
0.36270946,0.5362407,0.28556952,0.50155306,0.85351896
0.33901554,0.43381566,0.3245204,0.3253009,0.6888285
0.13666415,0.5292876,0.19330046,0.40096202,0.69818425
0.06444538,0.39789882,0.095766604,0.33112,0.46043172
0.42126578,0.8251637,0.40277994,0.80837405,0.3995464
0.13034049,0.54878,0.16283607,0.45668173,0.6887031
0.59213483,0.65253615,0.5876574,0.6179451,0.60192174
0.37690714,0.8935919,0.33557847,0.8310106,0.33204073
0.76740634,0.896605,0.6400897,0.9057819,0.58217406
0.47277263,0.53010875,0.39987203,0.39162803,0.5409711
0.5922975,0.9148978,0.55280864,0.8956997,0.40858978
0.22327158,0.67323273,0.26297307,0.6958551,0.54876244
0.7255383,0.73906994,0.9514663,0.47166848,0.50968593
0.15313342,0.5356904,0.28872576,0.48838717,0.512084
0.91181546,0.66221446,0.84024954,0.6775327,0.51490307
0.22573861,0.62911433,0.2857758,0.6590501,0.5014662
0.36366642,0.658822,0.43568966,0.5761873,0.6576514
0.5586978,0.41076553,0.5371892,0.39469472,0.5573334
0.3772215,0.9047183,0.3042221,0.7953257,0.33101517
0.2066643,0.7014017,0.2605787,0.60906196,0.66134995
0.4605782,0.57491004,0.3514268,0.48162666,0.4711772
0.6706363,0.4470677,0.56391644,0.4958846,0.29190522
0.26956725,0.73451173,0.3145771,0.7129647,0.7367947
0.10043827,0.20361936,0.09497824,0.1825526,0.44052655
0.26488876,0.32314736,0.26852438,0.2526578,0.17326549
0.28296137,0.44683653,0.35869718,0.48903394,0.36337665
0.17231673,0.5450389,0.2078267,0.63077754,0.37512982
0.62702644,0.2913514,0.5545042,0.4142123,0.21511227
0.5582577,0.9898552,0.5334461,0.8821366,0.21396618
0.32299653,0.621613,0.41034093,0.630776,0.39940625
0.56772363,0.62149763,0.5596033,0.57656115,0.16297492
0.5683196,0.84185576,0.55821556,0.77122545,0.4210663
0.5503536,0.74731255,0.65776837,0.59551895,0.7480895
0.38632476,0.9463117,0.3343618,0.9580726,0.35935393
0.2824148,0.5794971,0.35856694,0.59974796,0.44644412
0.7007783,0.8215434,0.8830199,0.5097066,0.1681251
0.2223188,0.64724773,0.34521973,0.79428446,0.42508447
0.5242382,0.61172426,0.49281073,0.49127978,0.859303
0.16575277,0.5981669,0.19757876,0.5467966,0.5681883
0.41554055,0.29569656,0.46720976,0.4320681,0.22760583
0.20937318,0.78659034,0.25492328,0.80014646,0.6088482
0.60019034,0.8936806,0.5636488,0.8370253,0.3950979
0.5498092,0.7816749,0.44716573,0.668005,0.1714516
0.23801517,0.84565026,0.30755198,0.7674637,0.6469044
0.24137488,0.3156801,0.12323359,0.6086863,0.42847767
0.5895845,0.7048897,0.5140827,0.67801243,0.53084755
0.5870952,0.92318076,0.54164636,0.90241885,0.36761397
0.6402469,0.84783864,0.627935,0.8073684,0.49100196
0.7458997,0.8748532,0.9300879,0.74478334,0.6013868
0.20892602,0.3354013,0.26250243,0.43897513,0.21745038
0.5347768,0.9055339,0.49511185,0.7592694,0.37794438
0.16294447,0.25811002,0.21998051,0.31945097,0.17869541
0.10385528,0.5822413,0.078920394,0.49637341,0.5594137
0.20576164,0.6182656,0.2755151,0.6179943,0.5536429
0.6402145,0.9402374,0.65354824,0.92098105,0.35028225
0.5594917,0.6779672,0.5707715,0.7355785,0.60217804
0.08625129,0.5601892,0.13258433,0.47469723,0.49613863
0.5809592,0.3573986,0.6050793,0.24410623,0.6588832
0.42186466,0.4631573,0.49334365,0.52713376,0.42097354
0.009865254,0.46943605,0.0073369145,0.4205624,0.51387036
0.62473476,0.7656389,0.58079356,0.8724046,0.6902259
0.39692664,0.71986866,0.35364932,0.59516925,0.84978664
0.17712045,0.34111103,0.24156968,0.40369517,0.28982526
0.24219301,0.27539575,0.33066595,0.39740384,0.10878211
0.823696,0.5959376,0.8112719,0.52515954,0.54198253
0.81443167,0.5490401,0.8069187,0.45439687,0.6161629
0.30368257,0.70511055,0.30826712,0.5368945,0.7465246
0.37468198,0.68150675,0.48440903,0.6302426,0.6489541
0.51572764,0.86142796,0.44736406,0.7559551,0.24147026
0.52210873,0.4773894,0.5743392,0.4631669,0.61282873
0.20717677,0.5521129,0.2844588,0.70896333,0.31586385
0.4502965,0.52149045,0.34439516,0.38077366,0.5672464
0.8591852,0.616465,0.82530975,0.62214106,0.46835285
0.57815236,0.9187862,0.55520266,0.83842146,0.29041836
0.4958148,0.85493934,0.42132947,0.7389345,0.24690458
0.18644246,0.31478554,0.24971563,0.38542444,0.23240344
0.7998388,0.77883077,0.77393544,0.8515245,0.5168166
0.18862206,0.5656576,0.2219407,0.7098811,0.39265183
0.093865484,0.6686707,0.04840231,0.59793055,0.6245579
0.63729846,0.08959341,0.49188113,0.16337013,0.24707715
0.15020066,0.5835972,0.16241556,0.5451728,0.61605525
0.9346566,0.6575782,0.8884194,0.6476299,0.5737475
0.4602809,0.80328906,0.53553516,0.8273405,0.5712322
0.37343776,0.8839794,0.3414805,0.840801,0.36777782
0.9302304,0.6912308,0.8891198,0.72916216,0.58019364
0.3163985,0.31276786,0.36615553,0.42041105,0.29197496
0.6224012,0.91615456,0.60683507,0.9008872,0.37295237
0.85936475,0.7532037,0.84417963,0.74020934,0.38056383
0.77074176,0.5102243,0.7383746,0.7508179,0.6008544
0.11684957,0.6807854,0.11360091,0.5417673,0.6978937
0.66452754,0.9327949,0.5941186,0.8194807,0.32891405
0.87543064,0.7053612,0.87218076,0.73262525,0.43960005
0.36710832,0.59918344,0.2857666,0.48204482,0.701329
0.4260199,0.7521727,0.4881408,0.71626896,0.6593405
0.23689047,0.5549304,0.31021428,0.57888836,0.27162033
0.15215608,0.6089313,0.14125794,0.54243225,0.47884703
0.88576734,0.6314969,0.8764853,0.6054704,0.5012936
0.545872,0.46908152,0.52980155,0.47530273,0.49422038
0.1771149,0.62232715,0.14713436,0.65520614,0.47859636
0.49115896,0.47892618,0.43236104,0.39106154,0.6224139
0.16391346,0.63199246,0.18026501,0.6019768,0.48730674
0.06839079,0.62593323,0.03492418,0.49764967,0.650639
0.53917706,0.52045184,0.5455723,0.5308535,0.5473953
0.8108096,0.7240725,0.7543138,0.74445254,0.45395428
0.89823985,0.67471534,0.91094136,0.65444875,0.49450228
0.1986751,0.27909446,0.21901149,0.416796,0.13661745
0.48976544,0.79037565,0.44913515,0.8257154,0.7653657
0.28856263,0.48532787,0.3335905,0.5442376,0.42613536
0.33659893,0.283508,0.35885504,0.35520023,0.2961287
0.54049724,0.014721453,0.4855142,0.36990726,0.07905489
0.61540866,0.8695034,0.5283107,1.0,0.39893916
0.18703061,0.47079962,0.18571487,0.63800585,0.25217217
0.5291551,0.9510771,0.5069702,0.9307909,0.43547833
0.29756415,0.52230126,0.23726279,0.45688075,0.51622206
0.4244621,0.47094068,0.47203457,0.49483573,0.38993242
0.40333256,0.23386574,0.37309393,0.3080712,0.4177135
0.12030557,0.50528246,0.17459497,0.43614632,0.59444004
0.04968795,0.6866206,0.06894344,0.69991654,0.40762007
0.08882189,0.59597045,0.18234089,0.4759031,0.52370906
0.44391254,0.90654546,0.36044762,0.7770368,0.31491557
0.20608583,0.7612476,0.23591459,0.75138134,0.59381425
0.22764838,0.77125144,0.28524813,0.78027713,0.55238414
0.2101821,0.87882197,0.28121206,0.7707362,0.47138834
0.17485708,0.77416956,0.18521833,0.7784139,0.5652825
0.17648792,0.6113299,0.14427248,0.67742825,0.4351311
0.8703568,0.61579037,0.848225,0.5937554,0.4639148
0.5861504,0.95348334,0.4995636,0.9218217,0.32520846
0.7143173,0.75503594,0.8966595,0.41888115,0.70588326
0.23228326,0.77118754,0.30750027,0.7826991,0.5385321
0.15051416,0.80319434,0.23620915,0.74776447,0.6639589
0.3985933,0.32235938,0.3008955,0.25145096,0.4403968
0.3907845,0.8671634,0.34069723,0.857247,0.48978692
0.1399894,0.45499328,0.14773667,0.5543648,0.3737864
0.52093863,0.5603429,0.5588514,0.5458057,0.73544097
0.5986153,0.29711515,0.7531886,0.38245744,0.5270808
0.5636918,0.43964317,0.5467665,0.43709385,0.4914971
0.37396136,0.87586355,0.37623113,0.8356309,0.37247536
0.2328834,0.27960086,0.30059195,0.37366664,0.11736372
0.58302486,0.9409243,0.52202237,0.8981761,0.3281653
0.2706014,0.5105077,0.29853988,0.5951736,0.17283869
0.9595747,0.49456486,0.8937227,0.7102598,0.26217824
0.44341946,0.60331947,0.39058757,0.46869808,0.5907352
0.4398459,0.91043115,0.34428775,0.7551961,0.2993937
0.55990875,0.7876102,0.4717405,0.6584575,0.19456083
0.21651125,0.44352388,0.22900689,0.49456048,0.44893014
0.81022465,0.22235838,0.85811037,0.35021192,0.17721024
0.31334773,0.59802836,0.4224313,0.5825894,0.41168827
0.31235188,0.33650678,0.3864771,0.49383208,0.28983355
0.24511883,0.52452105,0.33551726,0.67504686,0.2815539
0.110440224,0.44375378,0.0905157,0.5376493,0.40353924
0.62053996,0.80545735,0.58360314,0.7396879,0.28077728
0.55774057,0.5445021,0.4831292,0.4967592,0.6268627
0.5659823,0.89137185,0.4729824,0.84600866,0.4203077
0.43927866,0.63336885,0.420869,0.5094771,0.6808381
0.6104168,0.45267016,0.5465832,0.5703003,0.078525335
0.4301509,0.70273405,0.4442487,0.65516376,0.78698206
0.6135306,0.59854937,0.5497187,0.5196759,0.4064918
0.3979705,0.7910223,0.4500726,0.7164216,0.39577773
0.7177851,0.6885869,0.72197586,0.6472624,0.36513966
0.3692352,0.66528153,0.44757771,0.60316813,0.6215428
0.41733018,0.5394722,0.35083297,0.40976602,0.76718116
0.9059113,0.6353373,0.9608532,0.5808533,0.49287426
0.27315784,0.4822137,0.39589852,0.5437839,0.43167478
0.1402489,0.6158221,0.14237511,0.57303506,0.5116796
0.45705876,0.4545454,0.45949158,0.40670094,0.36567563
0.45103028,0.85417175,0.48829454,0.86013424,0.49445447
0.27018684,0.6098346,0.36768425,0.62554514,0.54016733
0.698996,0.3255173,0.66705954,0.39745015,0.32818457
0.54147977,0.822237,0.4126168,0.5762623,0.20177865
0.3650282,0.26751164,0.36183023,0.46784872,0.0
0.49859688,0.8200972,0.42041707,0.67669594,0.34446865
0.11910793,0.5006291,0.17997614,0.4115033,0.5858561
0.67547077,0.16613331,0.7155192,0.110224485,0.4163064
0.4808466,0.7841083,0.42576885,0.8389189,0.72473603
0.5965694,0.3956998,0.64910597,0.3608452,0.5696531
0.123143405,0.6591,0.13511664,0.5664681,0.6272812
0.74541223,0.4634505,0.8673767,0.3210025,0.4717402
0.892681,0.69472504,0.9177549,0.7134748,0.4708681
0.105431765,0.34534067,0.16974375,0.22318846,0.48248297
0.92389166,0.7262753,0.9484229,0.66278243,0.61630094
0.24417296,0.46993777,0.2082412,0.6411932,0.21165258
0.43217608,0.22047329,0.42573583,0.2833799,0.3843469
0.68883324,0.65719104,0.6089813,0.59800035,0.49150637
0.9551703,0.6834389,0.89593863,0.7539592,0.5143415
0.40815818,0.6281577,0.39079037,0.55089426,0.74187684
0.29220462,0.71670973,0.28343576,0.6055915,0.74606025
0.72207075,0.5175796,0.8110672,0.2994082,0.6776899
0.7519103,0.60059404,0.6575012,0.5574099,0.6479048
0.6056338,0.9550308,0.4657252,0.91732997,0.394058
0.55881673,0.7179538,0.41719753,0.682244,0.44421506
0.73107445,0.774155,0.64402384,0.6948435,0.5427151
0.67396647,0.6947331,0.5916618,0.6219814,0.3791396
0.26550773,0.5292307,0.37988973,0.5749831,0.3025166
0.5796313,0.70396733,0.5170099,0.7100378,0.5502271
0.24784595,0.83099246,0.33254334,0.77785134,0.607303
0.5761442,0.39714253,0.59575343,0.34097153,0.63074064
0.76046216,0.60026604,0.6881866,0.5525882,0.6641358
0.7554526,0.5769072,0.72848845,0.5013169,0.6429249
0.57455105,0.84643966,0.5710322,0.7459929,0.3993397
0.8543507,0.6451541,0.8843743,0.53980464,0.76616514
0.1945731,0.69940317,0.19431329,0.6500464,0.67150116
0.333459,0.9289111,0.32474208,0.9361403,0.5289815
0.163795,0.761402,0.17794561,0.75083697,0.5230324
0.2444061,0.35221547,0.3101208,0.4156183,0.3237725
0.55333596,0.9153912,0.5196687,0.80343735,0.37920603
0.39800975,0.7520043,0.48608872,0.77935016,0.6579331
0.14853498,0.59533536,0.14901954,0.55110526,0.57797575
0.25546354,0.43288255,0.28905788,0.48179233,0.4191611
0.3646102,0.7592585,0.44674063,0.8363619,0.58241445
0.18464306,0.3434326,0.26401877,0.4374024,0.28326523
0.15218621,0.60894454,0.15875229,0.54805034,0.4749973
0.8518692,0.37532926,0.8142477,0.40013245,0.29122698
0.624813,0.37574446,0.6333832,0.26899844,0.5612504
0.20237371,0.5600081,0.27185065,0.7070062,0.35525748
0.8028236,0.73292756,0.7797105,0.7647282,0.46673605
0.55276453,0.8335877,0.3548516,0.5794427,0.2283675
0.39705205,1.0,0.50529116,0.9020332,0.6325748
0.646767,0.22939593,0.56382513,0.3439827,0.124893665
0.37088686,0.69768363,0.39533752,0.65157187,0.67420995
0.30295682,0.8200203,0.4818059,0.38285583,0.956079
0.33054376,0.6476102,0.37220448,0.6812802,0.13867876
0.27548003,0.38792577,0.25024393,0.3941018,0.44511828
0.02328813,0.47606754,0.02767247,0.4601075,0.47061682
0.4828597,0.49602112,0.36488503,0.40756512,0.44564578
0.34145978,0.4525642,0.38803166,0.30524057,0.6873595
0.26613343,0.46012583,0.34335843,0.49910474,0.43783963
0.5598216,0.66523176,0.5894482,0.7067058,0.63488936
0.24125308,0.61378384,0.22688594,0.65916216,0.43508
0.533865,0.9047303,0.51125216,0.7450659,0.36289048
0.4709752,0.15986791,0.5173825,0.23949918,0.42489797
0.09582451,0.5756153,0.09538576,0.49856383,0.5187235
0.2951594,0.44693,0.3855563,0.47349107,0.3580143
0.35629374,0.7257494,0.42697385,0.7169988,0.5580366
0.14869282,0.57204896,0.18293953,0.5310425,0.65454865
0.34341085,0.5944939,0.29618084,0.4738885,0.65394586
0.3259716,0.29186967,0.3385148,0.3917903,0.30277604
0.2547016,0.5643626,0.3155294,0.5296101,0.5109572
0.19390565,0.4200787,0.17597362,0.5573059,0.18663272
0.47981784,0.69385874,0.5261102,0.6372545,0.71521556
0.20810616,0.5721008,0.28684455,0.7206367,0.3913173
0.3923323,0.3648702,0.36513728,0.30530834,0.45524597
0.7484957,0.5956757,0.6430223,0.52949244,0.64412344
0.64912736,0.32392606,0.5863542,0.2495696,0.38293108
0.5613532,0.46526647,0.49550346,0.4352256,0.5208645
0.8318616,0.369097,0.8119762,0.36324257,0.36359614
0.79645306,0.54447395,0.785672,0.59130335,0.18190047
0.4067184,0.767553,0.5139461,0.8003843,0.6923502
0.3949058,0.8547118,0.34591913,0.8280084,0.42486638
0.1588853,0.81453866,0.22955158,0.7903038,0.67797923
0.119773,0.61369467,0.080355436,0.6009925,0.5527489
0.122362226,0.32345957,0.1962142,0.35072803,0.38431582
0.7291987,0.35453582,0.60547686,0.40850717,0.26641977
0.59008396,0.88845754,0.53561455,0.8628403,0.44777888
0.34806234,0.6030545,0.3006032,0.4367669,0.6456136
0.6899901,0.4359128,0.5757383,0.54972756,0.23212555
0.58717066,0.5543592,0.6612563,0.43548062,0.78262043
0.4654038,0.3806793,0.64735997,0.37013698,0.7182863
0.46928725,0.4647469,0.48336288,0.3961982,0.40465724
0.35202008,0.6501702,0.35165817,0.7016367,0.25842297
0.72639227,0.6031119,0.7447165,0.78969294,0.5775771
0.19451642,0.3546158,0.22686741,0.55128074,0.19579226
0.7924261,0.21829516,0.7309053,0.3086388,0.2143086
0.27323776,0.74632275,0.29279035,0.7483394,0.75183785
0.5972353,0.13519812,0.52262056,0.106761545,0.45527878
0.49545887,0.33164316,0.4685882,0.41635123,0.14203832
0.5417905,0.30368823,0.4819787,0.1841994,0.6001941
0.7421441,0.07538116,0.60149276,0.44270685,0.14889881
0.39585975,0.50263405,0.281326,0.4734897,0.5884956
0.6904474,0.4115625,0.6830953,0.49767485,0.38368616
0.6055459,0.10900921,0.5535911,0.17899153,0.36043388
0.766642,0.18028805,0.6921085,0.22579253,0.2674691
0.6509197,0.7589105,0.6337829,0.68781906,0.29281646
0.15702716,0.32324648,0.09869143,0.42204332,0.19014257
0.32456434,0.26690826,0.36967102,0.3781856,0.26586592
0.44717026,0.37812254,0.40900153,0.37571526,0.4041357
0.73062235,0.2296688,0.7315516,0.29414535,0.42719418
0.7148282,0.24465388,0.6743213,0.31347388,0.30155733
0.82695246,0.76952416,0.75721127,0.7660767,0.36541358
0.6311404,0.5270742,0.6880939,0.48195517,0.6092906
0.8749786,0.2542654,0.8182754,0.18684682,0.27021843
0.61391306,0.092487395,0.5412891,0.13546419,0.31434813
0.6920354,0.23089364,0.6240662,0.31392872,0.31100398
0.56415874,0.34255937,0.4998671,0.23029557,0.5075208
0.5791249,0.09255794,0.47669533,0.04624808,0.3094848
0.5891725,0.4810625,0.47474602,0.07676414,0.6030702
0.6416796,0.3754148,0.692807,0.43115258,0.5640529
0.37977466,0.25154132,0.35304168,0.25134838,0.34969994
0.82714367,0.27936593,0.792786,0.25660247,0.24944797
0.83258665,0.49992743,0.8770848,0.44297,0.49357173
0.7839471,0.78175294,0.81941295,0.82509696,0.53880477
0.29728863,0.24588823,0.33882707,0.34224516,0.1760233
0.82122576,0.2562133,0.8454575,0.2953065,0.2387123
0.57692033,0.7906537,0.5026725,0.67873704,0.12955892
0.2403109,0.18085155,0.64505094,0.64734226,0.06452951
0.5148841,0.073960215,0.47131434,0.2115756,0.16202316
0.22267768,0.47315624,0.2831685,0.6853104,0.1955896
0.65584594,0.08704993,0.6740903,0.08790034,0.27309647
0.5642867,0.7752824,0.48277837,0.622947,0.1921902
0.78015137,0.3362797,0.7182003,0.39327845,0.28656632
0.37902912,0.45246157,0.30951267,0.19235662,0.6756897
0.13052192,0.6769554,0.14037636,0.5959943,0.65968704
0.701248,0.26127386,0.66314,0.34766513,0.18044567
0.59531754,0.25906104,0.5943425,0.20173997,0.5094758
0.45742956,0.27367955,0.34752426,0.22639114,0.5055314
0.4977592,0.18663216,0.44999656,0.2930501,0.25386882
0.52706206,0.9799752,0.44558293,0.8963751,0.23956916
0.5051308,0.86274123,0.4238314,0.7730733,0.21800707
0.7044486,0.24329701,0.6601007,0.31179154,0.25527984
0.087224364,0.33532688,0.10850471,0.3637625,0.30459726
0.41594565,0.4190082,0.51796824,0.54585344,0.4688465
0.55135626,0.00016117096,0.45257238,0.35788912,0.04878652
0.63162404,0.90825826,0.61968046,0.8818501,0.41177046
0.6074825,0.15445513,0.5749137,0.1313971,0.38108402
0.5127711,0.1428872,0.45549607,0.19258386,0.35889465
0.29204363,0.32930207,0.3964819,0.39158985,0.34940282
0.5004582,0.53384465,0.54924524,0.4765464,0.7569541
0.15643114,0.3649962,0.24649027,0.44774753,0.35656404
0.49476615,0.13445935,0.41741785,0.1833758,0.32078362
0.76547265,0.374236,0.8112998,0.48356888,0.0839273
0.1599868,0.43693936,0.1763297,0.5278375,0.32351413
0.2758538,0.20261449,0.42093855,0.5647439,0.17440933
0.65016645,0.28917181,0.782406,0.4001187,0.42758617
0.5278065,0.34947848,0.48576272,0.22999704,0.6998887
0.6762434,0.092876524,0.6102766,0.20918974,0.19757465
0.7117101,0.100222915,0.5798615,0.20209253,0.11726102
0.781342,0.2780131,0.71975636,0.27733302,0.13091472
0.5664941,0.5971052,0.62204766,0.6208703,0.67979336
0.4073148,0.656031,0.38557702,0.58265144,0.9272644
0.7042472,0.20893505,0.6751483,0.24145532,0.32908505
0.791707,0.1836462,0.69355893,0.21842748,0.16421112
0.57862055,0.12591487,0.5019729,0.13335693,0.37336186
0.6446076,0.14112246,0.643435,0.076192915,0.35369724
0.40233606,0.46332526,0.44047558,0.5602488,0.3551184
0.75853395,0.541143,0.7375217,0.54453,0.38638648
0.5747083,0.25602502,0.6131009,0.18882754,0.55839187
0.5208984,0.3629892,0.47101152,0.22851217,0.64626
0.18617448,0.32744008,0.21917498,0.41461867,0.23632155
0.7722492,0.12010783,0.61998516,0.26668227,0.060151607
0.8296417,0.23064679,0.79388547,0.31495968,0.23033325
0.46067378,0.09718883,0.3762891,0.2263881,0.23561978
0.31821525,0.28966498,0.31490988,0.383928,0.2809744
0.7230742,0.38415214,0.6277222,0.527782,0.181685
0.5119119,0.36452097,0.44519392,0.23069888,0.6249676
0.50514984,0.08275783,0.45252982,0.19771609,0.19633281
0.9001404,0.43429008,0.8316245,0.5511272,0.29081172
0.50487614,0.24184483,0.5169728,0.27446872,0.3356675
0.86079365,0.6739434,0.82593113,0.6774193,0.4263937
0.7567699,0.18921724,0.74204767,0.15323386,0.24366035
0.46234077,0.20120484,0.44099316,0.20914146,0.40094414
0.9385391,0.765575,0.9139876,0.6834441,0.6973528
0.8469466,0.31533417,0.8831438,0.27641287,0.3298372
0.77160585,0.21319318,0.69753104,0.25725836,0.20785806
0.6629186,0.33585015,0.54348874,0.27864397,0.47045088
0.69149363,0.2629937,0.63521343,0.35306498,0.1560013
0.793906,0.14972526,0.7417567,0.16129142,0.16296855
0.8582347,0.5821017,0.8410635,0.5440757,0.4094397
0.2585643,0.6135909,0.3141481,0.58335763,0.539119
0.1517199,0.45885962,0.18922973,0.56962013,0.35782856
0.45208073,0.11600822,0.41541368,0.23513591,0.17141646
0.5851547,0.5367944,0.626434,0.4721772,0.7669952
0.58683,0.27797705,0.56054604,0.24498752,0.52829146
0.56354356,0.37771583,0.5692621,0.3179181,0.51677275
0.5555276,0.14593887,0.5614235,0.03407252,0.36763042
0.63235915,0.25841936,0.5659944,0.2827434,0.22174221
0.51551676,0.19939429,0.47207946,0.3171799,0.18189481
0.8355599,0.19889149,0.71894217,0.3753948,0.16730538
0.853245,0.21794534,0.80654776,0.38545695,0.16621423
0.60168797,0.84711134,0.5833639,0.7707218,0.21586311
0.1339247,0.30445588,0.21209323,0.3020776,0.34775534
0.5865511,0.122045934,0.5179077,0.16057679,0.3974266
0.7470458,0.19646913,0.7388276,0.19261625,0.28516334
0.61967766,0.13610345,0.51261413,0.30030608,0.20495167
0.643518,0.4457868,0.5995509,0.4410404,0.20044139
0.5602802,0.30849874,0.5419763,0.21852085,0.6193687
0.17695436,0.6739248,0.18265155,0.63919806,0.6201202
0.3465324,0.53177863,0.22655708,0.35842016,0.7434263
0.7494019,0.30325633,0.80609673,0.16494474,0.34449142
0.66308403,0.19223964,0.6894254,0.1952309,0.45152634
0.5701172,0.94628453,0.50513846,0.89831734,0.28756505
0.4248848,0.18040147,0.46730068,0.36560023,0.28936857
0.43217608,0.22047329,0.42573583,0.2833799,0.3843469
0.05214131,0.38047677,0.037688494,0.33719268,0.39832714
0.77727866,0.5328647,0.7398466,0.5578413,0.50322205
0.6144979,0.076863915,0.57256603,0.16551131,0.30070573
0.449514,0.82114935,0.5225256,0.77387214,0.58664364
0.6419055,0.5063293,0.6716031,0.28221652,0.7446737
0.42097196,0.06499544,0.35908628,0.24773431,0.08647871
0.69413495,0.07825026,0.5396065,0.21744585,0.18914872
0.20237842,0.3644359,0.19632408,0.5084877,0.2176642
0.4388444,0.22909606,0.46427307,0.2897312,0.3977452
0.6341535,0.31117603,0.60557944,0.28492293,0.47484595
0.747463,0.19343007,0.72500515,0.17148304,0.2816968
0.7971835,0.28283405,0.69241834,0.2715156,0.08121401
0.083913386,0.5088543,0.15726745,0.39590824,0.53759736
