GoogleNet_2d1,GoogleNet_2d2,GoogleNet_3d1,GoogleNet_3d2,GoogleNet_3d3
0.099216074,0.5189383,0.9309933,0.40986484,0.37564173
0.47678804,0.5562348,0.830621,0.66619253,0.66130435
0.1963191,0.63187283,0.8081201,0.7745887,0.46415374
0.54449373,0.40386826,0.5234642,0.87560713,0.39748836
0.5374722,0.10383701,0.31056195,0.49928895,0.27819276
0.5706078,0.4227115,0.34718853,0.42373258,0.46934783
0.16876203,0.6114969,0.73945,0.39801186,0.36957443
0.4955805,0.62252206,0.65216994,0.37205568,0.517998
0.68070996,0.6878703,0.5908764,0.50131196,0.85263646
0.29422182,0.28218293,0.5981373,0.59687275,0.21097144
0.25425217,0.84422255,0.6624148,0.88819575,0.64390427
0.5007121,0.38897747,0.34226105,0.43325377,0.13729638
0.4473493,0.53279716,0.70048237,0.15299422,0.23877212
0.51528305,0.28429633,0.32810646,0.5542853,0.35796124
0.5245756,0.5930994,0.38748777,0.25941765,0.4868487
0.15037712,0.29366615,0.7522117,0.82156885,0.25863305
0.2803036,0.32726392,0.48627412,0.22948879,0.18997541
0.71186244,0.6955085,0.50283086,0.43800512,0.72157633
0.5057078,0.35805327,0.43032926,0.47232294,0.36567682
0.70426476,0.16634598,0.19771332,0.5239812,0.18791631
0.29179728,0.33933455,0.7134416,0.73681635,0.24137664
0.7729597,0.5503126,0.40543592,0.7568983,0.85401154
0.6315723,0.87427926,0.55624366,0.31798705,0.832351
0.30041274,0.052741826,0.055844128,0.5954372,0.582469
0.6979306,0.62933314,0.42321658,0.36302757,0.7733933
0.65206254,0.3572337,0.28953055,0.60999334,0.48088348
0.8108391,0.5340606,0.3792666,0.35421455,0.5376654
0.2789572,0.5229249,0.5525301,0.7289884,0.47018823
0.59001803,0.4479156,0.45069948,0.69123715,0.6401177
0.5444654,0.40544277,0.52187526,0.9030441,0.40252694
0.7085114,0.43147475,0.2642418,0.8145484,0.7120628
0.5262132,0.50164443,0.5548587,0.42042008,0.3419327
0.4092664,0.5828998,0.54157317,0.2837259,0.4577272
0.79013145,0.67882586,0.44487247,0.22504339,0.60416704
0.33115426,0.54184496,0.7265161,0.55709493,0.44908383
0.45981866,0.43215758,0.5116632,0.65404737,0.5787214
0.45849618,0.27993244,0.51858085,0.7506204,0.23984975
0.70460385,0.36117336,0.2043258,0.35507405,0.43319708
0.56213546,0.26700926,0.50781834,0.3952895,0.33403838
0.44517136,0.16058463,0.45971614,0.8159021,0.25624937
0.5593761,0.29166076,0.28411853,0.65264666,0.4024344
0.61474645,0.8688264,0.5983925,0.32043737,0.79926145
0.6653205,0.65369934,0.3475002,0.2767533,0.64219296
0.629724,0.72301567,0.63869524,0.27653188,0.6290187
0.5680244,0.510952,0.43747544,0.52207756,0.6876047
0.5971343,0.6889101,0.34875917,0.16055062,0.5620789
0.1375677,0.35400409,0.24366474,0.7033355,0.17314819
0.5484167,0.5251254,0.3121423,0.4410308,0.37977603
0.3854027,0.297912,0.6773247,0.7858921,0.31422296
0.13947594,0.43930802,0.5948965,0.5311126,0.059484422
0.20513624,0.7634537,0.86129206,0.49793857,0.74880725
0.33532894,0.13417706,0.22131732,0.3857443,0.3223009
0.53563225,0.6390167,0.59103596,0.3876284,0.7016453
0.5923087,0.43282783,0.38918954,0.44128233,0.48458055
0.26122916,0.4105615,0.7288779,0.68724126,0.3569396
0.77400666,0.63925314,0.49659663,0.28222895,0.7269376
0.053411514,0.4076873,0.76530933,0.48656705,0.09859368
0.35296816,0.6814591,0.6575898,0.5886795,0.6005773
0.7838437,0.54538393,0.55025256,0.4157922,0.697258
0.084699154,0.29111767,0.7071886,0.16009885,0.39934897
0.25256974,0.4928944,0.504187,0.16259915,0.30310017
0.17409268,0.46910208,0.48539948,0.25086308,0.3271228
0.5225809,0.2542746,0.50236624,0.7017002,0.3501928
0.3691196,0.8422658,0.7129227,0.21363917,0.7191636
0.3145386,0.60257757,0.74230677,0.3843825,0.4828344
0.6655646,0.44757184,0.20628873,0.47679043,0.5967256
0.3429945,0.4627802,0.6409291,0.35933718,0.2569117
0.3617488,0.454947,0.55844104,0.3754226,0.27660787
0.6807486,0.64296716,0.3751221,0.30308348,0.64215475
0.6273221,0.6343172,0.29013664,0.1386832,0.52707356
0.759231,0.55941504,0.768165,0.28299522,0.8233601
0.7093067,0.20883584,0.13683116,0.743564,0.4370326
0.8631542,0.37033355,0.2604172,0.36097926,0.6708448
0.3997918,0.5462691,0.68445456,0.7664197,0.6729369
0.44352373,0.21191046,0.3774651,0.7349773,0.19887927
0.18998769,0.21093002,0.19182703,0.7071362,0.20558521
0.44701254,0.53516275,0.68632334,0.51697767,0.44920796
0.37061682,0.55002004,0.7986721,0.27039224,0.359138
0.19770488,0.45255977,0.7662307,0.80558485,0.53349704
0.51533175,0.91620994,0.26183972,0.45365608,0.84631187
0.3807693,0.46400636,0.496665,0.3646802,0.1872997
0.6356413,0.42910048,0.22785234,0.4964151,0.5088481
0.46732342,0.78474057,1.0,0.46903518,0.4382342
0.5922513,0.87226754,0.63500714,0.3279575,0.8256173
0.51860714,0.3937299,0.49539605,0.5720836,0.34146386
0.6644148,0.2589407,0.38190743,0.31911874,0.12437931
0.28710514,0.5575705,0.6803133,0.6691119,0.52846235
0.6912145,0.3660931,0.20947835,0.37749428,0.46128604
0.094454914,0.61390984,0.5018397,0.8790847,0.66670656
0.4021602,0.4803117,0.879078,0.5021381,0.20591089
0.75758237,0.7221343,0.5250011,0.5652687,0.9452282
0.73706967,0.250773,0.9064881,0.51643264,0.6276134
0.34508485,0.4534387,0.78365314,0.6948029,0.35478872
0.10474846,0.62164795,0.5942701,0.45328116,0.90516603
0.24456784,0.49919972,0.54032195,0.15358648,0.31486216
0.64952534,0.7667977,0.6474875,0.33355486,0.71636665
0.504371,0.52071154,0.78753424,0.43768606,0.40236342
0.7255722,0.40378505,0.4997524,0.72666395,0.78893673
0.029040813,0.54544514,0.27535242,0.24999264,0.49360743
0.7062948,0.15365016,0.16316193,0.56850547,0.17636973
0.76271343,0.592996,0.56067675,0.0063477755,0.40003148
0.27129906,0.32744282,0.49835178,0.22140852,0.15601778
0.84970975,0.71090275,0.62439823,0.20120132,0.3924737
0.32076263,0.36467117,0.5633577,0.72049236,0.36108539
0.3509722,0.57545745,0.8264576,0.7984365,0.67457205
0.6252081,0.4132,0.2632919,0.43711507,0.4219606
0.2737233,0.41150457,0.7503718,0.59129816,0.28423312
0.5040251,0.45390683,0.51446813,0.63520074,0.4778828
0.37921673,0.3673233,0.7042589,0.40315866,0.21003482
0.3721219,0.17697057,0.5123753,0.7714325,0.20274219
0.5485165,0.5551519,0.47306794,0.73845196,0.4688318
0.53652996,0.6071039,0.3821666,0.13173532,0.37083703
0.4428081,0.7003058,0.7993814,0.44720507,0.59981227
0.3932862,0.62659377,0.8100779,0.31949848,0.5386828
0.58436847,0.3966592,0.31591365,0.42247012,0.41243014
0.68236583,0.6278183,0.4085576,0.4448552,0.7359575
0.596238,0.5411695,0.42460656,0.49066767,0.57744586
0.531582,0.7574888,0.66190594,0.1728538,0.49508405
0.2452299,0.43857342,0.7491856,0.62970805,0.3856127
0.61776876,0.15647593,0.18902102,0.55234617,0.2806809
0.404352,0.41279435,0.49820444,0.36072928,0.09129012
0.6949266,0.41304028,0.26389712,0.69050556,0.7712983
0.8191458,0.4374665,0.35997295,0.6198962,0.7945316
0.41125876,0.55994034,0.8917805,0.32132185,0.5876638
0.3709224,0.6551699,0.6243747,0.5384217,0.57579774
0.34219664,0.14819843,0.29564023,0.56072396,0.12998143
0.24512294,0.35860926,0.69326246,0.52933705,0.24032316
0.47636834,0.6204212,0.69745195,0.345961,0.57424814
0.44022688,0.1540651,0.5071441,0.84958005,0.2695905
0.6096034,0.598293,0.3293395,0.40383878,0.7494467
0.6765406,0.4772433,0.21802428,0.48467857,0.66159016
0.49764666,0.625177,0.7158758,0.21642375,0.47648823
0.18132883,0.3406468,0.66504645,0.64762485,0.26709104
0.5903355,0.49963292,0.25026,0.6035224,0.6185668
0.2330063,0.11959073,0.799276,0.21911523,0.28792912
0.7806497,0.38041955,0.108830065,0.41228676,0.47718647
0.55845207,0.33938166,0.43523005,0.6439917,0.37888572
0.6329717,0.62566566,0.26540297,0.733315,0.83883584
0.43388215,0.39319912,0.36684906,0.3704721,0.19666499
0.71938986,0.76342165,0.47621393,0.61229515,0.82470983
0.336035,0.42475697,0.545721,0.40228066,0.07915971
0.4788084,0.7717774,0.5030986,0.26734453,0.6758348
0.6095762,0.386832,0.48249087,0.7954627,0.59474564
0.1295554,0.44530624,0.56532264,0.50967175,0.096164376
0.6229991,0.42599246,0.3872004,0.059590816,0.5454173
0.664701,0.59009606,0.33811992,0.25918275,0.57120836
0.64236313,0.58524203,0.6742386,0.058440506,0.48969394
0.9310882,0.36113495,0.67214936,0.07664272,0.32922632
0.3816154,0.30169117,0.48130298,0.4378683,0.17216796
0.48512113,0.31365246,0.32049716,0.37342936,0.3218691
0.39608485,0.87125206,0.7634477,0.6017429,0.76478314
0.015521318,0.6222054,0.9153008,0.40504634,0.7216333
0.46172783,0.8373467,0.6314814,0.49962345,0.7112565
0.46824113,0.46104652,0.28733075,0.27611566,0.23564479
0.5903344,0.54965866,0.42337275,0.42874455,0.6135631
0.5176938,0.9162249,0.25598952,0.42397273,0.83338046
0.35610205,0.2458125,0.39416218,0.43849292,0.24106243
0.571887,0.5331223,0.42293215,0.35591123,0.49551287
0.084968835,0.27016938,0.6814012,0.4169311,0.052449346
0.22521532,0.3316818,0.49048293,0.17457709,0.44579622
0.40994337,0.45273677,0.38258263,0.4699406,0.4205135
0.513221,0.6924912,0.79916036,0.6159476,0.5002328
0.9137509,0.49286237,0.23758566,0.18878445,0.46658167
0.5523745,0.9340111,0.5076996,0.67293656,0.8587191
0.66405225,0.4472601,0.21158096,0.46579456,0.54018205
0.446533,0.3797467,0.50827116,0.51665974,0.29088712
0.5613922,0.7931038,0.49212995,0.27493787,0.61831146
0.49815857,0.70487106,0.75552785,0.38862133,0.80286205
0.38654536,0.14786169,0.2768308,0.5942309,0.21223366
0.71697116,0.6082148,0.30406392,0.22433677,0.7148189
0.19436339,0.5130537,0.8696197,0.5530168,0.43648112
0.66789365,0.62393504,0.43632388,0.45208344,0.71492827
0.73038185,0.80550337,0.51166034,0.27746934,0.8941613
0.44212925,0.70670146,0.8131968,0.3995333,0.66028774
0.44784835,0.5727544,0.9081452,0.31585133,0.4224208
0.21993023,0.38490546,0.56754553,0.35433474,0.18016541
0.58971065,0.6711694,0.45381868,0.26977247,0.5199245
0.5775043,0.5697893,0.5720357,0.29597282,0.52919364
0.60525507,0.4183725,0.4438162,0.74138284,0.5866494
0.62418044,0.67630434,0.67944,0.39450487,0.67832035
0.25997028,0.64642465,0.7010826,0.30143785,0.43981844
0.57116693,0.25067198,0.41192067,0.7524861,0.33837757
0.56130135,0.8025022,0.48641786,0.3139624,0.5491999
0.53555983,0.3183311,0.42114985,0.6512754,0.29563248
0.3497494,0.3687637,0.6220045,0.676075,0.45017406
0.3548726,0.87793374,0.83076704,0.5789717,0.7288651
0.44547313,0.20283476,0.41767094,0.6999667,0.16771439
0.78561205,0.46285617,0.2066975,0.6843398,0.6672372
0.69844496,0.5228497,0.3932543,0.61000687,0.49647304
0.6882828,0.5906873,0.4665684,0.5219853,0.6263443
0.26066005,0.6139153,0.60923165,0.7449479,0.5135864
0.5378215,0.4145403,0.5180236,0.59148383,0.46854404
0.6051945,0.43765882,0.33498317,0.05545175,0.53119344
0.21228975,0.105187,0.88907444,0.5704665,0.5215575
0.32633638,0.6664266,0.50417984,0.13831493,0.3845749
0.35448784,0.03369668,0.6795588,0.7825694,0.44804206
0.9357609,0.5999233,0.19190955,0.46857634,0.67450523
0.5210222,0.76699924,0.53509265,0.19204816,0.5335634
0.4270988,0.5944717,0.85673344,0.34830844,0.457644
0.45084774,0.5345387,0.6384715,0.52461404,0.4568487
0.42614433,0.8487114,0.703738,0.593338,0.74385333
0.14306727,0.5166166,0.8445653,0.7114959,0.7138423
0.38107678,0.7226142,0.64617676,0.60254437,0.69812787
0.35421214,0.6757168,0.68852055,0.59896374,0.5823475
0.29707944,0.58166426,0.58775,0.6619036,0.57598424
0.32789993,0.5536804,0.7503152,0.51044315,0.45438784
0.69115335,0.3950426,0.07780293,0.30383858,0.43360195
0.765713,0.39849275,0.5511439,0.7719686,0.6698333
0.7202996,0.4405346,0.34319648,0.6822447,0.6313038
0.6982945,0.49487334,0.3192973,0.590286,0.59300345
0.5806277,0.762041,0.50860155,0.13175038,0.5082392
0.5898186,0.69540614,0.55340344,0.2257379,0.6692576
0.31347913,0.3759529,0.6386827,0.7363406,0.39094266
0.7814355,0.31157315,0.51298076,0.9589572,0.43016812
0.4834396,0.32502872,0.3621601,0.37907606,0.29558328
0.11622268,0.36659282,0.6394721,0.81940943,0.37124187
0.44847575,0.19259268,0.37724668,0.7248713,0.12917525
0.57301277,0.5961022,0.74800724,0.21262601,0.6571066
0.8195609,0.49227175,0.3324842,0.16230404,0.30425707
0.71893734,0.6779192,0.64002573,0.45739245,0.86709166
0.41369808,0.74575764,0.6939175,0.4842131,0.52706474
0.7953838,0.6656533,0.24765858,0.31329244,0.70861775
0.7686206,0.22207981,0.4205363,0.82280755,0.6284312
0.24470729,0.55259764,0.73615074,0.75223404,0.5388574
0.34239984,0.33879948,0.55243045,0.82724786,0.47004813
0.47677985,0.87515867,0.5588211,0.28633195,0.40707505
0.75155747,0.39974618,0.50869185,0.75708973,0.6961161
0.16999513,0.5194697,0.36752272,0.7713355,0.62057406
0.6080609,0.599681,0.34496516,0.43731198,0.78519005
0.16639802,0.5263279,0.7546755,0.4745414,0.89345586
0.6592681,0.38508433,0.12340975,0.42296538,0.36265105
0.6321688,0.39684874,0.38523233,0.7665733,0.56932855
0.29974622,0.39032137,0.6758071,0.6860524,0.390799
0.6044948,0.7175579,0.70359325,0.3718865,0.67177665
0.19591832,0.21070766,0.2066873,0.69624424,0.2383295
0.5739738,0.7047401,0.8257731,0.39094445,0.7650945
0.38015595,0.14192128,0.2740109,0.6081427,0.19137251
0.5532717,0.27847064,0.5414745,0.39066812,0.32720935
0.8470429,0.32928818,0.29373547,0.32701534,0.36317325
0.34957185,0.10064542,0.5776282,0.835008,0.34539753
0.14421043,0.25625187,0.50329,0.2739884,0.46391997
0.5291799,0.7855178,0.52411515,0.25741994,0.5250993
0.8407351,0.64454347,0.48122826,0.11338669,0.6683333
0.5394916,0.1532383,0.23130104,0.35278141,0.19043872
0.44412777,0.45040616,0.51389974,0.089924216,0.23987865
0.7907387,0.50064695,0.7154248,0.08742738,0.55615145
0.7675055,0.5419743,0.53643477,0.45071983,0.6643388
0.19274577,0.5883297,0.6789345,0.18358299,0.6303206
0.6620767,0.43881476,0.16148436,0.43706083,0.5160026
0.075268984,0.6822432,0.74553823,0.24092111,0.3957128
0.6189132,0.322816,0.3936648,0.84081155,0.46296263
0.1896379,0.41065234,0.8271463,0.5961144,0.30180043
0.5092875,0.49240157,0.5482975,0.531124,0.49529147
0.54746306,0.24577144,0.4098106,0.8695114,0.39423603
0.5486927,0.62647146,0.5347566,0.4564996,0.76027846
0.10902986,0.6127835,0.45260236,0.85173404,0.68883455
0.3341872,0.4248328,0.57038563,0.66422117,0.41129154
0.36894077,0.7585825,0.5549965,0.51215935,0.91804457
0.42899987,0.34898078,0.6080783,0.4394421,0.16676298
0.40891418,0.56409574,0.6300402,0.34331042,0.4805826
0.4441753,0.5468149,0.7849042,0.2886517,0.42983678
0.43931738,0.59082425,0.8609816,0.32133794,0.45408183
0.09955439,0.51239544,0.8922273,0.43331844,0.33486092
0.47031528,0.33667198,0.38354748,0.69165,0.48679432
0.66089624,0.40565038,0.35190865,0.05139619,0.65070593
0.45417568,0.4896929,0.50018615,0.38270137,0.3866675
0.3747022,0.33769697,0.5960513,0.4490462,0.32239938
0.08041844,0.41373402,0.5813579,0.8104478,0.42199415
0.8892247,0.6004768,0.21127805,0.2094607,0.6837503
0.7024501,0.64319843,0.49875265,0.33285686,0.6501587
0.22872022,0.855054,0.36666626,0.867509,0.6134143
0.3616768,0.5491615,0.702871,0.43031856,0.4035915
0.5244647,0.38031888,0.4110434,0.81534106,0.41917235
0.20262507,0.33466375,0.629197,0.5660236,0.31302416
0.6338336,0.08937684,0.342673,0.9023862,0.3789175
0.577934,0.14234325,0.13206309,0.5652908,0.3925689
0.6268639,0.36774635,0.37833175,0.5905527,0.41060817
0.54481626,0.5688263,0.42497796,0.24116892,0.4397872
0.65289366,0.32891417,0.26414436,0.6525733,0.49464276
0.43913174,0.70012337,0.81866646,0.38617536,0.6278229
0.4518873,0.48869663,0.2346381,0.5974599,0.4523152
0.37903535,0.54523027,0.7103963,0.37879032,0.4089312
0.77267075,0.7932708,0.33665743,0.2920224,0.7703854
0.6445571,0.5475949,0.39887503,0.5833768,0.705745
0.38693482,0.43524423,0.502436,0.91274536,0.7677482
0.6991809,0.28209925,0.16179022,0.61382204,0.6949411
0.79517484,0.8673222,0.4567241,0.46311104,0.9320601
0.79399174,0.86579883,0.5050618,0.54269385,0.8456154
0.7105326,0.17386588,0.1713571,0.48726922,0.19998562
0.6518358,0.6323925,0.18977079,0.42090166,0.5929339
0.7492058,0.43861803,0.20144433,0.65499485,0.7392858
0.5628005,0.25912124,0.5357557,0.47235766,0.48273087
0.17343774,0.6135823,0.2511115,0.6148598,0.588829
0.6522473,0.10534239,0.3387639,0.6413046,0.46784472
0.24185804,0.76440454,0.1902262,0.590884,0.5307879
0.40878582,0.46282685,0.38524407,0.50483376,0.4531354
0.8913048,0.6003419,0.22237697,0.21709773,0.62288415
0.44275627,0.40408865,0.3771697,0.48397246,0.3600512
0.2928795,0.7721726,0.5659055,0.12542653,0.4571945
0.23379979,0.6699758,0.9737474,0.46694222,0.57726854
0.88524985,0.23577905,0.3188245,0.9271302,0.61430335
0.9476912,0.33856755,0.32706344,0.47353157,0.7505585
0.7957227,0.37993112,0.11704925,0.39042282,0.50070566
0.73968583,0.71059465,0.51079184,0.51772267,0.90764
0.5881846,0.81765085,0.5011395,0.18064192,0.25528187
0.5070653,0.36574715,0.26636145,0.39243284,0.3599578
0.5334189,0.77531254,0.49206245,0.24292234,0.52504575
0.532724,0.74434847,0.44380152,0.3109945,0.64258915
0.5052819,0.3975789,0.53040075,0.6008156,0.35814556
0.21514395,0.3316254,0.44269437,0.5361721,0.56256056
0.63725996,0.51204526,0.22061011,0.3489802,0.5536821
0.4947927,0.56816703,0.616215,0.6562831,0.6330041
0.59145457,0.41428575,0.60301816,0.78679,0.6138879
0.37020922,0.17768687,0.29793197,0.44145614,0.23315743
0.7063213,0.51891327,0.30512452,0.78190076,0.76242965
0.31735158,0.23422286,0.5707458,0.7265087,0.1006068
0.67782915,0.23818174,0.25857648,0.76345253,0.353302
0.36153585,0.75805986,0.612757,0.5331125,0.9039712
0.5314886,0.23950872,0.4843516,0.7310132,0.3531907
0.5089731,0.32782108,0.7116504,0.6916743,0.104132235
0.7644525,0.59163326,0.42914158,0.39566517,0.8312837
0.24895334,0.4945978,0.4978577,0.13594243,0.28899884
0.17367867,0.3853252,0.527239,0.97166455,0.56849444
0.64189816,0.7429817,0.44653696,0.3641043,0.63635147
0.58729714,0.08638871,0.24433953,0.41972739,0.23331302
0.2641421,0.5529933,0.7099949,0.6951649,0.5318354
0.2918321,0.84662765,0.7285634,0.1398009,0.4695868
0.28559047,0.566758,0.6384961,0.6903481,0.57121766
0.5173941,0.53703177,0.50053686,0.5241038,0.54166555
0.25152475,0.49060082,0.5044713,0.19499046,0.3138932
0.33559,0.737972,0.62638086,0.7079816,0.83510685
0.43394616,0.6647084,0.7229098,0.53863466,0.70202464
0.89894354,0.44385505,0.40337497,0.4253059,0.41743103
0.9620744,0.5255001,0.52278346,0.44437003,0.9726585
0.43010983,0.39104047,0.3668773,0.3992516,0.20041057
0.48391208,0.9445149,0.90054214,0.5627867,0.7174237
0.26381075,0.8466709,0.6426355,0.9197699,0.64203644
0.635072,0.34457397,0.2571162,0.73805124,0.64470035
0.39831096,0.76476747,0.61104417,0.7166972,0.6669679
0.56870955,0.48115763,0.39445096,0.87676346,0.7046614
0.49771005,0.25511998,0.50347173,0.7133335,0.23558316
0.49652833,0.6760806,0.605659,0.2950117,0.49152
0.4610672,0.78758526,0.33151567,0.3411891,0.6683278
0.6482352,0.9004853,0.43854868,0.17388612,0.8198203
0.6747924,0.877043,0.4774973,0.3391952,0.81861687
0.60574,0.66025424,0.41179395,0.23182267,0.583995
0.5518397,0.8806503,0.3006714,0.36921954,0.7977329
0.67100084,0.53763777,0.28745416,0.50669706,0.80694747
0.3642273,0.39242673,0.614974,0.49749395,0.40047187
0.47139812,0.6474617,0.7094154,0.5869773,0.6405506
0.8828231,0.7032362,0.6153656,0.06527886,0.67517984
0.24098113,0.35435694,0.72907215,0.57592756,0.21555427
0.38273805,0.5829941,0.8822197,0.26723614,0.53069085
0.438208,0.4091131,0.3189507,0.4928449,0.35300905
0.53554314,0.5037769,0.1397044,0.48445338,0.76283145
0.38173503,0.19030687,0.2706315,0.5845449,0.3497132
0.22819111,0.3282865,0.4912254,0.16925457,0.47465345
0.45927685,0.66319597,0.8931012,0.38715726,0.53326154
0.9081112,0.41961616,0.064498425,0.44705987,0.42010516
0.63015,0.93573314,0.1769329,0.24059233,0.5736903
0.78328085,0.22308975,0.047144145,0.47360107,0.67719775
0.5204998,0.5269582,0.49113226,0.46338412,0.54121655
0.19702369,0.27465954,0.63012767,0.64089304,0.07628173
0.43222243,0.7427727,0.496478,0.6056709,0.68454206
0.6417944,0.6699412,0.67578304,0.42672944,0.6614723
0.4733224,0.58760667,0.82577235,0.60611105,0.6324658
0.513073,0.21190244,0.86097324,0.5044416,0.3187376
0.4122219,0.29819757,0.5682095,0.64950454,0.28295833
0.46765888,0.09006256,0.22134194,0.70850646,0.4287852
0.41162175,0.46029338,0.35762095,0.5110613,0.4506201
0.7735126,0.6883676,0.51784754,0.22190222,0.6345573
0.42517263,0.28811947,0.43560666,0.9047163,0.30631694
0.302993,0.614695,0.69815874,0.42272234,0.49140808
0.4454946,0.6980709,0.8016632,0.42653817,0.5728376
0.28575915,0.54846835,0.69357526,0.74530387,0.5038603
0.35888165,0.6262886,0.51176494,0.20030642,0.37119353
0.64504045,0.31527352,0.2846414,0.4363433,0.30190778
0.2123223,0.5387903,0.7869593,0.3688261,0.32242158
0.3397428,0.4218192,0.5781772,0.63924354,0.36381063
0.26235744,0.23575753,0.7583511,0.7131895,0.17776814
0.44277456,0.15749794,0.4836384,0.8368157,0.26083088
0.6583256,0.4025489,0.2549569,0.40031508,0.49247652
0.5284492,0.77661705,0.48167473,0.23529589,0.49586007
0.5773829,0.6288964,0.3973571,0.1427423,0.47558302
0.3412758,0.6070253,0.5266681,0.33831048,0.41301897
0.23696458,0.24851489,0.670005,0.2168169,0.1832487
0.49825448,0.25001997,0.48051494,0.6313443,0.216744
0.6183606,0.27532712,0.33668888,0.75084794,0.44401842
0.5732777,0.7845076,0.44713077,0.6481327,0.8743299
0.42187813,0.68154836,0.5464199,0.6158048,0.29183152
0.53324133,0.3149111,0.40670085,0.67091393,0.26324326
0.24194163,0.902368,0.67223155,0.44198072,0.31242734
0.77892584,0.5015738,0.55448675,0.47932374,0.67379284
0.6158825,0.16484457,0.1965543,0.5866619,0.36174768
0.40160576,0.5380982,0.72425973,0.7087426,0.67019093
0.22883955,0.31665975,0.7486614,0.55123293,0.15141216
0.8706518,0.78049755,0.6425041,0.16053265,0.77493906
0.46409303,0.43675953,0.52052224,0.68150526,0.56376374
0.7248717,0.55240107,0.73661476,0.71866345,0.7572981
0.6109474,0.55914897,0.5091088,0.44520143,0.5956292
0.7425902,0.31397775,0.19918603,0.62933576,0.4778612
0.22110641,0.4941798,0.57779276,0.1514552,0.3289072
0.53537303,0.7149884,0.7825308,0.5043258,0.7422741
0.7641387,0.5294546,0.5656096,0.43235373,0.649334
0.45026386,0.17481449,0.27272025,0.46013755,0.3690859
0.16824177,0.3159097,0.7359038,0.4313701,0.31440693
0.37006575,0.7949568,0.6776115,0.6197095,0.8458499
0.6899219,0.34107286,0.13904849,0.52086323,0.5199157
0.4677508,0.09472075,0.24322435,0.6998393,0.4166318
0.51409155,0.5212872,0.51367277,0.44659045,0.51989156
0.52013594,0.28388658,0.3402419,0.60590565,0.10060549
0.56637937,0.45434117,0.44334754,0.50042135,0.4931177
0.6979679,0.41562915,0.3158989,0.70121825,0.7362668
0.5284067,0.54424334,0.5254464,0.36246,0.53002846
0.54620874,0.7041931,0.7442732,0.47085726,0.73084587
0.54967225,0.34192324,0.4543531,0.53721064,0.32575375
0.28903103,0.45799944,0.614959,0.44365492,0.6823285
0.55615056,0.3743958,0.45459864,0.53075624,0.43337977
0.52134174,0.6173665,0.596875,0.38035616,0.5079661
0.29870224,0.19161394,0.46580806,0.569671,0.13497359
0.5985173,0.4898276,0.394774,0.54095167,0.5785581
0.4819814,0.16582075,0.45761415,0.23476216,0.26815265
0.6210178,0.62052375,0.28196415,0.16968212,0.58019423
0.6031734,0.63319093,0.33430666,0.16166148,0.4955426
0.43122992,0.60004497,0.92165923,0.37833828,0.4487977
0.42993593,0.4635306,0.46053702,0.31024855,0.2446747
0.6093232,0.7488376,0.7137685,0.47024697,0.784484
0.3889014,0.61939454,0.86923313,0.6872772,0.4926963
0.24264798,0.5603796,0.72156084,0.6744301,0.4926863
0.4314325,0.6581158,0.70234674,0.5253425,0.7540833
0.3706935,0.33731574,0.447735,0.40266824,0.21953174
0.38005877,0.41704017,0.4965841,0.4127243,0.24930714
0.5178802,0.79855084,0.74912655,0.35857397,0.5550948
0.1203751,0.4450752,0.37529173,0.903731,0.23732302
0.3679751,0.25236735,0.47856313,0.4672226,0.23214644
0.401623,0.27419084,0.6062553,0.4094445,0.019517928
0.60410374,0.5973145,0.3293718,0.43791646,0.743668
0.24848205,0.46510017,0.23239765,0.3280214,0.85941076
0.38855642,0.529423,0.56321585,0.010787994,0.52840537
0.70592,0.920086,0.8686154,0.38595662,0.63510716
0.29209387,0.4460844,0.61877525,0.49413309,0.24621558
0.48821613,0.5134303,0.5928278,0.4909872,0.46113756
0.6321999,0.23597294,0.34591317,0.8067752,0.4155999
0.3410479,0.28164506,0.3863658,0.5324491,0.31696653
0.2748168,0.32375047,0.45380417,0.21749234,0.19562063
0.30947638,0.65900785,0.75805527,0.8988073,0.59828115
0.14975965,0.17314586,0.4191388,0.4983662,0.0037739873
0.46126887,0.4378754,0.42441088,0.6431829,0.5301676
0.4577718,0.19925302,0.3376673,0.7760076,0.16337225
0.540926,0.6280079,0.5583806,0.43202734,0.7552281
0.5568561,0.49865857,0.89112985,0.72877324,0.47126427
0.25167808,0.84358954,0.69446915,0.886345,0.6727643
0.53300357,0.71136796,0.7713058,0.49904573,0.80270994
0.58960027,0.5486512,0.43761525,0.45723906,0.58752465
0.37431446,0.23875856,0.41619205,0.52404475,0.19156575
0.5719297,0.4548518,0.41288978,0.46383262,0.46898672
0.50723696,0.85689735,0.61624897,0.5111296,0.78099024
0.770733,0.45737526,0.34866256,0.6252334,0.7144863
0.4677063,0.27848622,0.3160873,0.29919332,0.30550814
0.44753098,0.3796079,0.4996466,0.5423437,0.2770263
0.7263752,0.5601286,0.73406243,0.70204264,0.7881354
0.46197674,0.77192086,0.23869333,0.42259157,0.6389347
0.7592546,0.32488203,0.40094566,0.7746101,0.718949
0.7041195,0.16181767,0.18618795,0.5437461,0.18661681
0.10842788,0.6849294,0.7800681,0.77783996,0.6175493
0.4798489,0.8900051,0.41335973,0.35828125,0.6057999
0.55833435,0.3021931,0.28250578,0.6377819,0.43257052
0.8951622,0.38312536,0.16372189,0.35376054,0.6119131
