GoogleNet_2d1,GoogleNet_2d2,GoogleNet_3d1,GoogleNet_3d2,GoogleNet_3d3
0.49599692,0.36568975,0.23778236,0.40440834,0.34884053
0.5808692,0.23991203,0.2999624,0.76877445,0.40271902
0.5085608,0.33208397,0.41211683,0.58107543,0.28172156
0.37658942,0.37483492,0.665465,0.50834864,0.2978093
0.19197342,0.41796467,0.82547647,0.6322173,0.3490849
0.3427952,0.4148296,0.4136141,0.44289052,0.30847394
0.24578601,0.6114149,0.7086662,0.7224687,0.45302394
0.32718676,0.55489844,0.75885594,0.4910917,0.4431849
0.6113409,0.9316603,0.4605369,0.047424108,0.47195998
0.37979966,0.7304815,0.59041435,0.59302664,0.70344484
0.6510572,0.41574994,0.24437019,0.53874505,0.5347332
0.61899704,0.46972063,0.5600874,0.8044288,0.7936959
0.034472644,0.36956424,0.87860286,0.7149818,0.34938323
0.62120694,0.56983316,0.34358525,0.46912503,0.6443722
0.6567311,0.3896114,0.14689437,0.41009563,0.34325075
0.1371935,0.43788925,0.53788304,0.53414255,0.051389307
0.25367764,0.43519,0.584935,0.33132875,0.41574514
0.77249706,0.15894255,0.12963074,0.47471723,0.41926846
0.41195622,0.2741986,0.54116774,0.6959713,0.21773005
0.24344277,0.7672051,0.6662221,0.5064239,0.4893548
0.32669705,0.75446343,0.57418984,0.7276205,0.83453405
0.7597468,0.6746578,0.6867448,0.35568047,0.900181
0.38797635,0.49388558,0.69526744,0.33434314,0.27701145
0.45356363,0.20994225,0.3873949,0.6983193,0.21126807
0.60550314,0.5947019,0.35208157,0.43771237,0.7328816
0.8896185,0.5971032,0.237483,0.25837308,0.66706383
0.7488787,0.3597749,0.32360882,0.7156463,0.6383068
0.435593,0.43710598,0.38092747,0.61026937,0.5757359
0.65721864,0.61586535,0.46722934,0.55365485,0.60463583
0.64337426,0.5948872,0.52238643,0.32752174,0.9589695
0.3071146,0.714991,0.9484067,0.58547723,0.38975108
0.5844103,0.6370661,0.58818614,0.5713383,0.52522147
0.15933758,0.75958514,0.9164966,0.7095666,0.5733017
0.84944546,0.2906489,0.17823824,0.7182391,0.6406748
0.621363,0.8529235,0.5976254,0.25642362,0.75923264
0.43680564,0.7369475,0.46996468,0.6051365,0.6680856
0.45142362,0.23138872,0.39705577,0.73439014,0.2658869
0.7362869,0.34688145,0.27824903,0.7298317,0.49197012
0.42621255,0.46736276,0.41065544,0.30903974,0.25335538
0.887025,0.46367317,0.14232042,0.19507647,0.4596357
0.6191039,0.35890657,0.34551623,0.5721229,0.47183368
0.42028612,0.9895375,0.5817359,0.4211136,0.7889551
0.5483282,0.40292865,0.4810498,0.8552025,0.43649036
0.48009008,0.5422193,0.3568567,0.5655989,0.53070503
0.39526075,0.35838282,0.77253413,0.41096666,0.23622817
0.78238016,0.5018875,0.5699079,0.4799923,0.69902855
0.5988426,0.38806933,0.44763762,0.49791178,0.2644925
0.52374387,0.45436072,0.37869594,0.9499177,0.557495
0.4990082,0.38840103,0.5016823,0.63092995,0.12936103
0.6920918,0.5768102,0.5016698,0.5073804,0.6074101
0.46251953,0.9503586,0.9009702,0.6326588,0.68350995
0.23007244,0.6197602,0.63670754,0.7461644,0.48792487
0.3232902,0.55998325,0.68171227,0.72508323,0.6457325
0.396922,0.32271588,0.5286025,0.5040597,0.22205138
0.40965757,0.95571965,0.8532952,0.36436176,0.70187056
0.40150592,0.3639729,0.49710855,0.3405686,0.3404495
0.6033691,0.5772279,0.34124827,0.4492565,0.82559365
0.7016953,0.5223625,0.36523664,0.6249612,0.5139469
0.4117971,0.59163815,0.46902835,0.60557693,0.6403346
0.63549805,0.5652132,0.37189245,0.49153802,0.71100146
0.8077401,0.72018826,0.4979722,0.0970892,0.7769221
0.82110286,0.34926385,0.2536716,0.2505304,0.42889804
0.4943759,0.6255409,0.6969197,0.2386429,0.4877402
0.37282288,0.3307046,0.62235236,0.55740327,0.40750787
0.26147163,0.6043054,0.71203744,0.8218481,0.59936154
0.8558489,0.42901298,0.14536527,0.5652531,0.708861
0.1979329,0.89592856,0.27651858,0.119119465,0.39822984
0.6348063,0.87306845,0.6130285,0.26522982,0.8106468
0.18991855,0.51985776,0.82880795,0.5591676,0.4795305
0.35938212,0.871825,0.79699457,0.57578665,0.72787595
0.18536213,0.45064178,0.7816802,0.82787335,0.5481495
0.7098942,0.3249367,0.20346367,0.45836917,0.40290317
0.44640353,0.3095399,0.52670145,0.78628504,0.32513595
0.7385918,0.4919547,0.2829651,0.566748,0.63039
0.31663996,0.49825191,0.5547146,0.7591109,0.6032228
0.45619607,0.6435303,0.8048488,0.5162312,0.53560245
0.58970726,0.9296856,0.4329712,0.08939463,0.44517413
0.51733285,0.58988047,0.38491544,0.21265882,0.5241783
0.3101253,0.47507748,0.67986524,0.24433443,0.3451831
0.78442234,0.44349554,0.4900549,0.6970631,0.7318506
0.60621566,0.50560015,0.2853369,0.23623976,0.16923702
0.24394682,0.48959216,0.33895895,0.52943265,0.043815613
0.5957793,0.5501628,0.4436095,0.41992754,0.6320956
0.46393508,0.21057492,0.36817124,0.72038,0.29804787
0.87190723,0.77706623,0.65260303,0.19154102,0.7919375
0.54508436,0.7676599,0.50282305,0.20890632,0.57203037
0.45586762,0.81126374,0.7966856,0.2766556,0.613266
0.49032772,0.7339356,0.51080465,0.5456147,0.6678828
0.5749067,0.60296404,0.70111936,0.3047951,0.7753917
0.33241516,0.36744928,0.59431684,0.74062157,0.4006649
0.5355154,0.20960775,0.42469117,0.6993313,0.32607347
0.1944054,0.35247508,0.64634454,0.6594335,0.3060118
0.19452417,0.6605308,0.46219727,0.4364182,0.4132133
0.08378595,0.63777083,0.32566625,0.5276798,0.44083363
0.3884343,0.058893472,0.26230222,0.78025746,0.2477234
0.46735972,0.3955085,0.60343736,0.52243835,0.34281257
0.21509269,0.6431386,0.7732809,0.70635486,0.45849937
0.52699363,0.64941114,0.8617558,0.2822852,0.3193275
0.7168007,0.45626274,0.25654075,0.6054359,0.7289847
0.6595397,0.05840698,0.11712995,0.50410175,0.27985835
0.30306518,0.41750222,0.5977298,0.52743024,0.25492293
0.5972351,0.3972751,0.21044677,0.7812903,0.67206573
0.20186776,0.75941247,0.78828496,0.5071712,0.38988376
0.23391694,0.7706814,0.1972065,0.6147193,0.5497823
0.4651373,0.37816322,0.8715447,0.59945035,0.23305792
0.7348875,0.32864732,0.4040544,0.7528434,0.6718366
0.5714351,0.47193095,0.35156468,0.83007467,0.7381817
0.5589555,0.69382215,0.55537033,0.32868835,0.60929096
0.50020134,0.3997429,0.7078546,0.463273,0.24613075
0.2785746,0.1698949,0.49910387,0.467698,0.036563843
0.5986301,0.6939689,0.567522,0.21796161,0.5999045
0.7726064,0.800563,0.3386132,0.2993369,0.8013007
0.87991285,0.793595,0.6790821,0.21774042,0.55672944
0.8371915,0.52748096,0.26048213,0.6038524,0.83490604
0.20986468,0.6148412,0.75217783,0.72040546,0.4101651
0.19486102,0.5133352,0.8254298,0.5709579,0.43504208
0.7198589,0.64734197,0.5568419,0.38189888,0.73936725
0.4808258,0.44280368,0.47861847,0.67875195,0.48999602
0.7064457,0.41289616,0.34087002,0.7039027,0.7878845
0.36306226,0.4801589,0.59092593,0.3822711,0.31235766
0.3804717,0.24668568,0.4281313,0.46037537,0.1989448
0.45838296,0.47288865,0.6517916,0.61613834,0.4208919
0.1398859,0.35342413,0.2939265,0.7176039,0.19080123
0.08561909,0.2933268,0.700266,0.1844311,0.39018607
0.4320367,0.28493118,0.5151599,0.7023691,0.2961322
0.63556963,0.5615168,0.62586695,0.5957986,0.39784023
0.5725907,0.5147637,0.4392713,0.44199628,0.5210627
0.80957615,0.53705287,0.40045398,0.38307548,0.5294372
0.6797522,0.500851,0.32616097,0.61696994,0.5657264
0.8525889,0.34169322,0.32891667,0.4108838,0.098836124
0.66861105,0.38567948,0.16678628,0.38589734,0.35409254
0.26221594,0.3520997,0.79682183,0.48077312,0.23063686
0.3226136,0.4618132,0.5592446,0.75641775,0.54899436
0.26963347,0.6850253,0.7504782,0.5784247,0.53707504
0.47821537,0.7340628,0.54944944,0.609311,0.66705275
0.44711939,0.5311515,0.665698,0.53021306,0.4563185
0.6731952,0.8445463,0.6002694,0.31026465,0.9080692
