img,sky,building,vegetation
1005,0.057,0.175,0.45
1006,0.346,0.258,0.035
1007,0.544,0.046,0.016
1008,0.288,0.234,0.136
1009,0.193,0.47,0
1010,0.274,0.314,0.088
1011,0.136,0.002,0.498
1012,0.285,0.378,0.009
1013,0.281,0.341,0.015
1014,0.026,0.447,0
1015,0.336,0.299,0.025
1016,0.476,0.144,0.056
1017,0.369,0.073,0.196
1018,0.416,0.204,0.062
1019,0.176,0.013,0.467
1020,0.333,0.178,0.107
1021,0.38,0.247,0.001
1022,0.21,0.002,0.451
1023,0.403,0.05,0.237
1024,0.374,0.093,0.092
1025,0.421,0.2,0.029
1026,0.1195,0.1105,0.18825
1027,0.45,0.044,0.148
1028,0.3,0.234,0.106
1029,0.138,0.011,0.655
1030,0.501,0.019,0.13
1031,0.321,0.292,0.043
1032,0.27,0,0.459
1033,0.499,0.025,0.129
1034,0.226,0.404,0.023
1035,0.402,0.075,0.174
1036,0.325,0.302,0.063
1037,0.215,0.323,0.098
1038,0.211,0.243,0.089
1039,0.321,0.006,0.331
1040,0.388,0,0.315
1041,0.02,0.649,0.012
1042,0.243,0.011,0.395
1043,0.549,0.014,0.111
1044,0.315,0.239,0.023
1045,0,0.325,0
1046,0.521,0.061,0.077
1047,0.318,0.294,0.03
1048,0.259,0.159,0.205
1049,0.393,0.152,0.081
1050,0.525,0.005,0.107
1051,0.05825,0.07,0.40875
1052,0.247,0.075,0.346
1053,0.292,0.388,0.003
1054,0.321,0.293,0.014
1055,0.428,0.076,0.13
1056,0.406,0.011,0.168
1057,0,0.4915,0
1058,0.407,0.131,0.082
1059,0.334,0.163,0.181
1060,0.091,0.2905,0.091
1061,0.439,0.167,0.043
1062,0.334,0.278,0.026
1063,0.382,0.141,0.148
1064,0.356,0.124,0.156
1065,0.485,0.026,0.104
1066,0.133,0.155,0.302
1067,0.418,0.122,0.088
1068,0.364,0.061,0.151
1069,0.4075,0.0825,0.353
1070,0.2725,0.12675,0
1071,0.381,0.222,0.037
1072,0.345,0.287,0.038
1073,0.264,0.407,0
1074,0.06,0.514,0.116
1075,0.422,0.037,0.166
1076,0.227,0.327,0.13
1077,0.262,0.107,0.204
1078,0.348,0.181,0.097
1079,0,0.286,0.001
1080,0.18175,0.0205,0.606
1081,0.479,0.059,0.142
1082,0.424,0.018,0.222
1083,0,0.05375,0.39525
1084,0.417,0.106,0.216
1085,0.428,0.012,0.202
1086,0.543,0.001,0.097
1087,0.226,0.397,0.01
1088,0.54,0.006,0.094
1089,0.296,0.245,0.104
1090,0.359,0.238,0.11
1091,0.07125,0.0735,0.5045
1092,0.506,0.145,0.011
1093,0.385,0.166,0.086
1094,0.257,0.266,0.121
1095,0.465,0.215,0.009
1096,0.281,0.231,0.132
1097,0.129,0.499,0
1098,0.324,0.267,0.028
1099,0.325,0.212,0.109
1100,0.277,0.208,0.147
1101,0.06675,0.4005,0.14575
1102,0.567,0.021,0.003
1103,0.539,0.051,0.036
1104,0.206,0.059,0.348
1105,0.454,0.066,0.108
1106,0.504,0.078,0.061
1107,0.437,0.001,0.289
1108,0.34,0.162,0.019
1109,0.125,0.572,0.002
1110,0.008,0.5805,0
1111,0.152,0.536,0
1112,0.0745,0.05475,0.38875
1113,0.364,0.148,0.096
1114,0.019,0.002,0.794
1115,0.344,0.219,0.071
1116,0.258,0.35,0.055
1117,0.152,0.513,0.011
1118,0.286,0.384,0.005
1119,0.225,0.009,0.403
1120,0.413,0.016,0.225
1121,0.343,0.131,0.194
1122,0.394,0.241,0.011
1123,0.411,0.021,0.232
1124,0.405,0.051,0.182
1125,0.167,0.378,0.059
1126,0.481,0.005,0.165
1127,0.307,0.42,0.054
1128,0.473,0,0.163
1129,0.225,0.419,0.006
1130,0.486,0.002,0.082
1131,0.38,0,0.273
1132,0,0.683,0
1133,0.226,0.401,0.013
1134,0.048,0.626,0.035
1135,0.143,0.53,0
1136,0.265,0.025,0.415
1137,0.317,0.141,0.211
1138,0.015,0.484,0.004
1139,0.236,0.469,0.025
1140,0.112,0.319,0.227
1141,0.495,0.006,0.087
1142,0.389,0.161,0.077
1143,0.413,0.061,0.14
1144,0.171,0.484,0
1145,0.346,0,0.295
1146,0.322,0.186,0.098
1147,0.582,0.007,0.023
1148,0.4,0.226,0.019
1149,0.326,0.179,0.019
1150,0.345,0.046,0.267
1151,0.354,0.175,0.102
1152,0.496,0.063,0.149
1153,0.442,0.067,0.106
1154,0.419,0.026,0.201
1155,0.08,0.046,0.488
1156,0.464,0.026,0.16
1157,0.348,0.256,0.032
1158,0.105,0.011,0.549
1159,0.526,0.001,0.092
1160,0.186,0.25,0.236
1161,0.078,0.141,0.414
1162,0.436,0.132,0.053
1163,0.288,0.309,0.062
1164,0.46,0.174,0.025
1165,0.297,0.163,0.166
1166,0.343,0.01,0.279
1167,0.226,0.146,0.305
1168,0.443,0.179,0.027
1169,0.531,0.002,0.116
1170,0,0.694,0
1171,0.538,0.007,0.065
1172,0.378,0.271,0.012
1173,0.389,0.007,0.246
1174,0.0025,0.5805,0.11875
1175,0.205,0.056,0.411
1176,0.222,0.231,0.257
1177,0.547,0.078,0.056
1178,0.278,0.236,0.109
1179,0.581,0.028,0.013
1180,0.16,0.506,0.052
1181,0.31,0.35,0.008
1182,0.422,0.236,0.016
1183,0.138,0.009,0.517
1184,0.4,0.044,0.216
1185,0.252,0.21,0.114
1186,0.372,0.249,0.017
1187,0.003,0.642,0.038
1188,0.228,0.419,0.005
1189,0.489,0.07,0.037
1190,0.2,0.466,0
1191,0.373,0.024,0.28
1192,0.214,0.457,0
1193,0.339,0.269,0.022
1194,0.509,0.003,0.132
1195,0.244,0.175,0.218
1196,0.47,0.007,0.134
1197,0.19,0.002,0.471
1198,0.215,0.45,0.032
1199,0.24575,0.014,0.2265
1200,0.316,0.123,0.242
1201,0.521,0.023,0.047
1202,0.238,0.077,0.438
1203,0.411,0.077,0.206
1204,0.499,0.053,0.03
1205,0.372,0.12,0.163
1206,0.348,0.24,0.084
1207,0.43,0.18,0.033
1208,0.293,0.248,0.11
1209,0.477,0.094,0.033
1210,0.536,0.023,0.064
1211,0.322,0.301,0.023
1212,0.405,0.011,0.185
1213,0.467,0.007,0.143
1214,0.329,0.152,0.156
1215,0.217,0.358,0.058
1216,0.417,0.047,0.188
1217,0.012,0,0.676
1218,0.26,0.376,0.006
1219,0.374,0.339,0.009
1220,0.426,0.034,0.155
1221,0.419,0.179,0.071
1222,0.158,0.001,0.515
1223,0.523,0.029,0.067
1224,0.263,0.369,0.023
1225,0.244,0.327,0.145
1226,0,0.286,0
1227,0.28,0,0.372
1228,0.279,0.001,0.41
1229,0.184,0.103,0.401
1230,0,0.755,0
1231,0.174,0.001,0.5
1232,0.387,0.25,0.03
1233,0.158,0.476,0.019
1234,0.38875,0.0285,0.0575
1235,0.176,0.311,0.135
1236,0.181,0.286,0.188
1237,0.454,0.168,0.033
1238,0.385,0.047,0.212
1239,0.359,0.061,0.271
1240,0.302,0.326,0.043
1241,0.439,0.09,0.085
1242,0.509,0.03,0.073
1243,0.23,0.285,0.172
1244,0,0.346,0
1245,0.484,0.063,0.05
1246,0.179,0.429,0.035
1247,0.309,0,0.399
1248,0.334,0.014,0.287
1249,0.194,0.5,0.009
1250,0.372,0.168,0.04
1251,0.14,0.394,0.193
1252,0.042,0.57,0.025
1253,0.16675,0.13375,0.19075
1254,0.087,0.07,0.473
1255,0.419,0.209,0.013
1256,0.351,0.021,0.267
1257,0.381,0,0.263
1258,0.369,0.167,0.088
1259,0.241,0.315,0.1
1260,0.214,0.243,0.205
1261,0.365,0.025,0.239
1262,0.394,0.036,0.316
1263,0.351,0.262,0.032
1264,0,0.811,0
1265,0.347,0.077,0.229
1266,0.372,0.14,0.108
1267,0,0.572,0.001
1268,0.358,0.258,0.056
1269,0.216,0.286,0.131
1270,0.0335,0.002,0.52675
1271,0.006,0.038,0.639
1272,0.473,0.003,0.233
1273,0.286,0.247,0.09
1274,0.4,0.043,0.251
1275,0.561,0.043,0.041
1276,0.296,0.381,0.052
1277,0.577,0.005,0.064
1278,0.522,0.045,0.064
1279,0.372,0.22,0.065
1280,0.226,0.443,0.004
1281,0.423,0.039,0.167
1282,0.233,0.035,0.397
1283,0.308,0,0.523
1284,0.534,0.084,0.011
1285,0.32,0.002,0.347
1286,0.481,0.114,0.057
1287,0.614,0.002,0.016
1288,0.387,0.12,0.156
1289,0.401,0.142,0.066
1290,0.269,0.055,0.314
1291,0.361,0.013,0.331
1292,0.427,0.129,0.078
1293,0.177,0.272,0.187
1294,0.295,0.302,0.041
1295,0.34,0.017,0.338
1296,0.405,0.146,0.059
1297,0.287,0.203,0.144
1298,0.325,0.314,0.006
1299,0.485,0.009,0.14
1300,0.345,0.26,0.039
1301,0.436,0.022,0.155
1302,0.386,0.134,0.136
1303,0.272,0.367,0.01
1304,0.432,0.084,0.197
1305,0.446,0.074,0.186
1306,0.368,0.164,0.1
1307,0.503,0.013,0.166
1308,0.502,0.092,0.067
1309,0.59,0.006,0.028
1310,0.55,0.014,0.074
1311,0.19775,0.11225,0.127
1312,0.344,0.298,0.003
1313,0.296,0.311,0.039
1314,0.525,0.093,0.005
1315,0.12,0.003,0.52
1316,0.44,0,0.228
1317,0.385,0.122,0.163
1318,0.459,0.148,0.077
1319,0.339,0.134,0.21
1320,0,0.768,0
1321,0.216,0.22,0.224
1322,0.51,0.117,0.03
1323,0.258,0.337,0.01
1324,0,0.86075,0.011
1325,0.008,0.106,0.533
1326,0.436,0.165,0.038
1327,0.165,0.008,0.474
1328,0.128,0.372,0.16
1329,0,0.74,0
1330,0.26,0.046,0.393
1331,0.514,0.078,0.018
1332,0.518,0,0.066
1333,0.025,0.259,0.371
1334,0.295,0.282,0.045
1335,0.166,0.541,0
1336,0.456,0.138,0.028
1337,0.403,0.132,0.107
1338,0.405,0.049,0.056
1339,0.468,0.087,0.067
1340,0.224,0.049,0.374
1341,0.14575,0.0665,0.21725
1342,0.005,0.641,0
1343,0.44,0.173,0.008
1344,0.526,0.008,0.059
1345,0.2,0.49,0.003
1346,0.368,0.21,0.047
1347,0.165,0.426,0.152
1348,0.213,0.454,0
1349,0.345,0.251,0.013
1350,0.536,0.047,0.074
1351,0.327,0.223,0.122
1352,0.22,0.368,0.046
1353,0.205,0.468,0.001
1354,0.483,0.073,0.095
1355,0.274,0.35,0.015
1356,0.143,0.04,0.434
1357,0.137,0.257,0.158
1358,0.232,0.398,0.053
1359,0.525,0.015,0.103
1360,0.392,0.154,0.122
1361,0.211,0.373,0.097
1362,0.148,0.511,0.007
1363,0.295,0.052,0.301
1364,0.287,0.383,0
1365,0.534,0.06,0.014
1366,0.329,0.055,0.236
1367,0.372,0,0.475
1368,0.161,0.001,0.45
1369,0.026,0.579,0.044
1370,0.375,0.2,0.019
1371,0.333,0.001,0.37
1372,0.164,0.527,0
1373,0.479,0.003,0.155
1374,0,0.82925,0.0115
1375,0.001,0.651,0.003
1376,0.292,0.331,0.046
1377,0.55,0.079,0
1378,0.441,0.076,0.092
1379,0.359,0.109,0.206
1380,0.26275,0.171,0.017
1381,0.011,0.031,0.521
1382,0.164,0.424,0.082
1383,0.488,0.081,0.109
1384,0.025,0,0.679
1385,0.12925,0.02825,0.30125
1386,0.396,0,0.321
1387,0.447,0.144,0.027
1388,0.453,0.043,0.129
1389,0.402,0.034,0.192
1390,0.054,0.582,0.022
1391,0.268,0.104,0.265
1392,0.432,0.07,0.118
1393,0.007,0.48975,0.05175
1394,0.257,0,0.357
1395,0.408,0.014,0.208
1396,0.471,0.134,0.055
1397,0.333,0.097,0.226
1398,0.019,0.608,0.032
1399,0.501,0.088,0.122
1400,0.487,0.012,0.215
1401,0.409,0.074,0
1402,0.434,0.054,0.171
1403,0.397,0.1,0.161
1404,0.45475,0.1955,0.19025
1405,0.482,0.008,0.136
1406,0.203,0.426,0.02
1407,0.369,0.096,0.155
1408,0.464,0.191,0.007
1409,0.454,0.084,0.091
1410,0.276,0.281,0.091
1411,0.203,0.48,0.004
1412,0.415,0.077,0.176
1413,0.177,0.047,0.467
1414,0.299,0.129,0.196
1415,0.288,0.417,0.002
1416,0.259,0.062,0.348
1417,0.484,0.015,0.191
1418,0.384,0.274,0.032
1419,0.365,0.227,0.051
1420,0,0.9155,0.00625
1421,0.445,0.081,0.12
1422,0.41,0.241,0.008
1423,0.389,0.215,0.04
1424,0.447,0.206,0
1425,0.287,0.314,0.054
1426,0,0.205,0
1427,0.225,0.315,0.099
1428,0.136,0.564,0
1429,0.337,0.045,0.276
1430,0.446,0.008,0.187
1431,0.341,0.202,0.107
1432,0.446,0.151,0.036
1433,0.038,0.44775,0.04375
1434,0.417,0.141,0.073
1435,0.278,0.274,0.054
1436,0.481,0.079,0.067
1437,0.08,0.00175,0.62
1438,0.041,0.362,0.036
1439,0.278,0.204,0.137
1440,0.299,0.002,0.355
1441,0.384,0.039,0.2
1442,0.439,0.053,0.138
1443,0.032,0.04,0.548
1444,0.253,0.119,0.253
1445,0.29,0.228,0.143
1446,0.484,0.115,0.034
1447,0.053,0.462,0.171
1448,0.224,0.432,0.003
1449,0.475,0.109,0.022
1450,0.402,0.237,0.047
1451,0.311,0.313,0
1452,0.467,0.013,0.126
1453,0,0.725,0.004
1454,0.418,0.046,0.223
1455,0.095,0.554,0
1456,0.518,0.109,0.003
1457,0.237,0,0.45
1458,0.452,0.015,0.027
1459,0.567,0.063,0.006
1460,0.021,0.727,0
1461,0.0275,0.30625,0.13425
1462,0.589,0.025,0.011
1463,0.529,0.058,0.066
1464,0.427,0.027,0.212
1465,0.197,0.411,0.071
1466,0.46,0.109,0.058
1467,0.412,0.091,0.146
1468,0.326,0.31,0.026
1469,0.288,0.424,0.001
1470,0.544,0.022,0.073
1471,0.31,0.309,0.032
1472,0.166,0.5,0
1473,0.459,0.032,0.138
1474,0.254,0.022,0.381
1475,0.287,0.218,0.13
1476,0.324,0.287,0.028
1477,0.409,0.03,0.228
1478,0.394,0.01,0.2
1479,0.371,0.079,0.22
1480,0.346,0,0.291
1481,0.501,0.051,0.113
1482,0.25,0.303,0.108
1483,0.342,0.067,0.205
1484,0.295,0.121,0.219
1485,0.444,0.109,0.075
1486,0.342,0.237,0.04
1487,0.181,0.0175,0.14025
1488,0.28,0.396,0.003
1489,0.09,0.339,0.042
1490,0.343,0.055,0.218
1491,0.495,0.14,0.035
1492,0.468,0.007,0.141
1493,0.433,0.151,0.06
1494,0.247,0.36,0
1495,0.344,0.276,0.024
1496,0.37,0.173,0.095
1497,0.368,0,0.284
1498,0.055,0.55,0.058
1499,0.269,0.257,0.15
1500,0.194,0.123,0.386
1501,0.36,0.201,0.022
1502,0.222,0.438,0.002
1503,0.494,0.105,0.023
1504,0.34,0.039,0.284
1505,0.193,0.29,0.128
1506,0.342,0.13,0.154
1507,0.366,0.108,0.125
1508,0.164,0,0.654
1509,0.462,0.098,0.119
1510,0.407,0.144,0.082
1511,0.143,0.124,0.385
1512,0.309,0.296,0.071
1513,0.373,0.158,0.16
1514,0.15275,0.169,0.14275
1515,0.319,0.118,0.213
1516,0.52,0.092,0.064
1517,0.281,0.205,0.162
1518,0.218,0.466,0.001
1519,0.359,0.224,0.007
1520,0.397,0.3,0.033
1521,0.122,0.006,0.588
1522,0.0145,0.10975,0.303
1523,0.415,0.129,0.075
1524,0.233,0.236,0.255
1525,0.227,0.36,0.065
1526,0.408,0.048,0.119
1527,0.142,0.471,0.029
1528,0.349,0.047,0.24
1529,0.378,0.096,0.023
1530,0.351,0.024,0.233
1531,0.426,0.181,0.021
1532,0.412,0.073,0.17
1533,0.303,0.074,0.352
1534,0.187,0.505,0
1535,0.365,0.143,0.082
1536,0.357,0.179,0.148
1537,0.286,0.219,0.134
1538,0.378,0.243,0.078
1539,0.588,0.014,0.011
1540,0.131,0.384,0.168
1541,0.206,0.442,0
1542,0.488,0.137,0.004
1543,0.246,0.42,0
1544,0.11,0.233,0.323
1545,0.459,0.003,0.195
1546,0.516,0.098,0.064
1547,0.234,0.359,0.08
1548,0.445,0.138,0.022
1549,0.363,0.173,0.092
1550,0.395,0.009,0.226
1551,0.082,0.327,0.356
1552,0.14775,0.163,0.123
1553,0.366,0.261,0.024
1554,0.216,0.069,0.439
1555,0,0.645,0
1556,0.067,0.537,0.022
1557,0.206,0,0.47
1558,0.446,0.161,0.057
1559,0.055,0.4005,0.09375
1560,0.45,0.01,0.139
1561,0.435,0.101,0.09
1562,0.564,0.065,0.005
1563,0.354,0.126,0.158
1564,0.388,0.057,0.195
1565,0.271,0.331,0.032
1566,0.258,0.051,0.357
1567,0.377,0.002,0.315
1568,0.359,0.053,0.241
1569,0.231,0.381,0.042
1570,0.141,0.334,0.066
1571,0.317,0.315,0.019
1572,0.318,0.224,0.134
1573,0.3645,0.0405,0.084
1574,0.394,0.186,0.008
1575,0.064,0.413,0.01
1576,0.474,0.017,0.148
1577,0.416,0.003,0.217
1578,0.036,0.48,0.129
1579,0.448,0.006,0.19
1580,0.298,0.091,0.14
1581,0.013,0,0.5105
1582,0.529,0.042,0.065
1583,0.522,0.129,0.018
1584,0.459,0.052,0.128
1585,0.104,0.09,0.549
1586,0.348,0.274,0.008
1587,0.347,0.224,0.06
1588,0.17,0.471,0.023
1589,0.041,0.074,0.541
1590,0.422,0.074,0.161
1591,0.383,0.167,0.09
1592,0.313,0.278,0.057
1593,0.521,0.007,0.169
1594,0.327,0.08,0.235
1595,0.265,0.333,0.054
1596,0.188,0.468,0
1597,0.379,0.002,0.246
1598,0.14925,0.027,0.3205
1599,0.359,0.027,0.322
1600,0.338,0.178,0.171
1601,0.337,0.141,0.152
1602,0.111,0.413,0.067
1603,0.336,0.148,0.157
1604,0.232,0.504,0.062
1605,0.21,0.398,0.055
1606,0.352,0.263,0.057
1607,0.472,0.106,0.025
1608,0.225,0.054,0.352
1609,0.587,0.0145,0.28375
1610,0.303,0.096,0.247
1611,0.204,0,0.502
1612,0.285,0,0.407
1613,0.281,0.169,0.2
1614,0.279,0.203,0.172
1615,0.325,0.286,0.042
1616,0.446,0.003,0.225
1617,0.379,0.01,0.259
1618,0.183,0.529,0.011
1619,0.283,0.318,0.05
1620,0.188,0,0.492
1621,0.339,0.159,0.165
1622,0.366,0.271,0.054
1623,0.298,0.364,0.027
1624,0.519,0.044,0.053
1625,0.243,0.173,0.251
1626,0.192,0.369,0.101
1627,0.491,0.028,0.05
1628,0.325,0.194,0.089
1629,0.384,0.109,0.173
1630,0.359,0.048,0.275
1631,0.357,0.004,0.282
1632,0.496,0.129,0.023
1633,0.09,0.08975,0.34525
1634,0.375,0.203,0.053
1635,0.311,0,0.38
1636,0.462,0.008,0.18
1637,0.445,0.043,0.088
1638,0.152,0.497,0
1639,0.089,0.059,0.554
1640,0.196,0.415,0.001
1641,0.34,0.271,0.015
1642,0.412,0.238,0.034
1643,0.208,0.466,0.016
1644,0.45,0.12,0.092
1645,0.487,0.029,0.095
1646,0.329,0.271,0.058
1647,0.39,0.023,0.234
1648,0.511,0.012,0.097
1649,0.523,0.038,0.091
1650,0.437,0.003,0.249
1651,0.295,0.255,0.084
1652,0.494,0.043,0.109
1653,0.51,0.092,0.017
1654,0.089,0.004,0.619
1655,0.303,0.067,0.317
1656,0.313,0.32,0.011
1657,0.45,0.099,0.067
1658,0.2095,0.2645,0.0375
1659,0.2745,0.15575,0
1660,0.392,0.129,0.104
1661,0.05,0.51,0
1662,0.004,0.579,0
1663,0.347,0.159,0.158
1664,0.466,0.072,0.134
1665,0.087,0.492,0.138
1666,0.239,0.233,0.187
1667,0.456,0.017,0.196
1668,0.478,0.098,0.074
1669,0.381,0.002,0.306
1670,0.399,0.18,0.084
1671,0.337,0.011,0.298
1672,0.389,0.005,0.282
1673,0.507,0.104,0.054
1674,0.52,0.082,0.075
1675,0.392,0.012,0.269
1676,0.207,0.433,0.035
1677,0.368,0.006,0.276
1678,0.203,0.482,0
1679,0.183,0.24,0.157
1680,0.459,0.002,0.202
1681,0.355,0.251,0.031
1682,0.224,0.164,0.161
1683,0.433,0.109,0.081
1684,0.015,0.743,0.002
1685,0.409,0.253,0
1686,0.437,0.053,0.21
1687,0.558,0.046,0.021
1688,0.077,0.007,0.591
1689,0.232,0.382,0.038
1690,0.365,0.185,0.099
1691,0.344,0.318,0.031
1692,0.326,0.071,0.275
1693,0,0.428,0
1694,0.381,0.131,0.137
1695,0.453,0.044,0.081
1696,0.463,0.01,0.193
1697,0.443,0.063,0.013
1698,0.331,0.011,0.34
1699,0.042,0.052,0.524
1700,0.233,0.274,0.077
1701,0.48,0.003,0.142
1702,0.3,0.285,0.076
1703,0.445,0.023,0.207
1704,0.339,0.066,0.255
1705,0.089,0.022,0.576
1706,0.413,0.231,0
1707,0.434,0.144,0.035
1708,0.349,0.037,0.239
1709,0.434,0.078,0.069
1710,0.365,0.201,0.095
1711,0.511,0.053,0.072
1712,0.488,0.048,0.169
1713,0.322,0.277,0.056
1714,0.409,0.222,0.011
1715,0.33,0.273,0.038
1716,0.536,0.046,0.011
1717,0.0845,0.363,0.13675
1718,0.119,0.2115,0.2105
1719,0.543,0.045,0.026
1720,0.321,0.304,0
1721,0.201,0.452,0.004
1722,0.384,0.065,0.185
1723,0.54,0.027,0.037
1724,0.503,0.125,0.003
1725,0.296,0.143,0.224
1726,0.443,0.077,0.089
1727,0.266,0.335,0.041
1728,0.006,0.634,0
1729,0,0.199,0
1730,0.344,0.026,0.274
1731,0.427,0.151,0.078
1732,0.587,0.006,0.062
1733,0.556,0.084,0.02
1734,0.525,0.032,0.105
1735,0.441,0.161,0.022
1736,0.084,0.001,0.638
1737,0.322,0.209,0.052
1738,0,0.606,0.013
1739,0.47,0.073,0.09
1740,0.412,0.146,0.01
1741,0,0.605,0
1742,0.333,0.147,0.163
1743,0.321,0.18,0.136
1744,0.115,0.33575,0.00525
1745,0.282,0.346,0.005
1746,0.236,0.004,0.413
1747,0.195,0.026,0.426
1748,0.584,0.02,0.033
1749,0.454,0.106,0.055
1750,0.477,0.137,0.003
1751,0.394,0.192,0.066
1752,0.11,0.004,0.555
1753,0.277,0.234,0.158
1754,0,0.448,0
1755,0.614,0.001,0.017
1756,0.212,0,0.477
1757,0.163,0.569,0.001
1758,0.513,0.003,0.105
1759,0.144,0.435,0.073
1760,0.411,0.204,0.043
1761,0.417,0.091,0.129
1762,0.319,0.256,0.058
1763,0,0.645,0.001
1764,0.532,0.022,0.085
1765,0.38,0.038,0.217
1766,0.282,0.327,0.051
1767,0.422,0.106,0.11
1768,0.57,0.057,0.002
1769,0.294,0.192,0.159
1770,0.329,0.003,0.344
1771,0.239,0.221,0.197
1772,0.572,0.035,0.027
1773,0.13,0.445,0.013
1774,0.289,0.138,0.191
1775,0.405,0.009,0.227
1776,0.25825,0.01725,0.27525
1777,0.267,0.34,0.054
1778,0.312,0.021,0.291
1779,0.334,0.243,0.099
1780,0.468,0.103,0.088
1781,0.336,0.253,0.044
1782,0.356,0.045,0.318
1783,0.279,0.311,0.043
1784,0.085,0.498,0.007
1785,0,0.55,0
1786,0.436,0.028,0.198
1787,0.455,0.017,0.174
1788,0.415,0.249,0.052
1789,0.424,0.019,0.28
1790,0.311,0.068,0.208
1791,0.425,0,0.318
1792,0.465,0.102,0.056
1793,0.304,0.323,0.001
1794,0.378,0.031,0.242
1795,0.387,0.134,0.098
1796,0.175,0.481,0
1797,0.537,0.033,0.074
1798,0.158,0.234,0.291
1799,0.366,0.036,0.187
1800,0.322,0,0.349
1801,0.299,0.373,0.037
1802,0.02,0.001,0.707
1803,0.484,0.136,0.01
1804,0.259,0.376,0.031
1805,0.474,0.153,0.019
1806,0.406,0,0.248
1807,0.262,0.43,0.008
1808,0.452,0.191,0.049
1809,0.327,0.071,0.275
1810,0.447,0.102,0.094
1811,0.21425,0.045,0.13575
1812,0.18,0.515,0
1813,0.251,0.398,0.001
1814,0.404,0.103,0.155
1815,0,0.69,0
1816,0.407,0.059,0.156
1817,0.372,0.141,0.084
1818,0.18,0.463,0.014
1819,0.481,0.014,0.147
1820,0.02825,0.00025,0.52375
1821,0.549,0.007,0.077
1822,0.359,0.187,0.032
1823,0.045,0.02,0.465
1824,0.464,0.033,0.173
1825,0.002,0.607,0.002
1826,0.507,0.094,0.018
1827,0.193,0.002,0.592
1828,0.361,0.119,0.223
1829,0.473,0.174,0.006
1830,0.035,0.41475,0.05525
1831,0.297,0.163,0.151
1832,0.26,0.385,0.009
1833,0.357,0.104,0.186
1834,0.061,0.342,0.259
1835,0.336,0.021,0.206
1836,0.003,0,0.64
1837,0.389,0.15,0.127
1838,0.349,0.001,0.325
1839,0.14,0.052,0.502
1840,0.497,0.032,0.022
1841,0.546,0.072,0.085
1842,0.513,0.016,0.146
1843,0.375,0.255,0.092
1844,0.10575,0.34575,0.126
1845,0.376,0.212,0.055
1846,0.311,0.002,0.37
1847,0.238,0.245,0.171
1848,0.296,0.088,0.327
1849,0.0765,0.3195,0.1445
1850,0.349,0.094,0.247
1851,0.494,0.08,0.071
1852,0.0595,0.09425,0.37425
1853,0.528,0.028,0.055
1854,0.456,0.073,0.098
1855,0.471,0.001,0.186
1856,0.561,0.046,0.052
1857,0.386,0.158,0.064
1858,0.301,0.267,0.084
1859,0.569,0.036,0.031
1860,0.36,0.229,0.047
1861,0.376,0.279,0.008
1862,0.225,0.406,0.083
1863,0.301,0.228,0.129
1864,0.298,0.178,0.179
1865,0.177,0.207,0.25
1866,0,0.732,0
1867,0.195,0.503,0
1868,0.393,0.033,0.224
1869,0.347,0.177,0.117
1870,0.49,0.125,0.044
1871,0.44,0,0.22
1872,0.47,0.045,0.079
1873,0.169,0.329,0.19
1874,0.506,0.109,0.044
1875,0,0.564,0
1876,0.181,0.319,0.15
1877,0.281,0.331,0.121
1878,0.461,0.054,0.029
1879,0.407,0.116,0.123
1880,0.498,0.095,0.057
1881,0.388,0.008,0.251
1882,0.226,0.283,0.186
1883,0.52,0.079,0.024
1884,0.222,0.48,0
1885,0.482,0.004,0.109
1886,0.231,0.416,0.001
1887,0.438,0.096,0.093
1888,0.509,0.024,0.067
1889,0.0115,0.00675,0.71375
1890,0.157,0.013,0.498
1891,0.513,0.12,0.03
1892,0.00175,0.00225,0.50375
1893,0.203,0.123,0.348
1894,0.352,0.079,0.217
1895,0.331,0,0.327
1896,0.4,0.22,0.14
1897,0.07525,0.19875,0.2245
1898,0.497,0.086,0.061
1899,0.215,0,0.447
1900,0.265,0.004,0.486
1901,0.348,0.047,0.29
1902,0.207,0,0.515
1903,0.462,0.132,0.075
1904,0.361,0.018,0.273
1905,0.193,0.143,0.239
1906,0.261,0.017,0.361
1907,0.293,0.286,0.067
1908,0.498,0.06,0.054
1909,0.268,0.24,0.149
1910,0.208,0.399,0.08
1911,0.162,0.471,0.043
1912,0.429,0.149,0.084
1913,0.316,0.011,0.355
1914,0.073,0.097,0.518
1915,0.114,0.07,0.441
1916,0.439,0,0.197
1917,0.023,0.229,0.431
1918,0.416,0.138,0.084
1919,0.293,0.001,0.374
1920,0.519,0.057,0.033
1921,0.6,0.015,0.032
1922,0.296,0.266,0.135
1923,0.281,0.362,0
1924,0.45,0.174,0.02
1925,0.366,0.013,0.32
1926,0.492,0.031,0.102
1927,0.233,0.268,0.178
1928,0.268,0.491,0.022
1929,0.337,0.05175,0.11425
1930,0.29,0.061,0.332
1931,0.508,0.099,0.066
1932,0.259,0.147,0.217
1933,0.1485,0,0.3105
1934,0.244,0.288,0.133
1935,0.512,0.1,0.015
1936,0.471,0.008,0.208
1937,0.276,0.026,0.328
1938,0.403,0.001,0.253
1939,0.17,0.457,0
1940,0.435,0.125,0.132
1941,0.234,0.008,0.516
1942,0.554,0.001,0.11
1943,0.354,0.321,0.023
1944,0,0.547,0
1945,0.454,0.12,0.054
