pipeline_id,model_type,features,hyperparameters,Time,before_r2,before_mae,before_rmse,after_r2,after_mae,after_rmse,improvement
Pipeline_11,Extra Tree,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI500', 'NDWI500', 'NDBI500', 'AlexNet_3d1']","{'bootstrap': False, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 45}",1.54,0.8668514321041829,1.0516372734232968,2.66164431000831,0.8721847137323984,1.0826220648260425,2.6077933083119573,1
Pipeline_12,Random Forest,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI500', 'NDWI500', 'NDBI500', 'AlexNet_2d1', 'AlexNet_2d2']","{'min_samples_leaf': 3, 'min_samples_split': 7, 'n_estimators': 79}",10.85,0.866380164163853,1.0796190738503588,2.6663504803321345,0.859095524758785,1.0931791816960323,2.738067570288474,0
Pipeline_13,XGBoost,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI500', 'NDWI500', 'NDBI500', 'AlexNet_3d1', 'AlexNet_3d2', 'AlexNet_3d3']","{'learning_rate': 0.1, 'max_depth': 11, 'min_child_weight': 2, 'n_estimators': 47, 'objective': 'reg:squarederror', 'subsample': 0.30000000000000004}",1.34,0.8242666306355538,1.288684010373629,3.0577986600230824,0.8191328259304763,1.3012903975828547,3.102141792162848,0
Pipeline_14,LightGBM,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI500', 'NDWI500', 'NDBI500', 'AlexNet_3d1', 'AlexNet_3d2', 'AlexNet_3d3']","{'learning_rate': 0.5, 'max_depth': 3, 'n_estimators': 108, 'num_leaves': 38, 'verbose': -1}",0.35,0.7921331928426126,1.5810439427715461,3.3256331510356874,0.7250145498760279,2.2553618249604908,3.8250456772240615,0
Pipeline_15,Extra Tree,"['CCL', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'KDG_Walk300', 'PLG_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI500', 'NDWI500', 'NDBI500']","{'bootstrap': False, 'min_samples_leaf': 4, 'min_samples_split': 21, 'n_estimators': 158}",2.34,0.850081545234826,1.1548042474861582,2.824290184319362,0.8570917704667791,1.1293524284864371,2.7574674048133727,1
Pipeline_16,Random Forest,"['Area', 'x', 'y', 'Longitude', 'Latitude', 'POI_density', 'Num_type', 'Class_diversity', 'sky500', 'building500', 'vegetation500', 'NDVI500', 'NDWI500', 'NDBI500']","{'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 110}",9.82,0.8259938661071187,1.2044817273423674,3.042734417523125,0.8530627533147332,1.0990287581023672,2.7960679211125563,1
Pipeline_17,XGBoost,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI500', 'NDWI500', 'NDBI500', 'VGG16_2d1', 'VGG16_2d2']","{'learning_rate': 0.1, 'max_depth': 11, 'min_child_weight': 2, 'n_estimators': 47, 'objective': 'reg:squarederror', 'subsample': 0.30000000000000004}",0.76,0.8232317237427438,1.2764164313833197,3.066789244855126,0.8153278996411122,1.2983065928917665,3.134602043446747,0
Pipeline_18,LightGBM,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI500', 'NDWI500', 'NDBI500', 'VGG16_2d1', 'VGG16_2d2']","{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 109, 'num_leaves': 36, 'verbose': -1}",0.18,0.7973526225937674,1.5661656710359853,3.283615233995564,0.7737189141036429,1.9076675506430603,3.469811604509321,0
Pipeline_19,Extra Tree,"['Area', 'x', 'y', 'Longitude', 'Latitude', 'POI_density', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'KDG_Walk300', 'PLG_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI500', 'NDWI500', 'NDBI500']","{'bootstrap': False, 'min_samples_leaf': 3, 'min_samples_split': 7, 'n_estimators': 79}",1.37,0.8548779023669543,1.1560195817465047,2.7787440235345375,0.8587911869495377,1.074621380101878,2.7410229342418284,1
Pipeline_20,Random Forest,"['Area', 'y', 'Longitude', 'Latitude', 'POI_density', 'Num_type', 'Class_diversity', 'building500', 'vegetation500', 'NDVI500', 'NDBI500']","{'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 110}",28.45,0.8528017039670577,1.0936029554865838,2.798550572107824,0.8539458258571476,1.1031972073020875,2.787653268473237,1
Pipeline_21,XGBoost,"['Area', 'x', 'y', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'CPO_Walk300', 'building500', 'vegetation500', 'NDVI500', 'NDWI500', 'NDBI500', 'VGG16_3d2']","{'learning_rate': 0.1, 'max_depth': 11, 'min_child_weight': 2, 'n_estimators': 47, 'objective': 'reg:squarederror', 'subsample': 0.30000000000000004}",1.13,0.8200395051478402,1.2982695909910271,3.0943565727350406,0.8336427657464084,1.267603069295083,2.9751071643697204,1
Pipeline_22,LightGBM,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI500', 'NDWI500', 'NDBI500', 'VGG16_3d1', 'VGG16_3d2', 'VGG16_3d3']","{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 109, 'num_leaves': 36, 'verbose': -1}",0.24,0.792369128828367,1.5733042178777672,3.323745261092365,0.7879389982727772,1.6131015376554239,3.359016772068253,0
Pipeline_23,Extra Tree,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI500', 'NDWI500', 'NDBI500', 'ResNet101_2d1', 'ResNet101_2d2']","{'bootstrap': False, 'min_samples_leaf': 3, 'min_samples_split': 7, 'n_estimators': 79}",3.51,0.8634375855597087,1.0599989000824803,2.6955498095936794,0.8622480916239653,1.070501431901237,2.707263824739196,0
Pipeline_24,Random Forest,"['Area', 'x', 'y', 'Latitude', 'POI_density', 'Num_type', 'Class_diversity', 'building500', 'vegetation500', 'NDBI500']","{'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 110}",10.06,0.8545288347806389,1.0979185536493419,2.7820839245889135,0.8584217595198451,1.1099545488056028,2.7446060945592743,1
Pipeline_25,Random Forest,"['Area', 'y', 'Longitude', 'Latitude', 'POI_density', 'Num_type', 'Class_diversity', 'Type_diversity', 'sky500', 'building500', 'vegetation500', 'NDWI500', 'NDBI500']","{'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 110}",13.97,0.854207100747437,1.0982011910532452,2.7851587494715693,0.8558908396721508,1.1101631775060221,2.769029368382133,1
Pipeline_26,XGBoost,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI500', 'NDWI500', 'NDBI500', 'ResNet101_2d1', 'ResNet101_2d2']","{'learning_rate': 0.1, 'max_depth': 11, 'min_child_weight': 2, 'n_estimators': 47, 'objective': 'reg:squarederror', 'subsample': 0.30000000000000004}",0.77,0.8335183126350592,1.2651371220663712,2.9762198064556613,0.8173608770982401,1.2639238146981993,3.1173005378754697,0
Pipeline_27,LightGBM,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI500', 'NDWI500', 'NDBI500', 'ResNet101_2d1']","{'learning_rate': 0.1, 'max_depth': 2, 'n_estimators': 163, 'num_leaves': 22, 'verbose': -1}",0.35,0.7727720920430916,1.8073555381745934,3.477063347819089,0.7727720920430916,1.8073555381745934,3.477063347819089,1
Pipeline_28,Extra Tree,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI500', 'NDWI500', 'NDBI500', 'ResNet101_3d1', 'ResNet101_3d2', 'ResNet101_3d3']","{'bootstrap': True, 'min_samples_leaf': 3, 'min_samples_split': 15, 'n_estimators': 94}",1.18,0.8549892534563752,1.1689284829355462,2.7776777643112864,0.8512959183543363,1.1559124713746216,2.8128282339545407,0
Pipeline_29,XGBoost,"['Area', 'x', 'y', 'Latitude', 'wifi_hk', 'Num_class', 'Num_type', 'Class_diversity', 'MAL_Walk300', 'SMK_Walk300', 'RGD_Walk300', 'CPO_Walk300', 'building500', 'vegetation500', 'NDVI500', 'NDWI500', 'NDBI500', 'ResNet101_3d2']","{'learning_rate': 0.1, 'max_depth': 11, 'min_child_weight': 2, 'n_estimators': 47, 'objective': 'reg:squarederror', 'subsample': 0.30000000000000004}",0.75,0.806661364796639,1.2901282857611462,3.2073111371354637,0.824120200363367,1.2811272812986705,3.0590723539647664,1
Pipeline_30,LightGBM,"['Area', 'x', 'y', 'Latitude', 'POI_density', 'Num_type', 'Class_diversity', 'MAL_Walk300', 'SES_Walk300', 'PLG_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI500', 'NDBI500']","{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 109, 'num_leaves': 36, 'verbose': -1}",0.17,0.7640495169133598,1.9487888246791054,3.54317174066763,0.8053138276646328,1.5761021161373674,3.2184689332177787,1
Pipeline_31,Extra Tree,"['Area', 'x', 'y', 'Longitude', 'Latitude', 'POI_density', 'Num_type', 'Class_diversity', 'MAL_Walk300', 'KDG_Walk300', 'building500', 'vegetation500', 'NDVI1000', 'NDWI1000', 'NDBI1000']","{'bootstrap': True, 'min_samples_leaf': 3, 'min_samples_split': 15, 'n_estimators': 94}",1.29,0.8498846401999599,1.15540679339272,2.826144307198765,0.8503933767612786,1.1728749088726034,2.821351382806572,1
Pipeline_32,Random Forest,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI500', 'NDWI500', 'NDBI500', 'ResNet101_3d1', 'ResNet101_3d2', 'ResNet101_3d3']","{'min_samples_leaf': 3, 'min_samples_split': 7, 'n_estimators': 79}",11.87,0.8627904056687916,1.0939591446722603,2.701929470076912,0.8507872342624243,1.1091957125090923,2.817635161243057,0
Pipeline_33,Random Forest,"['Area', 'x', 'y', 'Latitude', 'POI_density', 'Num_type', 'Class_diversity', 'Type_diversity', 'sky500', 'building500', 'vegetation500', 'NDWI1000', 'NDBI1000']","{'min_samples_leaf': 3, 'min_samples_split': 7, 'n_estimators': 79}",9.17,0.8549428262886124,1.0938222227143786,2.7781223844316147,0.861605396445795,1.0935010822374431,2.7135719792880093,1
Pipeline_34,LightGBM,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI1000', 'NDWI1000', 'NDBI1000', 'GoogleNet_2d1', 'GoogleNet_2d2']","{'learning_rate': 0.5, 'max_depth': 4, 'n_estimators': 28, 'num_leaves': 41, 'verbose': -1}",0.22,0.7845833753080377,1.5807048769432932,3.3854887613728786,0.7762726973325078,1.9055319314115908,3.4501760918628976,0
Pipeline_35,XGBoost,"['Area', 'y', 'wifi_hk', 'Num_type', 'SMK_Walk300', 'RGD_Walk300', 'CPO_Walk300', 'building500', 'vegetation500', 'NDVI1000', 'NDWI1000', 'NDBI1000', 'GoogleNet_2d2']","{'learning_rate': 0.1, 'max_depth': 11, 'min_child_weight': 2, 'n_estimators': 47, 'objective': 'reg:squarederror', 'subsample': 0.30000000000000004}",1.29,0.8193410587546193,1.2863071192574667,3.100355526128756,0.8232231537979461,1.3449185010533231,3.066863584823107,1
Pipeline_36,Extra Tree,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI1000', 'NDWI1000', 'NDBI1000', 'GoogleNet_3d1', 'GoogleNet_3d2', 'GoogleNet_3d3']","{'bootstrap': False, 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 45}",1.01,0.8672743644456979,1.0791118937498623,2.657413732038943,0.8546487116020133,1.1471920640023194,2.7809373877032852,0
Pipeline_37,XGBoost,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI1000', 'NDWI1000', 'NDBI1000', 'GoogleNet_3d1', 'GoogleNet_3d2', 'GoogleNet_3d3']","{'learning_rate': 0.1, 'max_depth': 11, 'min_child_weight': 2, 'n_estimators': 47, 'objective': 'reg:squarederror', 'subsample': 0.30000000000000004}",0.73,0.8385454811033852,1.2711122285291032,2.930939611921902,0.7899192933961189,1.7900223404557556,3.343296185328242,0
Pipeline_38,LightGBM,"['Area', 'x', 'y', 'Latitude', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PLG_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI1000', 'NDWI1000', 'NDBI1000']","{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 109, 'num_leaves': 36, 'verbose': -1}",0.14,0.7682100515892918,1.947597604011383,3.511794282767491,0.798515492062783,1.5694342097644665,3.2741803485922247,1
Pipeline_39,Extra Tree,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI1000', 'NDWI1000', 'NDBI1000']","{'bootstrap': True, 'min_samples_leaf': 4, 'min_samples_split': 3, 'n_estimators': 175}",1.35,0.8508191470221285,1.1565438768314615,2.817333835409048,0.8657628076217225,1.108368590671347,2.672502979876864,1
Pipeline_40,Random Forest,"['CCL', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_type', 'Class_diversity', 'Type_diversity', 'sky500', 'building500', 'vegetation500', 'NDVI500', 'NDWI500', 'NDBI500']","{'min_samples_leaf': 2, 'min_samples_split': 19, 'n_estimators': 124}",25.95,0.8263148213456675,1.2033815513222181,3.03992695242917,0.8558426465295261,1.1179796218413975,2.7694923405896885,1
Pipeline_41,XGBoost,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI1000', 'NDWI1000', 'NDBI1000', 'AlexNet_2d1', 'AlexNet_2d2']","{'learning_rate': 0.1, 'max_depth': 11, 'min_child_weight': 2, 'n_estimators': 47, 'objective': 'reg:squarederror', 'subsample': 0.30000000000000004}",1.18,0.8146786166422559,1.2862173746779249,3.1401076342643117,0.7704174323271721,1.8399900700133998,3.4950325311308417,0
Pipeline_42,LightGBM,"['Area', 'x', 'y', 'POI_density', 'Num_type', 'Type_diversity', 'MAL_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDWI1000', 'NDBI1000']","{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 109, 'num_leaves': 36, 'verbose': -1}",0.22,0.7676194727425605,1.9430359895018283,3.5162652963480148,0.8001604350724809,1.5806238222189746,3.2607875624875766,1
Pipeline_43,Extra Tree,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI1000', 'NDWI1000', 'NDBI1000', 'AlexNet_3d1', 'AlexNet_3d2', 'AlexNet_3d3']","{'bootstrap': True, 'min_samples_leaf': 3, 'min_samples_split': 15, 'n_estimators': 94}",2.67,0.8597626165829145,1.1476368321221724,2.7315783885401403,0.8595442587316097,1.0706844019343207,2.7337041754459155,0
Pipeline_44,Random Forest,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI1000', 'NDWI1000', 'NDBI1000', 'GoogleNet_3d1', 'GoogleNet_3d2', 'GoogleNet_3d3']","{'min_samples_leaf': 3, 'min_samples_split': 7, 'n_estimators': 79}",12.21,0.8634684589335965,1.0914209714943468,2.695245093901911,0.8551749013681749,1.1134782558081908,2.7758991539688993,0
Pipeline_45,Random Forest,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI1000', 'NDWI1000', 'NDBI1000', 'AlexNet_2d1', 'AlexNet_2d2']","{'min_samples_leaf': 4, 'min_samples_split': 8, 'n_estimators': 110}",9.40,0.8606591604823794,1.0945882641272864,2.7228328367055687,0.8548973155408801,1.109825409398517,2.778558159196601,0
Pipeline_46,LightGBM,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'SES_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI1000', 'NDWI1000', 'NDBI1000', 'AlexNet_3d1', 'AlexNet_3d2']","{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 109, 'num_leaves': 36, 'verbose': -1}",0.23,0.786060327079792,1.5737414234757254,3.373862908888531,0.7933465780876872,1.5615151802309877,3.3159125508610794,1
Pipeline_47,XGBoost,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI1000', 'NDWI1000', 'NDBI1000', 'AlexNet_3d1', 'AlexNet_3d2', 'AlexNet_3d3']","{'learning_rate': 0.1, 'max_depth': 11, 'min_child_weight': 2, 'n_estimators': 47, 'objective': 'reg:squarederror', 'subsample': 0.30000000000000004}",1.34,0.8110268919856132,1.3117816912349287,3.1708943416445945,0.8091794935615676,1.2556286907000973,3.186355954481101,0
Pipeline_48,Extra Tree,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI1000', 'NDWI1000', 'NDBI1000', 'VGG16_2d1', 'VGG16_2d2']","{'bootstrap': False, 'min_samples_leaf': 3, 'min_samples_split': 7, 'n_estimators': 79}",1.70,0.8642778842719022,1.0514969889668886,2.68724385597942,0.8583139240211732,1.0700902233592713,2.7456511337913727,0
Pipeline_49,XGBoost,"['Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'MAL_Walk300', 'CPO_Walk300', 'building500', 'vegetation500', 'NDVI1000', 'NDWI1000', 'NDBI1000', 'VGG16_2d1', 'VGG16_2d2']","{'learning_rate': 0.1, 'max_depth': 11, 'min_child_weight': 2, 'n_estimators': 47, 'objective': 'reg:squarederror', 'subsample': 0.30000000000000004}",0.75,0.8014569161372135,1.6773613994535033,3.2501929929461424,0.8164382828304316,1.3002827200661173,3.125164079656053,1
Pipeline_50,LightGBM,"['CCL', 'Floor', 'Area', 'x', 'y', 'Longitude', 'Latitude', 'wifi_hk', 'POI_density', 'Num_class', 'Num_type', 'Class_diversity', 'Type_diversity', 'MAL_Walk300', 'SMK_Walk300', 'KDG_Walk300', 'PRS_Walk300', 'SES_Walk300', 'PAR_Walk300', 'PLG_Walk300', 'RGD_Walk300', 'BUS_Walk300', 'MIN_Walk300', 'CPO_Walk300', 'MTA_Walk300', 'sky500', 'building500', 'vegetation500', 'NDVI1000', 'NDWI1000', 'NDBI1000', 'VGG16_2d1', 'VGG16_2d2']","{'learning_rate': 0.5, 'max_depth': 3, 'n_estimators': 108, 'num_leaves': 38, 'verbose': -1}",0.15,0.8003959641259449,1.5500705824919048,3.2588654290144254,0.8081288511334417,1.4941449831320848,3.195115823614223,1
